ef,sku,nombre_comercial,forma,costo_usd,precio_usd
E.F.G.40.083,ME40083,ACETAMINOFEN 120 mg/5mL SOLUCION ORAL,SOLUCION ORAL,2.18,3.63
E.F.G.40.084,ME40084,ACETAMINOFEN 180 mg/5 mL SOLUCION ORAL,SOLUCION ORAL,4.7,7.83
E.F.G.40.260,ME40260,BROMEXINA CLORHIDRATO 4 mg / 5 mL JARABE,JARABE,4.45,7.42
E.F.G.40.269,ME40269,CEFALEXINA 125 mg / 5 mL POLVO PARA SUSPENSION ORAL,POLVO PARA RECONSTITUCION,5.26,8.77
E.F.40.272,ME40272,LEVOFERIN 30 mg / 5 mL SOLUCION,LOCION,9.75,16.25
E.F.40.280,ME40280,"BISOBLOC H 5 mg - 6,25 mg TABLETAS RECUBIERTAS",TABLETAS,9.16,15.27
E.F.40.285,ME40285,"RAMIPRES HCT 2,5 mg - 12,5 mg COMPRIMIDOS",COMPRIMIDOS,7.01,11.68
E.F.G.40.297,ME40297,CIPROFLOXACINA 500 mg COMPRIMIDOS RECUBIERTOS DE LIBERACION PROGRAMADA,COMPRIMIDOS,4.56,7.60
E.F.40.343,ME40343,PROVICAR 2 g / 10ml SOLUCION ORAL,SOLUCION ORAL,10.52,17.53
E.F.40.348,ME40348,PERTEN 1% SOLUCION TOPICA,SOLUCION TOPICA,14.4,24.00
E.F.40.357,ME40357,PERTEN 1 % SOLUCION ATOMIZADORA PARA USO TOPICO,SOLUCION TOPICA,11.3,18.83
E.F.40.365,ME40365,GLICAZET 500 mg / 5 mg TABLETAS RECUBIERTAS,TABLETAS,15.74,26.23
E.F.40.371,ME40371,DIOSMINA-HESPERIDINA 450 mg-50 mg COMPRIMIDOS RECUBIERTOS,COMPRIMIDOS,16.62,27.70
E.F.40.374,ME40374,"BETADERM 0,05 % CREMA",CREMA,2.51,4.18
E.F.G.40.440,ME40440,LORATADINA - AMBROXOL CLORHIDRATO 5 mg - 30 mg / 5 mL SOLUCION ORAL,SOLUCION ORAL,1.38,2.30
E.F.40.477,ME40477,ANANTY FORTE 160 mg / 5 mL SUSPENSION,SUSPENSION ORAL,2.01,3.35
E.F.40.494,ME40494,"MOXIDEX 0,5 -0,1 % SOLUCION OFTALMICA ESTERIL",SOLUCION OFTALMICA,18.75,31.25
E.F.40.502,ME40502,MUCOMAX 15 mg / 5 mL SOLUCION ORAL USO PEDIATRICO,SOLUCION ORAL,3.01,5.02
E.F.G.40.510,ME40510,"OLMESARTAN MEDOXOMIL - HIDROCLOROTIAZIDA 40 mg - 12,5 mg COMPRIMIDOS RECUBIERTOS",COMPRIMIDOS,12.15,20.25
E.F.40.535,ME40535,SITAGLIS MET 50 mg - 850 mg COMPRIMIDOS RECUBIERTOS,COMPRIMIDOS,13.14,21.90
E.F.40.580,ME40580,"VASSLUTEN HCT 150 mg - 12,5 mg TABLETAS",TABLETAS,12.87,21.45
E.F.G.40.639,ME40639,PIPERAZINA 500mg / 5mL JARABE,JARABE,4.53,7.55
E.F.40.663,ME40663,PREVERAL CON DEXTROMETORFANO 3 mg - 15 mg / 5 mL SOLUCION ORAL,SOLUCION ORAL,2.84,4.73
E.F.40.673,ME40673,PERTEN 1 % GEL TOPICO,GEL,9.63,16.05
E.F.G.40.713,ME40713,ACETAMINOFEN - CLORFENIRAMINA 125 mg - 1mg / 5ml JARABE,JARABE,6.19,10.32
E.F.40.790,ME40790,"DERMAZOL 0,05 % CREMA",CREMA,10.04,16.73
E.F.40.793,ME40793,"VASSLUTEN HCT 300 mg - 12,5 mg TABLETAS",TABLETAS,18.48,30.80
E.F.40.804,ME40804,"DERMAZOL 0,05 % UNGUENTO",UNGUENTO,12.34,20.57
E.F.40.814,ME40814,"BRIMOPRESS 0,2 % SOLUCION OFTALMICA",SOLUCION OFTALMICA,14.68,24.47
E.F.G.40.835,ME40835,ESCITALOPRAM 1 mg/mL SOLUCION ORAL,SOLUCION ORAL,3.38,5.63
E.F.40.958,ME40958,ATROBEL 10 mg / mL SOLUCION GOTAS REFORMULADO,GOTAS,6.5,10.83
E.F.G.40.982,ME40982,NAPROXENO SODICO 275 mg COMPRIMIDOS RECUBIERTOS,COMPRIMIDOS,2.89,4.82
E.F.41.019,ME41019,"FLOMED 0,15% - 0,25% SOLUCION TOPICA BUCAL ATOMIZADORA",SOLUCION TOPICA,4.08,6.80
E.F.41.052,ME41052,CLINAC  1 % - 5 % GEL,GEL,30.13,50.22
E.F.41.093,ME41093,"ASCAFYL SC 80 mg -  0,4 mg / mL SOLUCION ORAL",SOLUCION ORAL,6.95,11.58
E.F.41.147,ME41147,"FLOMED 0,15 % - 0,25 % SOLUCION TOPICA BUCAL",SOLUCION TOPICA,3.25,5.42
E.F.41.148,ME41148,PEREBRON 28 mg / 5 mL JARABE SABOR MIEL - LIMON,JARABE,4.53,7.55
E.F.41.291,ME41291,"DERMAZOL 0,05 % LOCION CAPILAR",LOCION,12.47,20.78
E.F.41.358,ME41358,PEDIACORT 3 mg / mL SOLUCION ORAL,SOLUCION ORAL,15.5,25.83
E.F.41.359,ME41359,FEXORAT 30 mg / 5 mL SUSPENSION ORAL,SUSPENSION ORAL,4.09,6.82
E.F.41.404,ME41404,KEPRORET 1 mg / mL SOLUCION ORAL,SOLUCION ORAL,7.06,11.77
E.F.41.502,ME41502,CODEBROMIL PLUS 15 mg - 3 mg / 15 mL JARABE,JARABE,7.88,13.13
E.F.41.549,ME41549,MITAR 50 mcg / DOSIS SOLUCION PARA INHALACION NASAL,INHALACION,10.74,17.90
E.F.41.590,ME41590,PASIM 10 mg / mL SOLUCION ORAL,SOLUCION ORAL,4.43,7.38
E.F.41.645,ME41645,"SINUTIL 80 mg - 0,5 mg / mL SOLUCION ORAL",SOLUCION ORAL,3.7,6.17
E.F.41.671,ME41671,ORALZINC SALES DE REHIDRATACION POLVO PARA SOLUCION ORAL SABOR A MANDARINA,POLVO PARA RECONSTITUCION,4.5,7.50
E.F.41.676,ME41676,"BUCOXOLGAR 0,15 % - 0,25 % SOLUCION TOPICA BUCAL ATOMIZADORA SABOR A MENTA FRESCA",SOLUCION TOPICA,5.74,9.57
E.F.G.41.692,ME41692,"HIDROCLOROTIAZIDA 12,5 mg COMPRIMIDOS",COMPRIMIDOS,4.75,7.92
E.F.41.701,ME41701,ALIVET PLUS COMPRIMIDOS RECUBIERTOS,COMPRIMIDOS,4.96,8.27
E.F.41.847,ME41847,"BIPROLIL 2,5 mg COMPRIMIDOS RECUBIERTOS",COMPRIMIDOS,2.59,4.32
E.F.41.980,ME41980,"DUSTALOX 0,5 % SOLUCION OFTALMICA",SOLUCION OFTALMICA,9.09,15.15
E.F.41.993,ME41993,"FOSFOLIT 21,6 g - 8,1 g / 45 mL SOLUCION ORAL",SOLUCION ORAL,12.13,20.22
E.F.42.001,ME42001,ANGRIP FORTE NOCHE 650 mg - 4 mg COMPRIMIDOS RECUBIERTOS,COMPRIMIDOS,1.7,2.83
E.F.42.037,ME42037,REHIDROSOL 45 mEq / L SOLUCION ELECTROLITICA USO ORAL SABOR A UVA,SOLUCION ORAL,4.88,8.13
E.F.42.077,ME42077,"NEVAC 0,1 % SUSPENSION OFTALMICA",SUSPENSION ORAL,23.43,39.05
E.F.42.104,ME42104,ANGRIP FORTE DIA 650 mg - 2 mg - 20 mg COMPRIMIDOS RECUBIERTOS,COMPRIMIDOS,1.83,3.05
E.F.42.111,ME42111,YONALAT 15 mg - 3 mg / 5 mL SOLUCION ORAL,SOLUCION ORAL,4.59,7.65
E.F.G.42.125,ME42125,TADALAFILO 5 mg COMPRIMIDOS RECUBIERTOS,COMPRIMIDOS,5.71,9.52
E.F.42.141,ME42141,APIRET 250 mg SUPOSITORIOS,SUPOSITORIOS,6.11,10.18
E.F.42.160,ME42160,NEUROMIX COMPRIMIDOS RECUBIERTOS,COMPRIMIDOS,4.95,8.25
E.F.42.182,ME42182,OROFENO 150 mg COMPRIMIDOS DE LIBERACION CONTROLADA,COMPRIMIDOS,18.17,30.28
E.F.42.185,ME42185,REHIDROSOL 45 mEq/L SOLUCION ELECTROLITICA USO ORAL SABOR A FRAMBUESA,SOLUCION ORAL,5.15,8.58
E.F.42.186,ME42186,REHIDROSOL 60 mEq / L SOLUCION ELECTROLITICA USO ORAL SABOR A MANZANA,SOLUCION ORAL,4.12,6.87
E.F.G.42.197,ME42197,ONDANSETRON 4 mg / 5 mL SOLUCION ORAL,SOLUCION ORAL,7.11,11.85
E.F.42.233,ME42233,"COROPRES HCT 32 mg - 12,5 mg COMPRIMIDOS",COMPRIMIDOS,4.62,7.70
E.F.42.243,ME42243,DAYZOL 600 mg - 4 mg COMPRIMIDOS RECUBIERTOS,COMPRIMIDOS,6.67,11.12
E.F.42.256,ME42256,"FLUDINAX 0,9 % SOLUCION NASAL",SOLUCION NASAL,6.9,11.50
E.F.42.263,ME42263,KLINCOSAL 262 mg - 500 mg / 15 mL SUSPENSION ORAL SABOR A FRESA,SOLUCION ORAL,7.32,12.20
E.F.42.264,ME42264,KLINCOSAL 262 mg - 500 mg / 15 mL SUSPENSION ORAL SABOR A UVA,SOLUCION ORAL,7.32,12.20
E.F.42.275,ME42275,APIRET 125 mg SUPOSITORIOS,SUPOSITORIOS,5.12,8.53
E.F.42.291,ME42291,MAXOTEN 50 mg COMPRIMIDOS RECUBIERTOS,COMPRIMIDOS,37.7,62.83
E.F.42.311,ME42311,FEBRATIC 15 mg/mL SUSPENSION ORAL,SUSPENSION ORAL,2.99,4.98
E.F.42.352,ME42352,FEMIZOL 750 mg - 200 mg OVULOS.,OVULOS,11.74,19.57
E.F.42.399,ME42399,PASOLAX POLVO PARA SOLUCION ORAL,POLVO PARA RECONSTITUCION,6.25,10.42
E.F.G.42.403,ME42403,CLINDAMICINA 1% GEL TOPICO,GEL,1.99,3.32
E.F.G.42.418,ME42418,"BISOPROLOL FUMARATO 1,25 mg COMPRIMIDOS RECUBIERTOS",COMPRIMIDOS,3.58,5.97
E.F.G.42.419,ME42419,"BISOPROLOL FUMARATO 2,5 mg COMPRIMIDOS RECUBIERTOS",COMPRIMIDOS,3.61,6.02
E.F.G.42.420,ME42420,BISOPROLOL FUMARATO 5 mg COMPRIMIDOS RECUBIERTOS,COMPRIMIDOS,3.71,6.18
E.F.G.42.429,ME42429,"BISOPROLOL FUMARATO - HIDROCLOROTIAZIDA 10 mg - 6,25 mg COMPRIMIDOS RECUBIERTOS",COMPRIMIDOS,3.82,6.37
E.F.G.42.439,ME42439,LOSARTAN POTASICO 100 mg COMPRIMIDOS RECUBIERTOS,COMPRIMIDOS,4.62,7.70
E.F.42.453,ME42453,"NOXPIRIN 325 mg - 1,25 mg / 5 mL SOLUCION ORAL",SOLUCION ORAL,31.5,52.50
E.F.G.42.454,ME42454,ATORVASTATINA 40 mg COMPRIMIDOS RECUBIERTOS,COMPRIMIDOS,4.24,7.07
E.F.G.42.456,ME42456,IRBESARTAN 300 mg COMPRIMIDOS,COMPRIMIDOS,7.54,12.57
E.F.42.457,ME42457,FEBRIP 180 mg / 5 mL SOLUCION ORAL,SOLUCION ORAL,2.66,4.43
E.F.G.42.459,ME42459,METFORMINA CLORHIDRATO 1000 mg COMPRIMIDOS,COMPRIMIDOS,9.8,16.33
E.F.G.42.460,ME42460,"HIDROCLOROTIAZIDA 12,5 mg COMPRIMIDOS",COMPRIMIDOS,3.27,5.45
E.F.42.484,ME42484,"NOXPIRIN 125 mg - 0,5 mg / 5 mL SOLUCION ORAL",SOLUCION ORAL,16.67,27.78
E.F.G.42.488,ME42488,ACETAMINOFEN 180 mg / 5 mL SOLUCION ORAL,SOLUCION ORAL,2.98,4.97
E.F.G.42.490,ME42490,"LORATADINA - BETAMETASONA 5 mg - 0,25 mg COMPRIMIDOS",COMPRIMIDOS,3.64,6.07
E.F.G.42.493,ME42493,PREDNISONA 5 mg COMPRIMIDOS,COMPRIMIDOS,3.29,5.48
E.F.42.496,ME42496,DIGLET 200 UI SOLUCION ORAL,SOLUCION ORAL,15.88,26.47
E.F.G.42.509,ME42509,AZITROMICINA 200 mg / 5 mL SUSPENSION ORAL,SUSPENSION ORAL,2.01,3.35
E.F.G.42.517,ME42517,SERTRALINA 50 mg COMPRIMIDOS,COMPRIMIDOS,4.29,7.15
E.F.G.42.518,ME42518,SERTRALINA 100 mg COMPRIMIDOS,COMPRIMIDOS,4.52,7.53
E.F.G.42.520,ME42520,"METRONIDAZOL 0,75 % GEL",GEL,13.22,22.03
E.F.42.521,ME42521,CITRAPOL SOLUCION,LOCION,4.94,8.23
E.F.G.42.524,ME42524,"DESLORATADINA 2,5 mg / 5 mL JARABE",JARABE,4.19,6.98
E.F.G.42.526,ME42526,QUETIAPINA 25 mg COMPRIMIDOS,COMPRIMIDOS,3.82,6.37
E.F.G.42.527,ME42527,QUETIAPINA 100 mg COMPRIMIDOS,COMPRIMIDOS,4.97,8.28
E.F.G.42.534,ME42534,"AMOXICILINA - ACIDO CLAVULANICO 250 mg - 62,5 mg / 5 mL POLVO PARA SUSPENSION ORAL",POLVO PARA RECONSTITUCION,2.21,3.68
E.F.G.42.537,ME42537,DEXTROMETORFANO 15 mg / 5 mL JARABE,JARABE,5.78,9.63
E.F.G.42.539,ME42539,GUAIFENESINA 100 mg / 5 mL SOLUCION ORAL,SOLUCION ORAL,6.62,11.03
E.F.G.42.540,ME42540,"DESLORATADINA 2,5 mg / 5 mL SOLUCION ORAL",SOLUCION ORAL,6.08,10.13
E.F.42.567,ME42567,KAYIVIS 10 % SOLUCION TOPICA,SOLUCION TOPICA,6.73,11.22
E.F.G.42.590,ME42590,HIDROCLOROTIAZIDA 25 mg COMPRIMIDOS,COMPRIMIDOS,3.64,6.07
E.F.G.42.593,ME42593,"PEROXIDO DE BENZOILO 2,5 % GEL",GEL,2.71,4.52
E.F.G.42.595,ME42595,DEFLAZACORT 6 mg COMPRIMIDOS,COMPRIMIDOS,3.82,6.37
E.F.G.42.603,ME42603,BROMHEXINA CLORHIDRATO 4 mg / 5 mL JARABE,JARABE,1.71,2.85
E.F.G.42.604,ME42604,QUETIAPINA 25 mg COMPRIMIDOS RECUBIERTOS,COMPRIMIDOS,4.51,7.52
E.F.G.42.605,ME42605B,QUETIAPINA 100 mg COMPRIMIDOS RECUBIERTOS,COMPRIMIDOS,6.84,11.40
E.F.G.42.631,ME42631,"BETAMETASONA - GENTAMICINA - CLOTRIMAZOL 0,5 mg - 1 mg - 10 mg CREMA",CREMA,2.71,4.52
E.F.G.42.667,ME42667,SITAGLIPTINA - METFORMINA CLORHIDRATO 50 mg - 500 mg TABLETAS RECUBIERTAS,TABLETAS,10.97,18.28
E.F.42.715,ME42715,ACICLOR NANOPHARM 5 % CREMA,CREMA,10.45,17.42
E.F.42.742,ME42742,MISULVAN FORTE 30 mg - 5 mg / 5 mL SOLUCION ORAL,SOLUCION ORAL,3.07,5.12
E.F.G.42.750,ME42750,CANDESARTAN CILEXETILO 8 mg COMPRIMIDOS,COMPRIMIDOS,3.86,6.43
E.F.G.42.756,ME42756,"NAFAZOLINA CLORHIDRATO 0,12 mg / mL SOLUCION OFTALMICA",SOLUCION OFTALMICA,2.9,4.83
E.F.G.42.849,ME42849,PERMETRINA 5 % LOCION,LOCION,4.43,7.38
E.F.42.860,ME42860,APIRET 160 mg / 5 mL SOLUCION ORAL,SOLUCION ORAL,2.52,4.20
E.F.42.864,ME42864,APIRET 120 mg / 5 mL SOLUCION ORAL,SOLUCION ORAL,5.04,8.40
E.F.42.875,ME42875,"AUTEX 0,1 % CREMA",CREMA,11.61,19.35
E.F.42.913,ME42913,DALCITRIN 2 % UNGUENTO,UNGUENTO,7.1,11.83
E.F.G.42.915,ME42915,VALSARTAN 80 mg COMPRIMIDOS RECUBIERTOS,COMPRIMIDOS,5.71,9.52
E.F.G.42.959,ME42959,"TIMOLOL 0,5 % SOLUCION OFTALMICA",SOLUCION OFTALMICA,8.82,14.70
E.F.G.42.963,ME42963,ACIDO ASCORBICO 100 mg / mL SOLUCION ORAL,SOLUCION ORAL,6,10.00
E.F.42.975,ME42975,"BEDEX 0,15 % SOLUCION TOPICA BUCAL",SOLUCION TOPICA,4.97,8.28
E.F.42.976,ME42976,ACEVAL 180 mg / 5 mL SOLUCION ORAL,SOLUCION ORAL,3.85,6.42
E.F.43.002,ME43002,CONTRADOL 100 mg / mL SOLUCION ORAL,SOLUCION ORAL,17.05,28.42
E.F.G.43.020,ME43020,CLOTRIMAZOL 200 mg CAPSULAS BLANDAS VAGINALES,CAPSULAS,2.34,3.90
E.F.43.043,ME43043,"AMOXIVALAC 250 mg - 62,5 mg / 5 mL POLVO PARA SUSPENSION ORAL",POLVO PARA RECONSTITUCION,9.67,16.12
E.F.43.086,ME43086,"CARICEL 2 mg - 0,02 mg COMPRIMIDOS RECUBIERTOS",COMPRIMIDOS,19.52,32.53
E.F.G.43.177,ME43177,PREDNISOLONA ACETATO 1 % SUSPENSION OFTALMICA,SOLUCION OFTALMICA,11.33,18.88
E.F.43.190,ME43190,NEMAX 16% - 6% SOLUCION RECTAL,LOCION,5.5,9.17
E.F.G.43.220,ME43220,DICLOXACILINA 250 mg / 5 mL POLVO PARA SUSPENSION ORAL,POLVO PARA RECONSTITUCION,7.96,13.27
E.F.43.239,ME43239,PASIM PLUS 2 mg - 100 mg / mL SOLUCION ORAL,SOLUCION ORAL,6.49,10.82
E.F.G.43.256,ME43256,ALBENDAZOL 200 mg / 5 mL SUSPENSION ORAL,SOLUCION ORAL,3.1,5.17
E.F.G.43.274,ME43274,CLINDAMICINA - KETOCONAZOL 100 mg - 400 mg OVULOS VAGINALES,OVULOS,10.91,18.18
E.F.G.43.295,ME43295,DESLORATADINA 5 mg COMPRIMIDOS RECUBIERTOS,COMPRIMIDOS,1.6,2.67
E.F.43.309,ME43309,CLAVULAM 875 mg - 125 mg TABLETAS RECUBIERTAS,TABLETAS,17.32,28.87
E.F.43.320,ME43320,DOLCAN 9 mg / 5 mL SUSPENSION ORAL,SOLUCION ORAL,5.58,9.30
E.F.43.324,ME43324,"ALILUB 1,4 % SOLUCION OFTALMICA",SOLUCION OFTALMICA,7.12,11.87
E.F.G.43.334,ME43334,"ADAPALENO - CLINDAMICINA 0,1 % - 1 % GEL",GEL,1.95,3.25
E.F.G.43.341,ME43341,"CANDESARTAN CILETEXILO – HIDROCLOROTIAZIDA 8 mg – 12,5 mg TABLETAS RECUBIERTAS",TABLETAS,2.65,4.42
E.F.43.345,ME43345,HEXANTFLEM 250 mg / 5 mL SOLUCION ORAL,SOLUCION ORAL,6.92,11.53
E.F.43.371,ME43371,LOBEDRIN 6 mg / mL SOLUCION ORAL,SOLUCION ORAL,6.86,11.43
E.F.G.43.411,ME43411,PREDNISOLONA ACETATO 1 % SUSPENSION OFTALMICA,SUSPENSION ORAL,9.82,16.37
E.F.43.421,ME43421,"TIDOR 2 % - 0,5 % SOLUCION OFTALMICA",SOLUCION OFTALMICA,12.71,21.18
E.F.43.430,ME43430,ULCRAF 1 g / 5 mL SUSPENSIÓN ORAL,SUSPENSION ORAL,32.68,54.47
E.F.43.440,ME43440,MUCOXOL 30 mg / 5 mL JARABE,JARABE,5.13,8.55
E.F.43.457,ME43457,"ZUDENINA PEB 0,1% - 2,5% GEL",GEL,8.79,14.65
E.F.43.466,ME43466,IBUMAX 100 mg / 5 mL SUSPENSION ORAL,SOLUCION ORAL,3.84,6.40
E.F.43.467,ME43467,"RESEQUIL 0,1% LOCION TOPICA",SOLUCION TOPICA,9.84,16.40
E.F.43.494,ME43494,HEXANTFLEM 100 mg - 5 mL SOLUCIÓN ORAL,SOLUCION ORAL,3.69,6.15
E.F.G.43.512,ME43512,ACICLOVIR CREMA 5 %,CREMA,2.73,4.55
E.F.G.43.540,ME43540,PARACETAMOL 120 mg / 5 mL SOLUCIÓN ORAL,SOLUCION ORAL,3.77,6.28
E.F.43.545,ME43545,PROFLOX 1g / 5 ml suspensión oral ,SUSPENSION ORAL,16.14,26.90
E.F.G.43.559,ME43559,Loratadina 1mg/mL Solucion Oral,SOLUCION ORAL,4.93,8.22
E.F.G.43.570,ME43570,DESLORATADINA - MONTELUKAST 5 mg - 10 mg COMPRIMIDOS RECUBIERTOS,COMPRIMIDOS,2.14,3.57
E.F.43.576,ME43576,BROFLEMA 4 mg - 5 mL JARABE,JARABE,2.2,3.67
E.F.43.578,ME43578,"BIOTALOL HCT 10 mg - 6,25 mg COMPRIMIDOS RECUBIERTOS ",COMPRIMIDOS,16.48,27.47
E.F.43.579,ME43579,"BIOTALOL HCT 2,5 mg - 6,25 mg COMPRIMIDOS RECUBIERTOS",COMPRIMIDOS,1.85,3.08
E.F.G.43.601,ME43601,MINOXIDIL FORTE 5% SOLUCION TOPICA,SOLUCION TOPICA,12.96,21.60
E.F.43.646,ME43646,CAMPAL 1 % GEL,GEL,4.51,7.52
E.F.43.652,ME43652,DOPRIL 3 mg / mL SOLUCIÓN ORAL,SOLUCION ORAL,4.81,8.02
E.F.43.662,ME43662,OTOCORT 1 mg - 5 mg - 5000 UI / mL SUSPENSIÓN ÓTICA,SOLUCION OTICA,5.54,9.23
E.F.43.679,ME43679,"AIREX 0,05% SOLUCION NASAL",SOLUCION NASAL,4.35,7.25
E.F.G.43.707,ME43707,ACETAMINOFEN 150 mg / 5 mL JARABE,JARABE,4.66,7.77
E.F.G.43.731,ME43731,MUPIROCINA 2 % UNGUENTO,UNGUENTO,5.38,8.97
E.F.43.770,ME43770,YONALIN 4 mg / mL SOLUCION ORAL GOTAS,SOLUCION ORAL,2.45,4.08
E.F.43.777,ME43777,CLORACOLD 30 mg - 5 mg / 5 mL SOLUCIÓN ORAL,SOLUCION ORAL,4.84,8.07
E.F.43.791,ME43791,"RINIFLU 2,5 mg / 5 mL JARABE",JARABE,3.09,5.15
E.F.43.792,ME43792,"AVOST 0,004% SOLUCION OFTALMICA",SOLUCION OFTALMICA,13.36,22.27
E.F.43.797,ME43797,ELMETACIN-IND 1% SOLUCIÓN TOPICA,SOLUCION TOPICA,9.35,15.58
E.F.43.802,ME43802,"CORIOSYL 500 U.I. - 3,5 mg - 10.000 U.I. / g UNGUENTO",UNGUENTO,5.73,9.55
E.F.43.809,ME43809,"VERNATE 0,05 % CREMA",CREMA,4.75,7.92
E.F.43.814,ME43814,"Diclodex 1,8 mg/mL Suspensión Oral",SOLUCION ORAL,6.89,11.48
E.F.G.43.831,ME43831,LEVODROPROPIZINA 6 mg/ml SOLUCIÓN ORAL,SOLUCION ORAL,4.62,7.70
E.F.G.43.846,ME43846,ALBENDAZOL 100 mg / 5 mL SUSPENSIÓN ORAL,SOLUCION ORAL,2.73,4.55
E.F.43.851,ME43851,CETERIX 10 mg COMPRIMIDOS,COMPRIMIDOS,1.23,2.05
E.F.43.858,ME43858,CETERIX 5 mg / 5 mL SOLUCIÓN ORAL,SOLUCION ORAL,2.31,3.85
E.F.43.863,ME43863,"TOMYCIN 0,3 % SOLUCIÓN OFTALMICA",SOLUCION OFTALMICA,4.83,8.05
E.F.G.43.904,ME43904,FLUCONAZOL 200 mg TABLETAS RECUBIERTAS,TABLETAS,4.49,7.48
E.F.G.43.937,ME43937,PREDNISONA 5 mg / 5 mL SOLUCIÓN ORAL,SOLUCION ORAL,3.47,5.78
E.F.43.940,ME43940,"TOMYCIN DEX 0,3 % - 0,1 % SUSPENSIÓN OFTÁLMICA",SOLUCION OFTALMICA,9.18,15.30
E.F.43.949,ME43949,"AMOXIVALAC 600 mg – 42,9 mg / 5 mL POLVO PARA SUSPENSIÓN ORAL",POLVO PARA RECONSTITUCION,12.51,20.85
E.F.G.43.970,ME43970,ACETAMINOFEN 125 mg SUPOSITORIOS,SUPOSITORIOS,2.88,4.80
E.F.43.973,ME43973,"FLOGAREN 1,16 % GEL",GEL,6.72,11.20
E.F.G.43.982,ME43982,ATORVASTATINA - EZETIMIBA 20 mg - 10 mg COMPRIMIDOS RECUBIERTOS,COMPRIMIDOS,2.47,4.12
E.F.G.44.027,ME44027,"NAFAZOLINA CLORHIDRATO 0,012 % SOLUCION OFTALMICA",SOLUCION OFTALMICA,5.02,8.37
E.F.G.44.030,ME44030,ACIDO VALPROICO 250 mg / 5 mL JARABE,JARABE,12.86,21.43
E.F.44.040,ME44040,CEFOTAS 250 mg / 5 mL POLVO PARA SUSPENSION ORAL,POLVO PARA RECONSTITUCION,7.81,13.02
E.F.44.048,ME44048,IZABAN DPP 10 mg - 5 mg COMPRIMIDOS RECUBIERTOS,COMPRIMIDOS,43.93,73.22
E.F.G.44.052,ME44052,DICLOFENACO SÓDICO 50 mg SUPOSITORIOS,SUPOSITORIOS,3.71,6.18
E.F.G.44.064,ME44064,ACICLOVIR 5% CREMA TOPICA,SOLUCION TOPICA,11.81,19.68
E.F.G.44.085,ME44085,BROMURO DE IPRATROPIO 20 mcg / DOSIS SOLUCIÓN PARA INHALACIÓN ORAL,SOLUCION ORAL,16.1,26.83
E.F.44.089,ME44089,ALIVETOS 3 mg - 15 mg / 5 mL SOLUCIÓN ORAL,SOLUCION ORAL,3.47,5.78
E.F.44.096,ME44096,PRENIL 3 mg / 1 mL SOLUCIÓN ORAL,SOLUCION ORAL,5.62,9.37
E.F.G.44.106,ME44106,"DESONIDA 0,1% CREMA ",CREMA,7.09,11.82
E.F.44.126,ME44126,PEPTO-BISMOL 525 mg / 30 mL SUSPENSIÓN ORAL,SOLUCION ORAL,7.99,13.32
E.F.44.127,ME44127,"GENCICOF 0,15 % - 0,15 % SOLUCION TOPICA BUCAL",SOLUCION TOPICA,6.25,10.42
E.F.G.44.198,ME44198,"CLOBETASOL PROPIONATO 0,05 % CREMA",CREMA,4.81,8.02
E.F.G.44.260,ME44260,SUCRALFATO 100 mg / mL SUSPENSION ORAL,SOLUCION ORAL,13.56,22.60
E.F.G.44.261,ME44261,NISTATINA 100.000 UI/mL SUSPENSIÓN ,SUSPENSION ORAL,3.4,5.67
E.F.G.44.262,ME44262,BISOPROLOL FUMARATO - AMLODIPINA 5 mg - 10 mg COMPRIMIDOS,COMPRIMIDOS,0.87,1.45
E.F.44.273,ME44273,ATROVERAN FORTE 20mg TABLETAS RECUBIERTAS,TABLETAS,5.9,9.83
E.F.44.293,ME44293,"OLOCOF 0,02% SOLUCIÓN OFTÁLMICA ",SOLUCION OFTALMICA,5.4,9.00
E.F.44.294,ME44294,"COZOMINA T 2 % - 0,5 % SOLUCIÓN OFTÁLMICA ",SOLUCION OFTALMICA,8.99,14.98
E.F.44.305,ME44305,"BIOTADIN 0,2% SOLUCIÓN OFTALMICA",SOLUCION OFTALMICA,13.08,21.80
E.F.44.361,ME44361,HEXANT 15mg/ 5mL SOLUCION ORAL SABOR A FRESA,SOLUCION ORAL,8.06,13.43
E.F.44.362,ME44362,TOPISEPT 2 % CREMA TÓPICA ,CREMA,25.31,42.18
E.F.44.376,ME44376,CETIDEX 5 mg / 5 mL SOLUCIÓN ORAL,SOLUCION ORAL,5.29,8.82
E.F.44.393,ME44393,Dolmobrox 15 mg / 5ml Solución Oral ,SOLUCION ORAL,2.86,4.77
E.F.44.466,ME44466,"ELOK 0,1% CREMA",CREMA,2.17,3.62
E.F.G.44.534,ME44534,"TACROLIMUS 0,03% UNGÜENTO",UNGUENTO,5.19,8.65
E.F.44.539,ME44539,BUDEQUIT 1 mg / mL SUSPENSION PARA INHALACION ORAL,SUSPENSION ORAL,5.64,9.40
E.F.G.44.603,ME44603,CETIRIZINA 5 mg/ 5ml   Solucion Oral    ,SOLUCION ORAL,4.3,7.17
E.F.G.44.613,ME44613,"ENALAPRIL MALEATO - HIDROCLOROTIAZIDA 20 mg - 12,5 mg TABLETAS",TABLETAS,4.33,7.22
E.F.44.628,ME44628,GULAPER 100 MG / 5 ML SOLUCION ORAL SABOR CHICLE ,SOLUCION ORAL,2.65,4.42
