proveedor,descripcion,costo,motivo
drovencentro,BACITRACINA 20G UNG DAC,3.04543,sin_candidato
drovencentro,BACITRACINA 500UI 15GR UNG RONAVA,1.80322,sin_candidato
drovencentro,BACITRACINA 500UI UNG 15GR REMENY,3.68,sin_candidato
drovencentro,BACITRACINA 500UI UNG 15GR SPEFAR,4.128,sin_candidato
drovencentro,BACITRACINA 500UI UNG TOP 15GR TIARES,2.2968,sin_candidato
drovencentro,BACITRACINA 500UI/G  20G UNG DISTRILAB,2.3136,sin_candidato
drovencentro,BACITRACINA UNGUENTO 15G KIMICEG,2.46344,sin_candidato
drovencentro,BACITRACINA ZINC 500U.I. UNG 15GR SOTO GLOBAL,2.8008,sin_candidato
drovencentro,BACITRACINA/ NEOMICINA UNG X 15G KMPLUS,4.17032,sin_candidato
drovencentro,BACTEVAL 250MG/50MG 24TAB VALMORCA,9.0516,sin_candidato
drovencentro,"BACTIN 0,3% SOL OFT 5ML CAPSUVEN",3.3984,sin_candidato
drovencentro,BACTIN-D 0.3% 0.1% GOTAS OFT 5ML CAPSUVEN,4.752,sin_candidato
drovencentro,BACTRIM 400/80MG 20TAB SIEGFRIED,15.452,sin_candidato
drovencentro,BACTRIM FORTE  800/160MG 10TAB SIEGFRIED,26.9496,sin_candidato
drovencentro,BACTRIZOL 500MG/100ML 1 AMP BEHRENS,5.7912,sin_candidato
drovencentro,BACTRON  80MG/400MG 20TAB RONAVA,6.17621,sin_candidato
drovencentro,BACTRON FORTE 160MG/800MG 10TAB RONAVA,7.68279,sin_candidato
drovencentro,BAJA LENGUA DE MADERA 100UND SAGLAM JMW,1.904,sin_candidato
drovencentro,BALANCE B SUPER COMPLEX 100TAB NATURAL SYSTEMS,21.24,sin_candidato
drovencentro,BARRA DERMOLIMPIADORA NEUTRO 90 GR PHARMAX,2.822,sin_candidato
drovencentro,BARRA LIMPIADORA 90GR ZOAH,2.2344,sin_candidato
drovencentro,BARRA LIMPIADORA ACNE RESCUE 90GR ZOAH,3.23,sin_candidato
drovencentro,BARRA LIMPIADORA DETOX PURIFYNG 90GR ZOAH,2.3484,sin_candidato
drovencentro,BARROCUTINA TEENS GEL FACIAL INV 20G,8.184,sin_candidato
drovencentro,BARROCUTINA TEENS LIMPIADOR FACIAL 120ML,12.64,sin_candidato
drovencentro,BARROCUTINA TONICO FACIAL 120ML. FC PHARMA,13.76,sin_candidato
drovencentro,BASE BB CREAM TONO CLARO FPS 50+ 50ML ZOAH,5.004,sin_candidato
drovencentro,BASE BB CREAM TONO MEDIO FPS 50+ 50ML ZOAH,5.004,sin_candidato
drovencentro,BAÑO INTIMO HIDRATAN ANTIBACTERIAL 200ML OZONEPUI,3.2,sin_candidato
drovencentro,BECLOMETASONA INH 250MCG 200 DOSIS KMPLUS,14.35152,sin_candidato
drovencentro,BECUTEN PLUS CR TOP 30GR CLOTRI /BETAM/NEOMI TIARES,2.9232,sin_candidato
drovencentro,"BEDEX  0,15% SOL TOP BUCAL 120ML PLUSANDEX",3.86254,sin_candidato
drovencentro,BEDUCEN PROB5 GEL FACIAL  200ML  AV PHARMA,15.60326,sin_candidato
drovencentro,BELVITA KRAKER 9S  234GRS MONDELEZ,2.67456,sin_candidato
drovencentro,BENADOL 200MG  2TAB ALBENDAZOL ADN,0.6408,sin_candidato
drovencentro,BENFLUX 15MG/5ML JBE 120ML POLINAC,2.4384,sin_candidato
drovencentro,BENFLUX X 20 TABLETAS,4.644,sin_candidato
drovencentro,BENPAZYL 70MG 4TABL ACIDO ALENDRONICO CLEO,3.0072,sin_candidato
drovencentro,BEPROSPEN 7MG/ML SUSP INY 1 AMP KIT BIOTECH,5.99344,sin_candidato
drovencentro,BEPROSPEN 7MG/ML SUSP INY EST 1ML 1 AMP BIOTECH,5.39184,sin_candidato
drovencentro,BERRO JARABE  240ML  ABEJITA,5.3584,sin_candidato
drovencentro,BERRO JBE 120ML RECETTMARKET,3.74226,sin_candidato
drovencentro,BERRO JBE EXPECTORANTE 240ML ARCOIRIS,10.096,sin_candidato
drovencentro,BERRYDOPHILUS KIDS  60CAP MAST PROBIOTICO NOW,21.664,sin_candidato
drovencentro,BETA / CLOTRI /GENTA CREMA X 30GR KMPLUS,3.63944,sin_candidato
drovencentro,BETABLUX 4MG/ML SOL INY  IM/IV 1AMP BETAMETASONA BLUE MEDICAL,0.976,sin_candidato
drovencentro,BETADAC 4MG/3MG SOL INY 1 AMP DAC,4.16934,sin_candidato
drovencentro,"BETADEX 0,1% 15G CR BETAMET+DIPIONATO LIALI",1.78976,sin_candidato
drovencentro,BETADEX PLUS 20GR CR BETAMET+GENTA+CLOTRI LIALI,2.58139,sin_candidato
drovencentro,BETADINE 10% SOL 120ML NOVAPHARM,8.33989,sin_candidato
drovencentro,"BETADINE 7,5% JABON LIQUIDO 180ML FARMA",13.6774,sin_candidato
drovencentro,BETAGLASS 4MG/1ML IV/IM 10AMP BIOGLASS,4.976,sin_candidato
drovencentro,BETAHISTINA 16 MG 20 TAB FARMAMED,2.06082,sin_candidato
drovencentro,BETAHISTINA 16MG  10TAB KMPLUS,3.08976,sin_candidato
drovencentro,BETAHISTINA 16MG  20TAB  ZUZU,8.368,sin_candidato
drovencentro,BETAHISTINA 16MG  30TAB DISTRILAB,6.00912,sin_candidato
drovencentro,BETAHISTINA 8MG 20TAB LAPROFF,11.568,sin_candidato
drovencentro,BETAHISTINA CLORHIDRATO 16MG  30 TAB MEDICAL GROUP,4.76464,sin_candidato
drovencentro,"BETAMETASONA 0,05% /GENTA0,01% /CLOTRI 1% CR 20GR MEDICAL GROUP",2.85568,sin_candidato
drovencentro,"BETAMETASONA 0,5MG /GENTA 1MG /CLOTRI 10MG CR 20GR ALESS",2.01261,sin_candidato
drovencentro,BETAMETASONA 0.05%  CREMA 20GR MEDICAL GROUP,2.49872,sin_candidato
drovencentro,BETAMETASONA 0.05% CR 40GR LAPROFF,3.8,sin_candidato
drovencentro,BETAMETASONA 0.05% CREMA 20G PORTUGAL,2.0064,sin_candidato
drovencentro,BETAMETASONA 0.1% CR  40GR LAPROFF,4.064,sin_candidato
drovencentro,"BETAMETASONA 20G 0,05% CREMA CLEO",2.5056,sin_candidato
drovencentro,BETAMETASONA 4MG/1ML 10AMP VITALIS,8.864,sin_candidato
drovencentro,BETAMETASONA 8MG/2ML SOL INY 10AMP DISTRILAB,17.13824,sin_candidato
drovencentro,BETAMETASONA SOD FOSF 4MG/1ML 1AMP BIOSANO,0.64,sin_candidato
drovencentro,BETAMETASONA+CLOTR+NEOMICINA 15 GRS  ARTE MEDICO,1.95888,sin_candidato
drovencentro,BETAPIROX CHAMPU 120ML MEDIHEALTH,23.264,sin_candidato
drovencentro,"BETAPLUS - BETAMETASONA 0,05% 20GR PORTUGAL",2.26688,sin_candidato
drovencentro,"BETARRETIN CREAM 0,05%  30G ROEMMERS",12.9808,sin_candidato
drovencentro,"BETARRETIN CREMA 0,025%  30G ROEMMERS",7.924,sin_candidato
drovencentro,"BETARRETIN GEL 0,025 30G ROEMMERS",6.34,sin_candidato
drovencentro,"BETARRETIN H LOCION 0,05%  60ML",16.5308,sin_candidato
drovencentro,BETASKIN 0.05% CR TOP 15GR BETAMETASONA TIARES,2.1384,sin_candidato
drovencentro,"BETASOL 0,05% UNG 30GR SEFARLA",5.48,sin_candidato
drovencentro,BETHINA 16MG  30TAB ZORIAK BETAHISTINA,6.09209,sin_candidato
drovencentro,BEUSAN CEBOLLA MORADA 240ML WALIFE,3.978,sin_candidato
drovencentro,BEUSAN EXPECTORANTE JENGIBRE 240ML WALIFE,4.68,sin_candidato
drovencentro,BEUSAN PLUS BERRO 240ML WALIFE,3.978,sin_candidato
drovencentro,BIANTIC  500MG/100ML  SOL INY I.V 1AMP METRONIDAZOL BIOGLASS,1.992,sin_candidato
drovencentro,BICARBONATO DE SODIO 100G FSI,3.03424,sin_candidato
drovencentro,BICARBONATO DE SODIO 20GR 1SOBRE LYA,1.48672,sin_candidato
drovencentro,BICARBONATO DE SODIO 6SOBRES 20G F.S.I,6.17408,sin_candidato
drovencentro,BICARBONATO DE SODIO TARRO 20G 1UNID  FSI,1.62624,sin_candidato
drovencentro,"BICOL 160/12,5MG 14TAB SIEGFRIED",16.2648,sin_candidato
drovencentro,"BICOL 80/12,5MG 14TAB SIEGFRIED",5.236,sin_candidato
drovencentro,BIOBROM 5MG/1ML SOL INH 20ML SALBUTAMOL BIOGLASS,5.096,sin_candidato
drovencentro,BIOCEFT 1 GR IV/IM POLVO 1 AMP CEFTRIAXONA BIOGLASS,2.28,sin_candidato
drovencentro,BIOCLORFEN 10MG/1ML IV/IM 10 AMP CLORFENAMINA BIOGLASS,4.5448,sin_candidato
drovencentro,BIOCOR 40MG 30TAB REC CALOX,21.752,sin_candidato
drovencentro,BIOCOR HCT 40MG/12.5MG 30TAB CALOX,18.448,sin_candidato
drovencentro,BIOCORTIN 500MG I.V I.M 1 AMP BIOGLASS,4.5828,sin_candidato
drovencentro,BIOCRON 1MG/1ML SOL INH 15ML BUDESONIDA BIOGLASS,4.6,sin_candidato
drovencentro,"BIODEX  0,3%/0,1%  UNG OFT  7,5G TOBRAMICINA/DEXAMETASONA BIOGLASS",10.264,sin_candidato
drovencentro,"BIODEX 0,30% SOL OFT 5ML TOBRA DEXA BIOGLASS",4.384,sin_candidato
drovencentro,BIODEXA 8MG/2ML 10AMP BIOGLASS,5.8444,sin_candidato
drovencentro,"BIODINA 0,20% SOL OFT 5ML BIOGLASS",6.632,sin_candidato
drovencentro,BIODIP 10MG/50ML SOL INY I.V 1AMP NIMODIPINA BIOGLASS,11.456,sin_candidato
drovencentro,BIODIPINA L.P 30MG  30TAB  BIOMERCY NIFEDIPINA,8.776,sin_candidato
drovencentro,BIOEZ  20MG  30TAB  BIOMERCY ESOMEPRAZOL,6.222,sin_candidato
drovencentro,BIOEZ 40MG 30TAB ESOMEPRAZOL BIOMERCY,7.236,sin_candidato
drovencentro,BIOFENAP 75MG/3ML I.V/I.M 10AMP BIOGLASS,22.896,sin_candidato
drovencentro,BIOFENIT 250MG/5ML IV/IM 10 AMP FENITOINA BIOGLASS,11.3772,sin_candidato
drovencentro,BIOFIXIMA 400MG 5TAB CEFIXIME BIOMERCY,9.824,sin_candidato
drovencentro,BIOFLAZACORT 6MG 30TAB DEFLAZACORT BIOMERCY,14.736,sin_candidato
drovencentro,BIOFLUZ  200MG/100 ML SOL INY I.V 1AMP FLUCONAZOL BIOGLASS,1.584,sin_candidato
drovencentro,BIOFOLIC 10MG/1ML 10AMP BIOGLASS,11.666,sin_candidato
drovencentro,BIOGAVALINA 75MG 30TAB  BIOMERCY PREGABALINA,4.464,sin_candidato
drovencentro,BIOINMUNITY 500MG 60CAPS BIOINFINITY,8.8944,sin_candidato
drovencentro,BIOLID  600MG/300ML SOL INY I.V 1AMP LINEZOLID BIOGLASS,8.528,sin_candidato
drovencentro,BIOLOX 400MG/100ML SOL INY I.V 1AMP MOXIFLOXACINA BIOGLASS,7.704,sin_candidato
drovencentro,"BIOLTAM  1,5G  POLVO LIOFILIZADO IV/IM 1AMP AMPICILI + SULBAC BIOGLASS",2.24,sin_candidato
drovencentro,BIOMAG 500MG 60CAPS  BIOINFINITY,7.8472,sin_candidato
drovencentro,BIOMAS ADA HYDRO SERUM 30ML SATIVA,11.704,sin_candidato
drovencentro,BIOMAS CREMA CONTORNO DE OJOS 30CM3 SATIVA,7.224,sin_candidato
drovencentro,BIOMAS CREMA FACIAL HIDRA.90cm3 SATIVA,6.992,sin_candidato
drovencentro,BIOMAS CREMA LIMPIADORA FACIAL120GR SATIVA,6.36,sin_candidato
drovencentro,BIOMAS GIGI PROTECTIVE SERUM 30ML SATIVA,11.704,sin_candidato
drovencentro,BIOMAS IVY NUTRI SERMUM 30ML SATIVA,11.704,sin_candidato
drovencentro,BIOMAS MAQUILUMI SERUM  30ML SATIVA,11.704,sin_candidato
drovencentro,BIOMAS PANTALLA SOLAR TONO CLARO 60ML SATIVA,8.296,sin_candidato
drovencentro,BIOMAS TONICO FACIAL 200cm3 SATIVA,7.08,sin_candidato
drovencentro,BIOMIC 500MG POLVO LIOFILIZADO I.V  1AMP CLARITROMICINA BIOGLASS,7.36,sin_candidato
drovencentro,BIOMOD 20MG/1ML SOL INY I.M/I.V 10AMP BUTILB HIOSCINA BIOGLASS,14.152,sin_candidato
drovencentro,"BIOMYCIN  0,3% UNG OFT 7,5G TOBRAMICINA BIOGLASS",9.456,sin_candidato
drovencentro,BIOMYCIN SOLUCION OFTALMICA  5ML BIOGLASS,3.0628,sin_candidato
drovencentro,BIONAPRIL 10MG  30TAB  BIOMERCY ENALAPRIL,1.968,sin_candidato
drovencentro,BIONAPRIL 5MG 30TAB BIOMERCY ENALAPRIL,2.3552,sin_candidato
drovencentro,BIOPAF  0.1% SUSP OFT 5ML NEPAFENAC BIOGLASS,9.232,sin_candidato
drovencentro,BIOPUL 500MG/100ML SOL INY I.V 1AMP LEVOFLOXACINA BIOGLASS,1.584,sin_candidato
drovencentro,BIOREM 1000MG POLVO LIOFILIZADO I.V 1 VIAL MEROPENEM BIOGLASS,9.624,sin_candidato
drovencentro,"BIORIZ 2,5/1,75MG/1,25MG SOL NASAL 15ML CLORF/KANAM/FENILEF BIOGLASS",7.976,sin_candidato
drovencentro,BIORPES 250MG POLVO LIOFILIZADO I.V 1VIAL ACICLOVIR BIOGLASS,5.96,sin_candidato
drovencentro,BIORPES 3% UNG OFT 4.5G ACICLOVIR USP BIOGLASS,7.928,sin_candidato
drovencentro,BIOS BARRA DERMOLIMP ALOE VERA 90GR BIOS,1.16736,sin_candidato
drovencentro,BIOS BARRA DERMOLIMP AVENA Y GLICERINA 90GR BIOS,1.0944,sin_candidato
drovencentro,BIOS BARRA DERMOLIMP BEBES LAVANDA 90GR BIOS,2.4072,sin_candidato
drovencentro,BIOS BARRA DERMOLIMP BEBES MANZANILLA 90GR BIOS,2.71872,sin_candidato
drovencentro,BIOS BARRA DERMOLIMP BEBES NEUTRO 90GR BIOS,2.5488,sin_candidato
drovencentro,BIOS BARRA DERMOLIMP GLICERINA 90GR BIOS,1.11872,sin_candidato
drovencentro,BIOS BARRA DERMOLIMP P GRASA 90GR BIOS,2.60544,sin_candidato
drovencentro,BIOS BARRA DERMOLIMP P SECA 90GR BIOS,2.5488,sin_candidato
drovencentro,BIOS BARRA DERMOLIMP RENOVADORA 90G BIOS,2.5488,sin_candidato
drovencentro,BIOS BARRA DERMOLIMPI NEUTRA 90GR,2.4072,sin_candidato
drovencentro,BIOS BIPROX LOCION ESPUMOSA 400ML BIOS,22.7256,sin_candidato
drovencentro,BIOS BLU BARRA DERMOLIMPIADORA 80G BIOS,2.2392,sin_candidato
drovencentro,BIOS CREMA ANTIPAÑALITIS 200ML BIOS,7.7112,sin_candidato
drovencentro,BIOS CREMA CORPORAL HIDRATANTE 120ML BIOS,8.4168,sin_candidato
drovencentro,BIOS CREMA LIMPIAD HIDRATANTE 60ML BIOS,6.8328,sin_candidato
drovencentro,BIOS MAXPRO BARRA DERMOLIMPIADORA 80G BIOS,2.3636,sin_candidato
drovencentro,BIOS MAXPRO GEL PROTEC SOLAR UVA/UVB TONO CLARO 50ML BIOS,13.89696,sin_candidato
drovencentro,BIOS MAXPRO GEL PROTEC SOLAR UVA/UVB TONO MEDIO 50ML BIOS,12.5664,sin_candidato
drovencentro,BIOS SCRUB FACIAL 120ML BIOS PHARM,13.62624,sin_candidato
drovencentro,BIOS SHAMPOO ANTICAIDA 200ML BIOS,16.3944,sin_candidato
drovencentro,BIOS TONICO ANTICAIDA CAPILAR 120ML BIOS,9.64896,sin_candidato
drovencentro,BIOSONA 500MG IV/IM BIOGLASS,11.88,sin_candidato
drovencentro,BIOTAHISTIN  8MG 30TAB BIOMERCY BETAHISTINA,2.88,sin_candidato
drovencentro,"BIOTALOL HCT 10MG-6,25MG 30 COMP REC LETI",11.936,sin_candidato
drovencentro,"BIOTIC HC SOL OFT 5ML CIPROFL 0,2% HIDROC 1% BIOGLASS",7.8,sin_candidato
drovencentro,"BIOTILOL 0,50% SOL OFT 10ML TIMOLOL BIOGLASS",3.5568,sin_candidato
drovencentro,BIOTIN COMPLEX 30 CAPS NATURLIFES,6.768,sin_candidato
drovencentro,BIOTINA 5000MCG  60CAP NOW,14.944,sin_candidato
drovencentro,BIOTINA 5000MCG 30CAP VEGETALES  VAL,9.766,sin_candidato
drovencentro,BIOTINA COMPLEX + CALCIO + ZINC  30CAPS NATURISTIK,6.444,sin_candidato
drovencentro,BIOTINA COMPLEX + CALCIO + ZINC  60CAPS NATURISTIK,9.4248,sin_candidato
drovencentro,BIOTRIZINA 1% CR TOP 30 GR BIOESTERIL,6.952,sin_candidato
drovencentro,BIOZARTAN 50MG  30TAB BIOMERCY LOSARTAN,0.7328,sin_candidato
drovencentro,BIOZOL 40MG  1 AMP I.V BIOGLASS,1.968,sin_candidato
drovencentro,BIPRIN 300MG 10CAPS BLANDAS VIVAX,7.064,sin_candidato
drovencentro,"BIPROLIL 1,25MG 30COMP REC BISOPROLOL VARGAS",3.872,sin_candidato
drovencentro,"BIPROLIL 2,5MG 30COMP REC BISOPROLOL VARGAS",4.256,sin_candidato
drovencentro,"BIPROLIL 2,5MG/6,25MG  30COMP REC BISOPROLOL VARGAS",5.904,sin_candidato
drovencentro,BIPROLIL 5MG 30COMP REC BISOPROLOL VARGAS,5.4288,sin_candidato
drovencentro,"BIPROLIL HCT 5MG/6,25MG 30COMP REC  VARGAS",9.848,sin_candidato
drovencentro,BIRGIT 100MG  10COMP REC SITAGLIPTINA,4.184,sin_candidato
drovencentro,BIRGIT 100MG  30 COMP REC SITAGLIPTINA,15.384,sin_candidato
drovencentro,BIRGIT PLUS 50/1000 MG  30COMP REC SITAGLIP+METFOR,22.6984,sin_candidato
drovencentro,BIRGIT PLUS 50/500MG  30 COMP REC SITAGLIP+METFOR,10.952,sin_candidato
drovencentro,BIRGIT PLUS 50MG/850MG  30COMP REC MEGALABS,23.018,sin_candidato
drovencentro,BISACODILO 5MG  10TAB DULCOXUNI,1.784,sin_candidato
drovencentro,BISACODILO 5MG  10TAB FARMAMED,1.87347,sin_candidato
drovencentro,BISACODILO 5MG  10TAB KMPLUS,1.7052,sin_candidato
drovencentro,BISACODILO 5MG  10TAB QUIM-FAR,1.24837,sin_candidato
drovencentro,BISACODYL  5MG  10TAB ARTE MEDICO,2.064,sin_candidato
drovencentro,"BISMUALIV 87,33/5ML SUSP 150ML PORTUGAL",4.624,sin_candidato
drovencentro,BISOBLOC 10MG   30TAB GLOBAL FARMA,7.42016,sin_candidato
drovencentro,"BISOBLOC 2,5MG 30TAB GLOBAL FARMA",4.86464,sin_candidato
drovencentro,BISOBLOC 5MG  30TAB GLOBAL FARMA,6.35712,sin_candidato
drovencentro,"BISOBLOC H 10MG/6,25MG 30TAB GLOBAL FARMA",9.06752,sin_candidato
drovencentro,"BISOBLOC HCT 2,5/6,25MG 30TAB GLOBAL FARMA",6.0896,sin_candidato
drovencentro,"BISOBLOC HCT 5MG/6,25MG 30TAB GLOBAL FARMA",8.75072,sin_candidato
drovencentro,"BISOLOL 2,5MG  30TAB BISOPROLOL  DPT",2.50378,sin_candidato
drovencentro,BISOLOL 5MG 30TAB BISOPROLOL DPT,3.8433,sin_candidato
drovencentro,BISOPROLOL 10MG 30TAB ANGELUS,2.352,sin_candidato
drovencentro,"BISOPROLOL 2,5MG 30TAB ANGELUS",1.5264,sin_candidato
drovencentro,BISOPROLOL 2.5MG  10TAB KMPLUS,1.1424,sin_candidato
drovencentro,BISOPROLOL 5MG 30TAB ANGELUS,2.24,sin_candidato
drovencentro,BISOPROLOL FUM 2.5MG 30TAB ALESS,2.11998,sin_candidato
drovencentro,BISOPROLOL FUM 5MG 30TAB ALESS,2.74444,sin_candidato
drovencentro,BISOPROLOL HCL 2.5MG/6.25MG 15TAB ALESS,0.9621,sin_candidato
drovencentro,"BISOPROLOL HCT 5MG/6,25MG 20COMP SPEFAR",3.47024,sin_candidato
drovencentro,"BISOPROLOL HIDROCLOROTIAZIDA 10MG/6,25MG 20COMP SPEFAR",3.66048,sin_candidato
drovencentro,BITEX 30 TAB CAP NATURLIFES,5.416,sin_candidato
drovencentro,BITRILVA 50MG 30TAB SACUBRIL/VALSARTAN ZORIAK,21.22076,sin_candidato
drovencentro,BLANC D'OR SHAMPOO VIOLETA MATIZADOR 200CM3 ARNAMAR,4.048,sin_candidato
drovencentro,BLOKXA 10MG 28TAB CALOX,12.824,sin_candidato
drovencentro,BLOKXA 10MG X 14 TAB RIVAROXABAN,5.296,sin_candidato
drovencentro,BLOKXA 15MG 14TAB CALOX,8.568,sin_candidato
drovencentro,BLOKXA 15MG 28TAB CALOX,19.592,sin_candidato
drovencentro,BLOKXA 20MG 14TAB CALOX,9.824,sin_candidato
drovencentro,BLOKXA 20MG 28TAB CALOX,23.928,sin_candidato
drovencentro,BLUDHES DIOSM+HESPER 450MG/50MG  30TAB REC BLUE MEDICAL,10.152,sin_candidato
drovencentro,BLUDIPIN LP  30MG  30TAB REC NIFEDIPINA  BLUE MEDICAL,4.24,sin_candidato
drovencentro,BLUXCEDRIN 10TAB REC BLUE MEDICAL,1.152,sin_candidato
drovencentro,BOLSA  DE ORINA PEDIATRICO 100ML 100UND BRIUTCARE,28.64992,sin_candidato
drovencentro,BOLSA DE ORINA 2000 ML CON VALVULA T BRIUTCARE,1.848,sin_candidato
drovencentro,BOLSA DE RECOLECCION DE ORINA PED 100ML 100UND GIDAGUS,20.304,sin_candidato
drovencentro,BOLSA RECOLECTORA DE ORINA 2000ML 10UND SAGLAM JMW,4.504,sin_candidato
drovencentro,BOLSA RECOLECTORA DE ORINA PED 200ML 100UND SAGLAM JMW,15.336,sin_candidato
drovencentro,BOMBONES CORAZON FOIL BOLSA 120G ST MORITZ,3.152,sin_candidato
drovencentro,BONAC GEL 4%  30G ROEMMERS,8.74,sin_candidato
drovencentro,BONITROP 100MG 20TAB REC COFASA,6.024,sin_candidato
drovencentro,BOROCANFOR COOL POLVO 120G VITA,4.944,sin_candidato
drovencentro,BOTELL MASK AEROCAMARA MULTIUSOS,21.38256,sin_candidato
drovencentro,BREXIN JBE 180MG/5ML 120ML COFASA,1.76,sin_candidato
drovencentro,"BRIMOPRESS 0,2% SOL 5ML MEDIHEALTH",11.8184,sin_candidato
drovencentro,"BRIXIA 0,05% SOL OFT  6ML",10.3564,sin_candidato
drovencentro,BROMECOR 4MG/5ML JBE PED 120ML BIOQUIMICA,2.9232,sin_candidato
drovencentro,BROMEXINA  4MG/5ML JBE 100ML ZUZU,3.2192,sin_candidato
drovencentro,BROMEXINA 4MG JBE 100ML COFASA,1.624,sin_candidato
drovencentro,BROMEXINA 4MG/5ML JBE 120 PED LA SANTE,3.2704,sin_candidato
drovencentro,BROMEXINA 4MG/5ML JBE PED 120ML BIOQUIMICA,3.132,sin_candidato
drovencentro,BROMEXINA 8MG/5ML JBE 120ML POLINAC,2.9488,sin_candidato
drovencentro,BROMEXINA 8MG/5ML JBE 120ML QUIM-FAR,1.72828,sin_candidato
drovencentro,BROMEXINA 8MG/5ML JBE AD 120ML BIOQUIMICA,2.9512,sin_candidato
drovencentro,BROMEXINA BEXILON 4MG 120ML PLUSANDEX,2.40876,sin_candidato
drovencentro,BROMURO DE IPRATROPIO 20MCG INH 200DOSIS DISTRILAB,15.8016,sin_candidato
drovencentro,BROMURO DE IPRATROPIO AER 20MCG  200DOSIS BIO DE VZLA,5.4236,sin_candidato
drovencentro,"BROMURO DE IPRATROPIO/FENOTEROL 0,25/0,50MG SOL INH 10ML CORPOMECA",5.752,sin_candidato
drovencentro,BROMURO IPRATROPIO 20MCG INH 200 DOSIS  KMPLUS,12.88352,sin_candidato
drovencentro,BRONCOGREEN  JBE 180ML GREEN CHOICE,5.848,sin_candidato
drovencentro,"BRONGLASS 0,25MG/1ML SUSP INH 20ML BROM IPRAT BIOGLASS",5.76,sin_candidato
drovencentro,"BRONGLASS PLUS 0,25/0,5MG/1ML SUSP INH 15ML BROM IPRAT/FENOT BIOGLASS",9.28,sin_candidato
drovencentro,BROSIDUAL 100/300MG 10CAPS BROM PINAV/SIMETI DISKAM,10.032,sin_candidato
drovencentro,BROXOL ALERG 30/5MG/5ML JAB 100ML PHARMETIQUE C,6.12,sin_candidato
drovencentro,BROXOL FLEM AD 750MG/15ML JARABE 120ML PHARMETIQUE C,6.086,sin_candidato
drovencentro,BROXOL FLEM PED 100ML/5ML JARABE 120ML PHARMETIQUE C,5.474,sin_candidato
drovencentro,BROXOL S/AZUCAR JBE AD 120ML PHARMETIQUE C,5.01552,sin_candidato
drovencentro,BROXOL S/AZUCAR JBE PED 120ML PHARMETIQUE C,4.5288,sin_candidato
drovencentro,BROXOLGRIP 125MG-1MG/5ML JBE 120ML PHARMETIQUE C,5.4468,sin_candidato
drovencentro,BRUCEN ADULCARE BODY LOT 250ML,8.68314,sin_candidato
drovencentro,BRUCEN ADULCARE BODY LOT 400ML,12.3554,sin_candidato
drovencentro,BRUCEN ADULCARE DERMOPROTEC 100G BRUPHARM,6.68325,sin_candidato
drovencentro,BRUCEN ADULCARE DERMOREST 30G CENTELLA ASIATICA BRUPHARM,6.61195,sin_candidato
drovencentro,BRUCEN ANTI ACNE GEL HIDRATANTE PARA PIELES GRASAS 120ML,8.06786,sin_candidato
drovencentro,BRUCEN BARRA DERMOLIMPIADORA PARA NIÑOS 90GR,4.06866,sin_candidato
drovencentro,BRUCEN BARRA HYDRO CLEAN  PIEL SECA 90GR,4.06866,sin_candidato
drovencentro,BRUCEN BARRA HYDRO CLEAN PIEL GRASA 90GR,4.06866,sin_candidato
drovencentro,BRUCEN BARRA HYDRO CLEAN PIEL MIXTA 90GR,4.06866,sin_candidato
drovencentro,BRUCEN DIA-B SKIN CR CORPORAL EXTRAHIDRATANTE 220ML,9.8081,sin_candidato
drovencentro,BRUCEN DIA-B SKIN CREMA RESTAURADORA PARA PIES 80GR,5.97217,sin_candidato
drovencentro,BRUCEN DIA-B SKIN LOCION LIMPIADORA 250ML,8.05822,sin_candidato
drovencentro,BRUCEN ENJUAGUE BUCAL MENTA 250ML,2.92765,sin_candidato
drovencentro,BRUCEN GEL CREMA ANTIACNE 20GR,5.7065,sin_candidato
drovencentro,BRUCEN HYDRO AGE 50G  PANTALLA SOLAR CON AC HIALURO,20.18891,sin_candidato
drovencentro,BRUCEN HYDRO AGE 80G CR NUTRITIVA CON AC HIALURO,10.42942,sin_candidato
drovencentro,BRUCEN HYDRO BODY LOTION 250ML,8.99822,sin_candidato
drovencentro,BRUCEN HYDRO BODY LOTION 400ML,11.90719,sin_candidato
drovencentro,BRUCEN HYDRO GEL HIDRATANTE PARA PIEL GRASAS 120 ML,9.35928,sin_candidato
drovencentro,BRUCEN PANTALLA SOLAR CUERPO 100G,14.97179,sin_candidato
drovencentro,BRUCEN PSO SKIN GEL SYNDET UREA 12% LIMPIADOR CORPORAL 250 ML,9.36932,sin_candidato
drovencentro,BRUCEN PSO-SKIN UREA 10% EXTRAHIDRA 400ML,14.20911,sin_candidato
drovencentro,BRUCEN PSO-SKIN UREA 12% CREMA EMOLOENT,10.63846,sin_candidato
drovencentro,BRUCETIN CREMA DERMOPROTECTORA 50G,6.32279,sin_candidato
drovencentro,BRUCETIN KIDS CR NUTRITIVA PANTENOL 80GR,7.05515,sin_candidato
drovencentro,BRUCETIN PANTALLA SOLAR CUERPO 80G,12.64698,sin_candidato
drovencentro,BRUCETIN UNG CORPORAL REP 80GR,9.03678,sin_candidato
drovencentro,BRUGESINA 300MG/10MG 10COMP ELMOR,4.85296,sin_candidato
drovencentro,BRULSAR 25MG INHALADOR 120 DOSIS FARMA HISPANA,20.4696,sin_candidato
