proveedor,descripcion,costo,motivo
cobeca,BRONCEADOR DERNIER CREM SPF 2 X 75G,5.37,sin_candidato
cobeca,BRONCEADOR DERNIER CREM SPF 2 X1605G,5.63,sin_candidato
cobeca,BROXOL FLEM JBE AD 120ML PHARME,8.01,score_bajo
cobeca,BROXOL FLEM JBE PED 120ML PHARME,6.79,score_bajo
cobeca,BROXOL GRIP JBE PED 120ML PHARME,6.77,score_bajo
cobeca,BROXOL JBE PED 50/5ML S/AZU 120ML PHARME,5.62,score_bajo
cobeca,BROXOL TOS AD S/AZUC JBE X 120 ML,6.83,score_bajo
cobeca,BRUDOL COMP REC 200MG/65MG X20 ELM,3.97,score_bajo
cobeca,BRUDOL COMP REC 400MG/65MG X20 ELM,4.58,score_bajo
cobeca,BRUGESIC COMP REC 200MG X10 ELM,1.71,score_bajo
cobeca,BRUGESIC GRAG 600MG X10 ELM,3.22,score_bajo
cobeca,BRUGESINA COMP REC 300MG/10MG X10 ELM,5.13,score_bajo
cobeca,BUCOXOLGAR TAB MAST 3/1MG F/ROJX10PHARME,3.77,score_bajo
cobeca,BUCOXOLGAR TAB MAST 3/1MG MENTX10 PHARME,4.18,score_bajo
cobeca,BUDECORT AER INH 200MCG X100DOSIS L.O,12.86,score_bajo
cobeca,BUDECORT SUSP P/INH 1 MG/ML X 15ML,13.5,score_bajo
cobeca,BUDENAS SUSP ATO 1MG X200DOSIS L.O,17.16,score_bajo
cobeca,BUDESONIDA INH PED 50MCG X200DOSIS MDF,21.27,score_bajo
cobeca,BUDESONIDA/FORMOTEROL SUSP P/INH 120D KM,19.14,score_bajo
cobeca,BUSCOSYN TAB 10MG X20 DOLLY,6.21,sin_candidato
cobeca,BUTAL TAB REC 8MG X20 SIEG,7.05,score_bajo
cobeca,BUTAL TAB/REC 16MG X 10 MEYER,7.56,score_bajo
cobeca,BUTAL TAB/REC 16MG X 20 MEYER,14.38,score_bajo
cobeca,BUTILATT PLUS TAB 500MG/10MG X10 CR LATT,5.58,sin_candidato
cobeca,BUTILATT TAB 10MG X10 CR LATT,5.19,sin_candidato
cobeca,BUTILLAT SOL ORAL 5MG/5ML 20ML CR LATT,3.27,sin_candidato
cobeca,BUTROPINA GTS PED 20ML VIN,6.49,score_bajo
cobeca,CAB-5 TAB 5MG X30 CAPSUV,2.64,sin_candidato
cobeca,CABEZALES CEPILLO DENT ICEBERG X2,5.83,sin_candidato
cobeca,CABOZERO CAP X60 HERB,13.29,sin_candidato
cobeca,CAFE VERDE CAP 450MG X60 HERB,10.45,sin_candidato
cobeca,CALAMICIS LOC 200ML BOOZ,3.9,sin_candidato
cobeca,CALAMINA LOC/TOPICA REFRESC X 110ML BIOF,4.97,score_bajo
cobeca,CALAMINA LOC/TOPICA REFRESC X 180ML BIOF,7.06,score_bajo
cobeca,CALCIBON D TAB REC 1500MG/800UI X30 FAR,12.76,score_bajo
cobeca,CALCIFOR PRENATAL TAB X 30,16.42,sin_candidato
cobeca,CALCIO C/VIT D TAB 600MG X30 NAT NUT,11.61,score_bajo
cobeca,CALCIO/VIT D TAB 600MG/400UIX60 ARC IRIS,9.29,score_bajo
cobeca,CALDO D/POLLO MAGGY DISP 35G X12,9.07,sin_candidato
cobeca,CALEN/MANZ/ZAB GEL 60G RECETT,4.4,sin_candidato
cobeca,CALPAL D TAB 1500MG X30 BIOTECH,15.95,score_bajo
cobeca,CAMOLYN PLUS SOL OFT 15ML,5.02,score_bajo
cobeca,CAMPAL CREM 20G MEY,8.16,score_bajo
cobeca,"CAMPAL GEL 1,16 % 25G SIEG",5.01,score_bajo
cobeca,"CANDEXIL PLUS TAB 16MG/12,5MG X28 DORO",11.58,sin_candidato
cobeca,"CANDEXIL PLUS TAB 32MG/12,5MG X28 DORO",14,sin_candidato
cobeca,CANDIDA SUPPORT CAP X 90,33.95,sin_candidato
cobeca,CARAM GOMBY DOTZ ACIDITOS 30G DISP X16,11.4,sin_candidato
cobeca,"CARAM HALLS CHERRY LYPTUS 25,2G DISP X12",5,sin_candidato
cobeca,"CARAM HALLS EXTRASTRONG 24,75G DISP X12",5,sin_candidato
cobeca,CARAM HALLS MENTHOL LIPTUS DISP X12,5,sin_candidato
cobeca,CARDIMAR CAP X90 ARC IRIS,13.41,sin_candidato
cobeca,CARDO LECHOSO CAP 370MG X60 HERB,13.18,sin_candidato
cobeca,CARLEUNI TAB 25MG/250MG X30 UNIPH,11.21,sin_candidato
cobeca,"CARVEDILOL TAB REC 12,5 MGS X30 PHARMA",2.54,score_bajo
cobeca,CARVEDILOL TAB REC 25MG X20 KIMIC,6.03,score_bajo
cobeca,CARVEDILOL TAB REC 25MG X30 KIMIC,8.61,score_bajo
cobeca,"CARVEDILOL TAB REC 6,25MG X20 KIMIC",3.39,score_bajo
cobeca,"CARVEDILOL TAB REC 6,25MG X30 KIMIC",5.03,score_bajo
cobeca,"CARVEDILOL TAB REC 6,25MG X30 PHARMA",2.25,score_bajo
cobeca,"CARVETOP COMP 12,5MG X 30",6,sin_candidato
cobeca,"CARVETOP COMP 6,25MG X 30",5.44,sin_candidato
cobeca,CARVIX CAP BLD X30 VIV,8.83,score_bajo
cobeca,CASCARA SAGRADA CAP 300MG X60 NAT PREM,9.77,sin_candidato
cobeca,CASCARA SAGRADA CAP 430MG X30 HERB,7.79,sin_candidato
cobeca,CASCARA SAGRADA CAP 430MG X60 HERB,10.36,sin_candidato
cobeca,CASCARA SAGRADA CAP 450MG X100 NOW,16.82,sin_candidato
cobeca,CASTAÑA D/INDIA CAP 450MG X30 HERB,10.66,sin_candidato
cobeca,CASTAÑO D/INDIAS CAP 400MG X60 ARC IRIS,12.86,sin_candidato
cobeca,CASTAÑO D/INDIAS CAP 450MG X60 HERB,13.18,sin_candidato
cobeca,CASTAÑO D/INDIAS CAP 450MG X60 WALF,11.25,sin_candidato
cobeca,CASTAÑO D/INDIAS CAP 500MG X70 ABEJ,9.75,sin_candidato
cobeca,CEBION MINIS TAB MAST X45 X10SOB FAR,68.96,score_bajo
cobeca,CEBION TAB MAST TROPI 500MG DISP12X12FAR,51.9,score_bajo
cobeca,CEDROX CAP 500MG X 10 FC PHARMA,6.42,sin_candidato
cobeca,CEDROXYL TAB 500MG X10 ZUZU,3.64,sin_candidato
cobeca,CEFIPLUS CREM VAG 15%/4% 40G DLR,12.19,score_bajo
cobeca,CEFIXINA PVO SUS 100MG/5ML PED 60ML LETI,29.98,sin_candidato
cobeca,CEFONAX PVO SUSP ORAL 250MG/5ML 60ML ELM,7.81,score_bajo
cobeca,CEFOTAS PVO/SUSP 250MG/5ML X 100ML,8.31,score_bajo
cobeca,CELAY SOL GTS PED 10MG 15ML COFA,1.96,score_bajo
cobeca,CELISTIA PVO SUSP ORAL 100/5ML 100ML FC,18.84,score_bajo
cobeca,CENTAB-BETA TAB VIT/MINERALES X30 G PHAR,13.67,score_bajo
cobeca,CENTELLA ASIATICA CAP 300MG X60 NAT PREM,10.94,sin_candidato
cobeca,CENTELLA ASIATICA CAP 450MG X30 HERB,10.66,sin_candidato
cobeca,CENTELLA ASIATICA CAP 450MG X60 HERB,11.56,sin_candidato
cobeca,CENTELLA ASIATICA CAP 500MG X60 WALF,11.54,sin_candidato
cobeca,CENTELLA ASIATICA PLUS TAB 500MG X30 VAL,13.69,sin_candidato
cobeca,CENTELLA/ALCAC CAP 120/180MGX60 NAT PREM,9.62,sin_candidato
cobeca,CENTELLACIS CREM 1% 20G BOOZ,6.42,sin_candidato
cobeca,CENTELLALAB CAP 500MG X70 ABEJ,9.77,sin_candidato
cobeca,CENTELLASAN CAP 300MG X90 ARC IRIS,13.51,sin_candidato
cobeca,CENTRAVIT SILVER 50+ TAB HOMBR X60 ALESS,16.75,sin_candidato
cobeca,CENTRAVIT SILVER 50+ TAB MUJER X60 ALESS,17,sin_candidato
cobeca,CENTRAVIT TAB HOMBR X60 ALESS,14.7,sin_candidato
cobeca,CENTRAVIT TAB MUJER X60 ALESS,15.08,sin_candidato
cobeca,CEPILLO DENT COLGATE SLIM CARBON 2PACK,5.91,sin_candidato
cobeca,CEPILLO DENT ELECT ICEBERG KIDS GIRL,22.65,score_bajo
cobeca,CEPILLO DENT ELECT ICEBERG SONIC PRO,30.17,sin_candidato
cobeca,CEPILLO/DENT COLGATE 360 LUMIN/WH X2,5.91,sin_candidato
cobeca,CEPILLO/DENT COLGATE 360 TOTAL12 ADV X2,5.91,sin_candidato
cobeca,CEPILLO/DENT COLGATE 360° M,3.62,sin_candidato
cobeca,CEPILLO/DENT COLGATE ENCIAS THERAPY X2,8.05,sin_candidato
cobeca,CEPILLO/DENT COLGATE GUMMY SENSITIVE X2,9.58,sin_candidato
cobeca,CEPILLO/DENT COLGATE PREMIER CLEAN,1.07,sin_candidato
cobeca,CEPILLO/DENT COLGATE PRO CUIDADO SUAV X4,5.05,sin_candidato
cobeca,CEPILLO/DENT COLGATE PROCUID CARB 2PACK,4.23,sin_candidato
cobeca,CEPILLO/DENT COLGATE SLIMSOFT ADV X2,9.52,sin_candidato
cobeca,CEPILLO/DENT COLGATE SLIMSOFT17 CHARCOAL,3.59,sin_candidato
cobeca,CEPILLO/DENT COLGATE SMILES NIÑOS 2-5,3.61,sin_candidato
cobeca,CEPILLO/DENT COLGATE T/ACCION,1.59,score_bajo
cobeca,CEPILLO/DENT COLGATE T/ACCION X2,2.71,score_bajo
cobeca,CEPILLO/DENT COLGATE TANDY KIDS +5 X1,1.16,sin_candidato
cobeca,CEPILLO/DENT COLGATE TOTAL LIMP ESPUMOSA,3.59,score_bajo
cobeca,CEPILLO/DENT COLGATE TWISTER FRESH X2,3.15,sin_candidato
cobeca,CEPILLO/DENT COLGATE ZIG ZAG CARB 2PACK,4.23,sin_candidato
cobeca,CEPILLO/DENT COLGATE ZIG ZAG CHARCOAL X1,1.6,sin_candidato
cobeca,CEPILLO/DENT ICEBERG ACQUA P/AD,0.69,sin_candidato
cobeca,CEPILLO/DENT ICEBERG ADVAN PRO CERDA MED,0.7,sin_candidato
cobeca,CEPILLO/DENT ICEBERG ADVAN PRO MAN P/AD,0.7,sin_candidato
cobeca,CEPILLO/DENT ICEBERG ADVANCED PRO MED,1.05,sin_candidato
cobeca,CEPILLO/DENT ICEBERG CRI/CLEAN AD CE/MED,0.65,sin_candidato
cobeca,CEPILLO/DENT ICEBERG DASHER P/NIÑOS,0.59,sin_candidato
cobeca,CEPILLO/DENT ICEBERG INTERDENT X5,1.93,sin_candidato
cobeca,CEPILLO/DENT ICEBERG ORTODONCIA,1.4,sin_candidato
cobeca,CEPILLO/DENT ICEBERG PENGUIN P/NIÑOS +3,0.62,sin_candidato
cobeca,CEPILLO/DENT ICEBERG SMILE P/NIÑOS,0.56,sin_candidato
cobeca,CEPILLO/DENT ICEBERG TOTAL CLEAN MAN AD,0.68,score_bajo
cobeca,CEPILLO/DENT ICEBERG WAVE CERD/MEDIA AD,0.43,score_bajo
cobeca,CEPILLO/DENT VIAJERO ICEBERG,0.76,sin_candidato
cobeca,"CERCIORAT COMP 0,75MG X2 CCM",5.94,score_bajo
cobeca,CEREAL CHOCOSAFARI LONC DISP 25G X6,1.88,sin_candidato
cobeca,CEREAL FRUTY AROS LONC DISP 20G X6,1.88,sin_candidato
cobeca,CETERIX SOL ORAL PED 5MG/5ML 60ML MEG,3.7,score_bajo
cobeca,CETIDEX TAB/REC 10MG X10 PLX,1.72,score_bajo
cobeca,CETIRIVAX CAP BLD 10MG X10 VIV,1.48,sin_candidato
cobeca,CETIRIZINA JBE 1MG/ML 60ML KIMIC,2.77,score_bajo
cobeca,CETIRIZINA SOL PED 1M/ML 60ML LETI,4.48,score_bajo
cobeca,CETRIAXIN PVO LIOF INY 1G X1 BLUE/M,3.14,sin_candidato
cobeca,CEUMID COMP REC 1000MG X30 MEG,36.36,score_bajo
cobeca,CEUMID SOL ORAL 100MG/ML 150ML MEG,32.86,score_bajo
cobeca,CEVAX CAP BLD 500MG X15 VIV,4.96,score_bajo
cobeca,CEVAX CAP BLD VIT C 500MG X30 VIV,8.08,score_bajo
cobeca,CEVITMER CREM 10% 40G BOOZ,11.04,sin_candidato
cobeca,CHAMPU AL SECO ZOAH CLEAN HAIR 240ML,8.36,sin_candidato
cobeca,CHAMPU ALEA BEBE MANZANILLA 400ML,4.83,sin_candidato
cobeca,CHAMPU ALEA NIÑOS RIZOS 350ML,5.42,sin_candidato
cobeca,CHAMPU AMALFI A/CASPA 500ML,4.19,sin_candidato
cobeca,CHAMPU AMALFI ALMEN 400ML,3.38,sin_candidato
cobeca,CHAMPU AMALFI ALOE VERA 400ML,3.38,sin_candidato
cobeca,CHAMPU AMALFI FAMILIAR A/CASPA 750ML,4.31,sin_candidato
cobeca,CHAMPU AMALFI FAMILIAR ALOE VERA 750ML,4.31,sin_candidato
cobeca,CHAMPU AMALFI FAMILIAR FRESA 750ML,4.31,score_bajo
cobeca,CHAMPU AMALFI FAMILIAR MANZ 750ML,4.31,sin_candidato
cobeca,CHAMPU AMALFI FAMILIAR MELOCOTON 750ML,4.31,sin_candidato
cobeca,CHAMPU AMALFI FRESA 400ML,3.38,score_bajo
cobeca,CHAMPU AMALFI MANZ 400ML,3.38,sin_candidato
cobeca,CHAMPU AMALFI MELOCOTON 400ML,3.38,sin_candidato
cobeca,CHAMPU AMALFI MIEL 400ML,3.38,sin_candidato
cobeca,CHAMPU AMY BEBE 200ML,2.84,sin_candidato
cobeca,CHAMPU AVISPA CONTRA LIEND/PIOJ 120ML,3.7,score_bajo
cobeca,CHAMPU AVISPA CONTRA LIENDRA/PIOJO 60ML,3.13,score_bajo
cobeca,CHAMPU AVISPA LIEND/PIOJ 220ML INTERCOS,4.73,sin_candidato
cobeca,CHAMPU BETAPIROX A/CASPA 120ML,24.55,sin_candidato
cobeca,CHAMPU BIODERMA NODE DS+ 125ML,25.96,sin_candidato
cobeca,CHAMPU BLUE CAP X 150ML,37.01,sin_candidato
cobeca,CHAMPU CHICCO MANZA 100ML,2.25,sin_candidato
cobeca,CHAMPU CHICCO ORIG 100ML,2.15,sin_candidato
cobeca,CHAMPU CHICCO ROMERO 100ML,2.15,sin_candidato
cobeca,CHAMPU COTTAGE DUCH CAFE FRAP/MEN 250 ML,4.7,sin_candidato
cobeca,CHAMPU COTTAGE DUCH PIMIENTO MEN 250ML,4.7,sin_candidato
cobeca,CHAMPU DRENE A/CASPA A/CAIDA 370ML,5.56,sin_candidato
cobeca,CHAMPU DRENE A/CASPA CAB/GRAS 370ML,5.56,sin_candidato
cobeca,CHAMPU DRENE A/CASPA CAB/SEC 370ML,5.56,sin_candidato
cobeca,CHAMPU DRENE COMPLEX CAB/LISO 200ML,3.09,score_bajo
cobeca,CHAMPU DRENE COMPLEX CAB/QUEBRAD 370ML,5.01,score_bajo
cobeca,CHAMPU DUCHA COTTAGE LIMON ESP/MEN 250ML,4.7,score_bajo
cobeca,CHAMPU ELVIVE COLOR VIVE 370ML,8.16,sin_candidato
cobeca,CHAMPU EVERY NIGHT BABY PROTEIN 200ML,2.9,sin_candidato
cobeca,CHAMPU EVERY NIGHT BIO CAC/F ROJ 210ML,3.03,sin_candidato
cobeca,CHAMPU EVERY NIGHT BIO CER M/ACT 210ML,3.03,sin_candidato
cobeca,CHAMPU EVERY NIGHT BIO COCO 210ML,3.03,sin_candidato
cobeca,CHAMPU EVERY NIGHT BIO TE VER/ALOE 365ML,4.97,sin_candidato
cobeca,CHAMPU HUGGIES HORA D/SOÑAR 400ML,6.35,sin_candidato
cobeca,CHAMPU IE P/ATOPICAS 300ML,13.59,sin_candidato
cobeca,CHAMPU JOHNSONS BABY ORIG 400ML,7.68,sin_candidato
cobeca,CHAMPU LOREAL KIDS MANZA 265ML,7.91,score_bajo
cobeca,CHAMPU NUTRIBELA BIOKERATINA 400ML,6.06,sin_candidato
cobeca,CHAMPU NUTRIBELA CELULAS MADRES 400ML,6.12,sin_candidato
cobeca,CHAMPU NUTRIBELA ENZIMOTERAPIA 400ML,6.37,sin_candidato
cobeca,CHAMPU NUTRIBELA PRO HIALUR 200ML,3.95,sin_candidato
cobeca,CHAMPU NUTRIBELA REPARACION INT 200ML,3.95,sin_candidato
cobeca,CHAMPU OGX ARGAN OIL MOROCCO 385ML,16.55,sin_candidato
cobeca,CHAMPU OGX BIOTIN COLLAGEN 385ML,16.55,sin_candidato
cobeca,CHAMPU OGX COCONUT CURLS 385ML,16.55,sin_candidato
cobeca,CHAMPU OGX COCONUT MIRACLE OIL 385ML,18.54,sin_candidato
cobeca,CHAMPU PALMOLIVE OPTIMS 2/1 400ML,7.38,sin_candidato
cobeca,CHAMPU PALMOLIVE OPTIMS AC HIALUR 400ML,7.66,score_bajo
cobeca,CHAMPU PIRIMED 120ML,19.35,sin_candidato
cobeca,CHAMPU REVLON ARGAN/MACAD 700ML,21.54,sin_candidato
cobeca,CHAMPU REVLON COCO/VIT E 700ML,21.54,score_bajo
cobeca,CHAMPU REVLON KERATI/ALMEN 700ML,21.54,sin_candidato
cobeca,CHAMPU RINTI P/PERRO 240ML,5.22,sin_candidato
cobeca,CHAMPU SAVITAL A/CASPA 510ML,7.6,sin_candidato
cobeca,CHAMPU SAVITAL ARGAN/SABILA 510ML,7.29,sin_candidato
cobeca,CHAMPU SAVITAL M/OLEOS 510ML,7.29,sin_candidato
cobeca,CHAMPU SAVITAL M/VITAMINAS 510ML,7.29,score_bajo
cobeca,CHAMPU/BANO LIQ CORAMODEL P/BEBE X 175ML,5.11,sin_candidato
cobeca,CHANCA PIEDRA CAP 400MG X30 HERB,9.35,sin_candidato
cobeca,CHANCA PIEDRA CAP 400MG X60 HERB,13.18,sin_candidato
cobeca,CHANCAPIEDRA CAP 500MG X70 ABEJ,7.19,sin_candidato
cobeca,CHEETOS BOLIQUESO DISP 25G X12,7.05,sin_candidato
cobeca,CHEETOS FLAMIN HOT DISP 38G X12,9.08,sin_candidato
cobeca,CHEETOS MEGA PUFF DISP 28G X12,9.11,sin_candidato
cobeca,CHICHA PVO SAN SIMON 250G,2.06,score_bajo
cobeca,CHICHA PVO SAN SIMON 500G,4.2,score_bajo
cobeca,CHOCO CARRE AVELL DISP 100G X10,40.61,sin_candidato
cobeca,CHOCO CARRE SAVOY AVELL MINI DISP 25GX16,18.73,sin_candidato
cobeca,CHOCO CRICRI 60G DISP X9,18.9,sin_candidato
cobeca,CHOCO CRICRI DISP 123G X5,17.68,sin_candidato
cobeca,CHOCO GALAK BLAN DISP 130G X5,17.68,sin_candidato
cobeca,CHOCO GALAK BLAN DISP 30G X12,12.73,sin_candidato
cobeca,CHOCO OSCUR SAVOY 75ANIVERSARIO DISP X10,28.9,sin_candidato
cobeca,CHOCO SAVOY 75ANIVERSARIO DISP X10,28.9,sin_candidato
cobeca,CHOCO SAVOY C/LECHE DISP 130G X5,17.68,score_bajo
cobeca,CHOCO SAVOY C/LECHE DISP 30G X12,12.73,score_bajo
cobeca,CHOCO SAVOY C/LECHE DISP 70G X9,19.43,score_bajo
cobeca,CHOCO SAVOY CRICRI DISP 27G X12,12.73,sin_candidato
cobeca,CHOCO SAVOY POSTRE DISP OSCUR40% 200G X4,20.39,sin_candidato
cobeca,CHOCO SAVOY POSTRE DISP OSCUR55% 200G X4,20.64,sin_candidato
cobeca,CHOCO SAVOY RIKITI DISP 30G X12,12.73,sin_candidato
cobeca,CIALIS COMP REC 5MG X14 CR CCM,116.94,score_bajo
cobeca,CIBRALIP CAP 100MG X30 FC,17.79,sin_candidato
cobeca,CICLOFTAL SOL OFT 1% 15ML L.O,39.63,sin_candidato
cobeca,"CICLOGYNON TAB REC 0,15/0,03MG X21 TIAR",9.43,score_bajo
cobeca,CICLOKAN COMP REC 500MG X21 MEG,21.56,score_bajo
cobeca,CIFARCAINA SOL 1% 100ML BHR,9.86,score_bajo
cobeca,CIFLOX COMP REC 500MG X14 MEG,7.79,score_bajo
cobeca,CIFLOX COMP REC 750MG X7 MEG,6.1,score_bajo
cobeca,CIPROFLOXACINA TAB REC 500MG X6 VENEQ,1.62,score_bajo
cobeca,CIPROLYP TAB 100MG X30 D&N,19.48,sin_candidato
cobeca,CIPROQUIN SOL IV 2MG/ML 200MG 100ML BHR,6.43,score_bajo
cobeca,CIPROTAN TAB 500MG X20 ZORIAK,6.04,sin_candidato
cobeca,CIRGREL TAB REC 75MG X30 PHARME,9.69,score_bajo
cobeca,CIRUELAX FORTE COMP 125MG BLIS10X10 MEG,33.43,score_bajo
cobeca,CIRUELAX MINITAB COMP 75MG BLIS10X10 MEG,28.36,sin_candidato
cobeca,CISTAFLUX TAB 100MG X30 ZORIAK,7.88,sin_candidato
cobeca,CISTAFLUX TAB 50MG X30 ZORIAK,5.13,sin_candidato
cobeca,CITIC COMP REC 500MG X30 VARG,20.78,sin_candidato
cobeca,CITRATO D/MAGNESIO CAP 500MG X60 HERBAP,11.7,score_bajo
cobeca,CITRATO D/MAGNESIO CAP 500MG X70 ABEJ,8.7,score_bajo
cobeca,CITRATO D/POTA EDUL SOL 10% 1L BIOF,10.19,score_bajo
cobeca,CITRATO D/POTA JBE 10% 120ML RECETT,2.66,score_bajo
cobeca,CITRATO D/POTA SOL 240ML LYA,4.94,score_bajo
cobeca,CITRATO D/POTA SOL 500ML BIOF,7.36,score_bajo
cobeca,CITRATO D/POTA SOL 500ML LYA,7.78,score_bajo
cobeca,CITRATO D/POTASIO JBE 10% S/AZUC X 120ML,2.47,score_bajo
cobeca,CITRATO D/POTASIO JBE 10% S/AZUC X 500ML,6.17,score_bajo
cobeca,CITRATO D/POTASIO SOL 10% 1L ABEJ,12.7,score_bajo
cobeca,"CLAMOLIN SUSP 600MG/42,9MG 60ML ZUZU",7.82,sin_candidato
cobeca,CLAMOLIN TAB 875MG/125MG X10 ZUZU,9.99,sin_candidato
cobeca,CLARASOL SOL OFT 15ML L.O,5.56,score_bajo
cobeca,CLARITROMICINA SUSP 250MG/5ML 50ML PORTU,12.39,score_bajo
cobeca,CLARIX SOL NASAL PED 15ML L.O,9.15,score_bajo
cobeca,CLARIX SOL OFT 15ML L.O,4.89,score_bajo
cobeca,CLASOL SOL ORAL 15MG/5ML 120ML ANG/H,2.86,sin_candidato
cobeca,"CLAVOXILIN SUSP 250/62,5MG/5ML120ML DORO",6.16,score_bajo
cobeca,CLAVUMEDC TAB 500MG/125MG X10 IPS,8.39,sin_candidato
cobeca,CLAVUTAN TAB 875MG/125MG X10 ZORIAK,9.81,sin_candidato
cobeca,CLEANMED GEL TOP 1% 15G FMED,1.99,sin_candidato
cobeca,"CLENBUNAL JBE AD 0,010MG 120ML MEG",7.14,score_bajo
cobeca,"CLENBUXOL JBE 0,01MG/5ML 120ML MEG",7.79,score_bajo
cobeca,CLENBUXOL SOL GTS PED 20ML MEG,5.58,score_bajo
cobeca,CLENOSAN COMP REC 90MG X30 LETI,53.5,score_bajo
cobeca,CLIKET DUO OVU 100MG/400MG X5 TIAR,10.01,score_bajo
cobeca,"CLIMABEL COMP 2,5MG X30 CR CCM",39.04,score_bajo
cobeca,CLIMASOY CAP 100MG X30 FAR,9.94,sin_candidato
cobeca,CLINDAMER CREM 1%/5% 20G BOOZ,5.69,sin_candidato
cobeca,CLINDAMICINA FOSFAT GEL TOP 1% 15G CR MT,8.29,score_bajo
cobeca,CLINDAMICINA GEL TOP 1% 15G CR ZUK,18.45,score_bajo
cobeca,CLINDASKIN GEL 1% X 25G,10.49,sin_candidato
cobeca,CLINFAST OVU 100/200MG X3 TIAR,13.55,sin_candidato
cobeca,CLINFOL DUO CAP VAG 100MG/400MG X7 ADIUM,8.36,score_bajo
cobeca,"CLOBESKIN CREM TOP 0,05% 30G TIAR",4.81,sin_candidato
cobeca,CLODOXIM COMP 10MG X20 PLX,6.94,sin_candidato
cobeca,CLODOXIM GTS 1MG/ML 30ML PLX,3.9,sin_candidato
cobeca,CLODOXIM JBE 5ML 120ML PLX,5.73,sin_candidato
cobeca,CLOMIFEM TAB/REC 50MG X 30,9.6,sin_candidato
cobeca,CLONEDAC CREM 20G CR DAC,4.46,score_bajo
cobeca,CLOPID TAB REC 75MG X30 BHR,6.68,sin_candidato
cobeca,"CLORTIDEN TAB 12,5MG X30 ZORIAK",3.54,sin_candidato
cobeca,CLORURO D/MAGNE SOL COCO 240ML RECETT,4.48,score_bajo
cobeca,CLORURO D/MAGNE SOL FRAMB 240ML RECETT,4.48,score_bajo
cobeca,CLORURO D/MAGNE SOL LIMON 240ML RECETT,4.48,score_bajo
cobeca,CLORURO D/MAGNE SOL NAR 240ML RECETT,4.48,score_bajo
cobeca,CLORURO D/MAGNE SOL PARCHI 240ML RECETT,4.48,score_bajo
cobeca,CLORURO D/MAGNES JBE 240ML ARC IRIS,7.79,score_bajo
cobeca,CLORURO D/MAGNES SOB 33G X12 RECETT,33.35,score_bajo
cobeca,CLORURO D/MAGNES SOL 1000L BIOF,7.79,score_bajo
cobeca,CLORURO D/MAGNES SOL 500ML BIOF,5.83,score_bajo
cobeca,CLORURO D/MAGNESIO ALPHA BMT SOB X 25G,3.25,score_bajo
cobeca,CLORURO D/MAGNESIO SOL S/FRAMBUES 20MLX5,3.29,score_bajo
cobeca,CLORURO D/MAGNESIO SOL S/LIMON 20ML X5,3.29,score_bajo
cobeca,"CLORURO D/POTA AMP 1,49G/5ML X100 MEDV",122.43,score_bajo
cobeca,"CLORURO D/SOD SOL 0,9% 500ML BLUE/M",1.54,score_bajo
cobeca,"CLORURO D/SOD SOL 0,9%100ML BLUE/M",1.6,score_bajo
cobeca,CLOTRIMAZOL CREM 1% 20G PORTU,2.18,score_bajo
cobeca,CLOTRIMAZOL CREM TOP 1% 20G ALESS,2.63,score_bajo
cobeca,CLOTRIMAZOL CREM VAG 2% 20G LETI,7.81,score_bajo
cobeca,CLOTRIMAZOL CREM VAG 2% X 30G TIAR,4.69,score_bajo
cobeca,CLOTRIMAZOL CREM VAG/CANULA 10% 5G KIMIC,4.43,score_bajo
cobeca,CLOTRIMAZOL CREM/VAG 1% X 40G CALOX,8.16,score_bajo
cobeca,CLOTRIMAZOL/NEOMIC/DEXAM CREM 20G PHARME,6.5,score_bajo
cobeca,CLOUSAN TAB 1000MG X30 CLEO,13.71,sin_candidato
cobeca,CLX OVUL CUMLAUDE LAB X10 MANCENT,31.39,sin_candidato
cobeca,"COAPROVEL COMP REC 150MG/12,5MG X28 CLX",42.51,sin_candidato
cobeca,COCHE ORTOPEDICO NEXT STEP PED,535.86,sin_candidato
cobeca,COENZIMA Q10 CAP 150MG X60 PREV,30.08,sin_candidato
cobeca,COENZIMA Q10 CAP 400MG X 60 ETERNAL,23,sin_candidato
cobeca,COFADOR T SOL OFT 5ML COFA,8.99,sin_candidato
cobeca,COFASTANE SOL OFT 15ML COFA,12.24,sin_candidato
cobeca,COFATIC CAP X30 COFA,6.49,sin_candidato
cobeca,"COFFE MATE PVO NESTLE 453,5G",8.06,sin_candidato
cobeca,COLA D/CABALLO CAP 300MG X60 NAT PREM,5.73,sin_candidato
cobeca,COLA D/CABALLO CAP 500MG X30 HERB,8.18,sin_candidato
cobeca,COLA D/CABALLO CAP 500MG X60 HERB,9.74,sin_candidato
cobeca,COLAGENO CAP 550MG X60 WALF,12.28,sin_candidato
cobeca,COLAGENO CAP VIT C 400MG X60 ARC IRIS,13.51,score_bajo
cobeca,COLAGENO COMPLEX CAP 400MG X60 HERB,13.18,score_bajo
cobeca,COLAGENO HIDRO PVO MO4T 454G,62.83,sin_candidato
cobeca,COLAGENO HIDROLIZ PVO VAIN 200G LINOF,21.6,sin_candidato
cobeca,COLAGENO HIDROLIZADO PVO 10G SOB X25 FCH,37.01,sin_candidato
cobeca,COLAGENO HIDROLIZADO PVO 200G FCH,14.01,sin_candidato
cobeca,COLAGENO VIT C CAP 500MG X60 NAT PREM,11.36,score_bajo
