descripcion_cobeca,codigo,codigo_barras,costo_usd,motivo
CORTIMED SOL INY IM 5MG/ML 1ML PHAR,53144,7598750000058,6.58,sin_candidato
"CORTYNASE REFORM SUSP 0,05%X140DOSIS L.O",93699,7591196004604,18.72,score_bajo
"CORTYNASE SUSP 0,05% 50MCG X80DOSIS L.O",5509,7591196006356,11.01,score_bajo
CRANBERRY CAP 500MG X60 HERB,26629,7592710000072,14.06,sin_candidato
CRANBERRY/VIT C CAP X30 VAL,23184,617748376283,12.58,score_bajo
CREATINA CAP 750MG X120 NOW,90705,733739108067,32.86,sin_candidato
CREM A/ARRUGAS GEODERM DIA/NOCHE 50ML,50885,8436568469829,56.57,score_bajo
CREM A/MANCHAS GEODERM HIDRAT NOCH 50ML,50889,8436568469836,62.38,sin_candidato
CREM ANTISEPTICA SANALO 55G,40069,7591138073309,5.05,score_bajo
CREM BALS AMALFI SUAV 1000 ML,24172,8414227050205,8.31,sin_candidato
CREM BEDUCIS C/GLICERINA 200ML,18948,7597072000319,5.21,score_bajo
CREM BETA GRANULOS 60G,30792,7703333007700,23.9,score_bajo
CREM BIODERMA CICABIO REP SUAV 40ML,92750,3401347869546,28.17,sin_candidato
CREM BIODERMA SEBIUM KERATO+ 30ML,52401,3701129805367,41.45,sin_candidato
CREM BODY EXPRESS HIDRAT 400ML,26428,4005808803033,8.62,sin_candidato
CREM BRUCEN NUTRI C/AC HIALUR 1% 80G,28285,7592090000518,16.73,score_bajo
CREM BRUCEN NUTRI/RESTAURADORA Q10 80G,15109,7592090000037,9.27,sin_candidato
CREM BRUCETIN C/PANTENOL 80G,28284,7592090000464,8.93,sin_candidato
CREM CELUOFF T/ACCION ANTICELULIT 200ML,30358,7599574000026,7.98,score_bajo
CREM CERO ALOE VERA 50G,41314,7702661353077,5.48,sin_candidato
CREM CHERRY NEGR 30G,33185,7702626202600,4.81,sin_candidato
CREM CHERRY NEGRO 12G,30354,7702626102696,1.84,sin_candidato
CREM CORAMODEL ANTIPAÑ/ALOE VERA X 80G,50359,7591404000961,9.09,sin_candidato
CREM CORP ADEMINA PLUS 30G,93682,7591844000439,3.25,sin_candidato
CREM CORP ADEMINA PLUS 60G,93683,7591844000446,4.55,sin_candidato
CREM CORP ARTRI FRESH 200G,52621,7593319000128,6.31,sin_candidato
CREM CORP BODY MILK AMALFI AL/VERA 500ML,19133,8414227689948,4.19,sin_candidato
CREM CORP BODY MILK AMALFI COCO 500ML,19134,8414227033093,6.01,sin_candidato
CREM CORP BODY MILK AMALFI OLIV 500ML,19135,8414227033086,4.19,sin_candidato
CREM CORP BODY MILK AMALFI RO/MOSQ 500ML,19136,8414227033079,4.19,sin_candidato
CREM CORP BODY MILK AMALFI VIT E 500ML,19137,8414227039576,6.01,score_bajo
CREM CORP CALIENTE HOT CREAM 200G,52622,7593319000036,8.26,sin_candidato
CREM CORP GEODERM HIDRAT/PROFU 200ML,50896,8436599450438,25.32,sin_candidato
CREM CORP HUMECT COHER 240ML,27574,7592512003868,11.69,sin_candidato
CREM CORP KANDU ALOE/TE VERD 200ML,97395,7591138043357,3.25,sin_candidato
CREM CORP KANDU VIT E/PANTENOL 200ML,97393,7591138043548,3.25,score_bajo
CREM CORP PSO SKIN EMOLIENTE 12% X250ML,19916,7592090001607,15.87,sin_candidato
CREM CORP PSO SKIN EX/HIDRAT 10% X400ML,19917,7592090001584,20.97,sin_candidato
CREM DENT COLGATE PRO ALIVI INM X 140G,28960,7509546653402,6.18,sin_candidato
CREM DENT COLGATE SENS/PRO A/ENC X 140G,50482,7509546672298,6.24,sin_candidato
CREM DENT COLGATE TOTAL 12 ENC/REF 75ML,50050,7509546052861,4.4,score_bajo
CREM DERMOPROT BRUCEN AD 100G,15108,7592090000020,10.09,sin_candidato
CREM DERMOPROT BRUCEN CENT AD 30G,15502,7592090000075,8.03,sin_candidato
CREM DERMOPROT BRUCETIN KIDS 50G,19131,7592090001362,9.21,sin_candidato
CREM DERNIER ANTIPAÑALITIS 50 G,16687,7596548000624,3.68,sin_candidato
CREM DHIABETINAT PODO REPARADORA 120ML,30339,7592512003929,9.42,sin_candidato
CREM FACIAL HIDRAT DERNIER 120G,25903,7598084000656,5.52,sin_candidato
CREM FACIAL PONDS DIA AGE MIRACLE 50G,52833,7506306252189,17.15,score_bajo
CREM FACIAL PONDS NOCH AGE MIRACLE 50G,52834,8999999060077,17.15,sin_candidato
CREM FULL ACTION 100G RECETT,26373,7594001455677,5.14,sin_candidato
CREM FULL ACTION ROLL ON 90G RECETT,26374,7594001452065,3.7,sin_candidato
CREM GEL BRUCEN A/ACNE 20G,27369,7592090000372,7.36,sin_candidato
CREM HIDRAMER C/VIT E 200ML,18949,7597072000326,5.58,score_bajo
CREM HIDRAT BIOS COLAG Q10 120ML,96013,7592512000966,10.64,sin_candidato
CREM HIDRAT BIOS GERMEN D/TRI 60G,96014,7592512000959,7.71,sin_candidato
CREM HIDRAT GEODERM DIA/NOCH 50ML,50886,8436568469805,46.43,score_bajo
CREM HIDRAT SEXYAMOURS C/AROMA 200ML,24185,7592512001734,9.01,sin_candidato
CREM HIDRAT UV DEFENDER FPS50 40G,25965,7899706181877,13.81,sin_candidato
CREM IE ALOE 400ML,26527,8411047143186,10.03,sin_candidato
CREM IE UREA 400ML,26526,8411047108642,10.76,sin_candidato
CREM IE UREA 50ML,26523,8411047108666,2.75,sin_candidato
CREM LIMP BIODERMA PIGMENTBIO FOAM 200ML,52399,3701129800546,35.64,sin_candidato
CREM LIMP FAC BIOMAS 120G,29134,7591885003321,6.46,sin_candidato
CREM LUBRIPIU CUMLAUDE LAB HIG INT 200ML,51030,8428749771005,31.76,sin_candidato
CREM LYA CICATRIMED 30G LYA,25452,7599028000404,5.67,sin_candidato
CREM MINERAL UVEBLOCK SPF 50+ 40ML,21472,3760269770270,26.62,sin_candidato
CREM NIVEA REGENERADORA INTEN 72H 400ML,50913,4005808680252,8.21,sin_candidato
CREM OFF FAMILY 196G,94575,7591005004924,6.38,sin_candidato
CREM ONC CORP ANTIOXID P/IRRADIADA 120ML,30338,7592512003974,9.58,sin_candidato
CREM OXIG NK OXY VOL10 120ML,19517,0745114332882,0.95,sin_candidato
CREM OXIG NK OXY VOL30 120ML,19519,0701197963238,0.95,sin_candidato
CREM OXIG NK OXY VOL40 120ML,19520,0745114358851,0.95,sin_candidato
CREM OZONEPIU MENTHOL EUB 30G,52614,7593319002283,2.62,sin_candidato
CREM OZONEPIU MENTHOL EUB 60G,52615,7593319002238,4.08,sin_candidato
CREM P/MANOS BRUCEN PROTEC/SOL COLAG 50G,27366,7592090000341,6.05,sin_candidato
CREM P/MANOS BRUCEN PROTEC/SOL VIT E 50G,27365,7592090000358,6.05,score_bajo
CREM P/MANOS CORAMODIO GUANTE SILIC 80 G,15729,7591404002750,5.37,sin_candidato
CREM P/MANOS GEODERM REPARADORA 75ML,50891,8436599450445,14.89,sin_candidato
CREM P/MANOS IE UREA20% 75ML,26542,8411047108710,5.51,sin_candidato
CREM P/OJOS PONDS AGE MIRACLE 15ML,52835,7506306252257,9.02,sin_candidato
CREM P/PEIN DRENE CAB SEC/MALT 240ML,24396,7590005008567,3.8,sin_candidato
CREM P/PEIN DRENE CAB/LISO 240ML,24395,7590005008550,3.8,sin_candidato
CREM P/PEIN ELVIVE CAIDA/RESIST X 300G,50691,7509552902082,8.05,sin_candidato
CREM P/PEIN EVERY NIGHT BIO CER 300ML,23824,7590005164737,3.86,sin_candidato
CREM P/PEIN EVERY NIGHT BIO TEVERD 300ML,23821,7590005164706,3.86,sin_candidato
CREM P/PEIN SEDAL RIZOS OBEDIENT 300ML,37631,7501056340131,6.54,sin_candidato
CREM P/PEINAR ELVIVE GLYCO GLOSS 300ML,52486,7509552928624,8.05,sin_candidato
CREM P/PIES URIFOOT UREA 10% 200ML,24187,7592512003561,8.06,sin_candidato
CREM PONDS CLARANT B3 PIEL NORM/GRAS 50G,33813,7501056330293,5.04,sin_candidato
CREM PROTECT ALEA 120G,54353,7599566000140,3.49,sin_candidato
CREM QUITACALLOS LYA AC SALICILICO 8G,25458,7599028000503,6.21,score_bajo
CREM REVITALIFT AC/HIALUR OJOS 15ML,21674,7509552840346,20.82,score_bajo
CREM SEDAL D/PEINAR CELULAS MADRES 300ML,50017,7702006301565,6.14,sin_candidato
CREM SOLAR AGRADO 50+ X 100ML,50246,8433295083328,6.65,sin_candidato
CREM SOLAR AGRADO KIDS 50+ VIT E X200ML,50245,8433295062231,17.11,score_bajo
CREM SUAVIZANTE AMALFI PROF T/ACCION 1L,19265,8414227037732,6.11,score_bajo
CREM URIBODY ULTRHIDRAT UREA 20%,24630,7592512003813,7.68,sin_candidato
CREM ZOAH MANOS/CODOS/PIES X 50ML,29656,7596211000142,3.31,sin_candidato
CREM/DENT COLGATE 90G,24403,7891024134702,1.43,sin_candidato
CREM/DENT COLGATE LUMIN/WH 75ML,20300,7509546054650,4.4,sin_candidato
CREM/DENT COLGATE LUMIN/WH CARB ACT 75ML,27113,7509546651019,4.4,sin_candidato
CREM/DENT COLGATE LUMIN/WH LOVERS 70G,50966,7509546667577,6.61,sin_candidato
CREM/DENT COLGATE LUMINOUS WHITE 61ML,52915,7509546692371,2.73,sin_candidato
CREM/DENT COLGATE MAX FRESH 90ML,53833,7509546687261,3.74,sin_candidato
CREM/DENT COLGATE MENTA S/ECON 100G,30447,7501035911031,2.93,score_bajo
CREM/DENT COLGATE MINIONS S/BUBBLE 75ML,24865,7509546066776,6.04,sin_candidato
CREM/DENT COLGATE NAT/EXTRAC PURIF 140G,27586,7509546660073,7.45,sin_candidato
CREM/DENT COLGATE SENSITIVE PRO 110G,53334,7891024124628,5.29,sin_candidato
CREM/DENT COLGATE T/ACCION 100G,31817,7509546000343,3.14,score_bajo
CREM/DENT COLGATE T/ACCION 60G,24705,7702010111501,1.64,score_bajo
CREM/DENT COLGATE T/ACCION 75ML,34932,7509546000985,2.42,score_bajo
CREM/DENT COLGATE T/ACCION BLANCURA 75G,20030,7509546056098,2.95,score_bajo
CREM/DENT COLGATE T/ACCION EX BLAN 150ML,53437,7509546690919,5,score_bajo
CREM/DENT COLGATE TOTAL MINT ORIG 150ML,36664,7501035911376,8.22,score_bajo
CREM/DENT COLGATE TOTAL MINT ORIG 75ML,20487,99176480310,4.4,score_bajo
CREM/DENT COLGATE TOTAL WHITENING 150ML,53436,7509546697970,8.22,score_bajo
CREM/DENT COLGATE TOTAL WHITENING 75ML,53435,7509546698007,4.4,score_bajo
CREM/DENT COLGATE TOTAL12 A/SARRO 75ML,24126,7509546653532,4.4,sin_candidato
CREM/DENT ICEBERG ADVANCED CRISTALS 120G,22897,7597297000446,0.97,sin_candidato
CREM/DESMAQU SOM FRIA A/EDAD 50G,16106,7596139000200,4.95,sin_candidato
CREMA CERO 30G,97304,7702661351264,2.99,sin_candidato
CREMA CERO C/ALOE VERA 30G,97303,7702661351271,2.99,sin_candidato
CREMA CERO CALEN/VIT E 30G,98780,7702661341265,2.99,score_bajo
CREMA CERO CONCENTRADO X 114G,29579,7702661391048,11.89,score_bajo
CREMA CERO CONCENTRADO X 30G,29578,7702661391017,3.66,score_bajo
CREMA CETOPIC VIT C 50G,53279,7703281002062,29.48,sin_candidato
CREMA CHANTILLY PVO TIGO 200G,51728,7598986002611,2.73,sin_candidato
CREMA CORP BRUCEN EX HIDRAT DIA-B 220ML,53173,7592090000624,15,score_bajo
CREMA CORP BRUCEN EX HIDRAT DIA-B 400ML,53172,7592090000631,21.72,score_bajo
CREMA CORP CLARESS DESPIGAMENTANTE 90G,50951,7596811000412,14.48,sin_candidato
CREMA CORP RECETT FULL ACTION FORTE 60G,53155,7594001456216,4.78,score_bajo
CREMA D/ARR POLLY ENRIQUECIDA BOLS 450G,19179,7591112004435,1.14,sin_candidato
CREMA D/ARR POLLY ENRIQUECIDA BOLS 900G,19180,7591112004039,2.29,sin_candidato
CREMA D/LECHE TIGO CULINARIA 1L,51725,7598986001737,6,score_bajo
CREMA FACIAL BIO+ HIDRAT 90CM3,52029,7591885003512,7.1,sin_candidato
CREMA HIDRAT DERMOX HYDR LECHE 365ML,51404,7590005184377,4.52,score_bajo
CREMA HIDRAT EVERY NIGHT COCO/AVEN 800ML,51483,7590005162153,7.8,score_bajo
CREMA HIDRAT JOHNSONS BABY 200ML,45421,7891010037185,4.88,sin_candidato
CREMA HIDRAT SPA LINE CHERRY BERRY 240ML,54052,7590041011262,4.8,sin_candidato
CREMA HUMEC DERMOX HYDR GLICERINA 200ML,51397,7590005184308,3.37,score_bajo
CREMA LOREAL GLYCOL BRIGHT DIA 50ML,54267,7509552935998,22.44,sin_candidato
CREMA LOREAL GLYCOL BRIGHT NOCHE 50ML,54268,7509552930665,22.44,score_bajo
CREMA PROTEC HUGGIES ALMEN 80G,53318,7896018704411,7.61,sin_candidato
CREMA REAFIRM DERMOX HYDR COLAG 200ML,51399,7590005184322,3.37,sin_candidato
CREMA REAFIRM DERMOX HYDR COLAG 365ML,51403,7590005184360,4.52,sin_candidato
CREMA RESTAURA BRUCEN DIA-B PIES 80G,53174,7592090000648,7.38,score_bajo
CRISOMET TAB REC 50MG/500MG X10 FAR,16905,7591821210332,7.49,score_bajo
CRISOMET TAB REC 50MG/500MG X30 FAR,19232,7591821210509,15.7,score_bajo
CRISOMET TAB REC 50MG/850MG X10 FAR,17016,7591821210349,7.73,score_bajo
CRISOMET TAB REC 50MG/850MG X30 FAR,19233,7591821210523,19.01,score_bajo
CROMOFTAL SOL OFT 4% 10ML L.O,6475,7591196000149,8.34,score_bajo
"CROMUS UNG DERMICO 0,1% 15G VIV",95016,7703153044596,43.04,score_bajo
"CUBITAN PLUS TAB REC 24,3/25,7MG X30 DAC",53744,7598578001039,22.2,sin_candidato
CUBITO MAGGI ARROZ C/POLLO 92G DISP X 8,29558,7591016206133,2.27,sin_candidato
CURCUMA CAP 400MG X60 SANAV,54164,7593533006548,9.23,sin_candidato
CURCUMA CAP 500MG X 60 HERB,29210,7592710000010,12.34,sin_candidato
CURCUMA/PIMIENTA NEGRA CAP X30 VAL,23185,617748376290,12.86,sin_candidato
CUTICLIN CAP BLD 10MG X30 VIV,5503,7592432005508,26.96,sin_candidato
CUTICLIN CAP BLD 20MG X30 VIV,5504,7592432005515,34.96,sin_candidato
"CUTIMER CREM 6%/6%/2,5% 20G BOOZ",53528,7597072001279,7.99,sin_candidato
CYNT COMP REC 20MG X20 DLR,5489,7592803001603,3.45,score_bajo
CYNT COMP REC 40MG X10 DLR,92664,7592803001610,3.45,score_bajo
CYPRAL TAB REC 500MG X20 PLX,92798,7592601201199,10.78,score_bajo
DACMINA PLUS TAB REC 450MG/50MG X30 DAC,53522,7598578001046,10.42,sin_candidato
DAGLITAN TAB 5MG/1000MG X30 ZORIAK,52148,7599112000464,22.2,sin_candidato
DAMENZOL SUSP 100MG/5ML 30ML ZUZU,51572,7599608003269,4.45,sin_candidato
DANI 35 TAB REC 35MCG X21 TIAR,26406,8904250520917,15.43,sin_candidato
DAPAXIT TAB 10MG X30 ZORIAK,28189,7599112000228,19.19,sin_candidato
DARLIDE CAP BLD 1000UI X30 FC,18222,7593090002311,6.17,score_bajo
DAVINTEX COMP REC 60MG X10 MEG,27618,7861148022179,5.06,score_bajo
DAVINTEX COMP REC 90MG X10 MEG,27619,7861148022186,6.88,score_bajo
DAYFLU CAP BLD 500/10/2MG DIA/NOCX15 VIV,15238,7592432900315,7.17,score_bajo
DAYFLU CAP BLD 500MG/10MG/2MG DIAX10 VIV,14502,7592432900292,5.78,sin_candidato
DAYFLU CAP BLD 500MG/2MG NOCH X10 VIV,14291,7592432900308,5.26,sin_candidato
DECOLORANTE PVO NK DICOLOR BLOND 180G,19511,0701197963252,7.21,sin_candidato
DEFLANUV TAB 6MG X10 NUV,50876,7581441131124,5.79,sin_candidato
DEKOR COMP 4MG X20 DORO,20122,8699525019752,3.7,sin_candidato
DENAF TAB REC 50MG X1 L.O,53621,7591196007063,1.03,score_bajo
DENAF TAB REC 50MG X2 L.O,53622,7591196007070,1.93,score_bajo
DENCOFEN GEL 1% 40G PONCE,7466,7591309002756,5.09,score_bajo
DENCORUB CREM 40G PONCE,3455,7591309010409,4.29,score_bajo
DENCORUB GEL 40G PONCE,6941,7591309010416,4.72,score_bajo
DENCORUB GEL ICE ARNICA 40G,52521,7591309002527,2.94,score_bajo
DENCORUB ICE GEL 40G PONCE,1288,7591309001049,2.66,score_bajo
"DENTALIV GEL TOP 7,5% 10G PLN",54276,7800004007189,13.94,sin_candidato
"DERMACORTINE CREM 0,1% 15G MEG",91421,7703281008415,10.52,score_bajo
DERMACORTINE EMUL 60ML MEG,93384,7703281008439,17.79,score_bajo
"DERMACORTINE LOC 0,1% 30ML MEG",91420,7703281008422,13.9,score_bajo
DERMAPIL CREM 0.1 % X 15G,29038,7591243811643,11.61,sin_candidato
DERMOSUPRIL EMUL TOPICA 120ML MEG,6130,7703332003147,23.64,score_bajo
DEROVIT CAP/BLD 2000UI X30 CALOX,54326,7591519002409,4.32,score_bajo
DES DOVE AER DAMA DERMOACLARANTE 150ML,29816,7506306241152,7.93,score_bajo
DES REXONA AER ACTIVE EMOTION 150ML,29835,7791293032443,7.08,score_bajo
DES REXONA AER ANTIB/INVISIB 150ML,29810,7506306244177,7.08,score_bajo
DES REXONA AER XTRA COOL 150ML,29868,7791293022581,7.08,score_bajo
DESAZONA TAB 4MG X10 PORTU,54232,7750215009321,1.57,sin_candidato
"DESLER JBE PED 0,5MG 60ML PHARME",18830,7592454891318,5.49,score_bajo
"DESLER M TAB MAST 2,5/5MG X30 PHARME",97589,7592454889278,9.84,score_bajo
DESLER M TAB REC 5MG/10MG X30 PHARME,96524,7592454002769,17.4,score_bajo
DESLORATAD/MONTELUK COM 2.5/5MG X 30 CRB,28603,7591940000463,2.65,sin_candidato
DESLORATADINA TAB REC 5MG X10 KIMIC,9951,7592616576558,2.13,score_bajo
"DESOLON TAB 0,15MG/0,03MG X21 CAPSUV",27850,7598055001392,12.66,sin_candidato
DESTAPA D/CAÑERIAS DRANO MAX GEL 946ML,51792,7501032970079,10.32,sin_candidato
DETFORGLIN TAB 500/50MGX30 CR DIST,26006,7598252000211,10.97,sin_candidato
DETOX CAP X60 ETER,25393,0787790465157,8.12,sin_candidato
DETOX COMPLEX CAP 300MG X60 ARC IRIS,51010,7592946001751,9.22,score_bajo
DEVOLEN TAB REC 10MG X30 ARVEST,52487,8906188190453,10.13,sin_candidato
DEXACORT SOL INY 4MG/ML 2L X1 BHR,52499,7592637000896,3.08,sin_candidato
DEXOPRAL CAP 30MG X 30 MEYER,28650,7795345121970,32.21,sin_candidato
"DEXTAMIN SOL ORAL PED 0,5MG/ML 60ML PLX",26233,7594001101680,3.86,score_bajo
DEXTONIL JBE 15MG/5ML 120ML PLX,6869,7594001100331,5.21,score_bajo
DEXTROMET JBE 15MG/5ML 120ML ZUZU,53072,7599608003702,3.23,sin_candidato
DEXTROMETLAT JBE 15MG/3MG 120ML ZUZU,52572,7599608003689,3.57,sin_candidato
"DEXTROSA SOL 0,30% N28 500ML BHR",15335,7592637005082,4.81,score_bajo
"DEXTROSA SOL 0,45% N29 500ML BHR",15334,7592637005099,5.49,score_bajo
DEXTROSA SOL 30% 500ML BHR,21920,7592637398436,11.43,score_bajo
DEXTROSA SOL 5% 500ML BIOVITAK,25685,7595624200705,4.58,score_bajo
"DEXTROSALINA SOL INY 0,45% 500ML GKV",21352,7595624200200,3.62,sin_candidato
DI BENZOL SOL 200MG/5ML PED FRESA X 10ML,29421,7598252001126,3.1,score_bajo
DIACERINA TAB 50MG X30 ANG/H,26999,7598176000533,15.32,sin_candidato
DIACORT SOL ORAL 3MG/ML 60ML CR DIST,26184,7598252000549,6.42,sin_candidato
DIADALTONE TAB 25MG X20 DIST,52478,7598252002000,7.7,sin_candidato
DIALPRON SUSP 250MG/5ML 120ML CR DIST,26623,7598252000440,11.52,sin_candidato
DIALPRON TAB 500MG X30 CR DIST,25504,7598252001904,6.84,sin_candidato
"DIANALPER GEL 1,16% 30G PHARME",23150,7592454003339,5.32,score_bajo
DIANIDIP TAB 10MG X10 CR DIST,25018,7598252000280,5.61,sin_candidato
DIANIDIP TAB 20MG X10 CR DIST,25019,7598252000297,6.68,sin_candidato
DIANITIN SOL 150MG/10ML X 120ML,29464,7598252001157,8.94,sin_candidato
DICEA COMP REC 3MG/0.02MG X28 MEG,28401,7730564825483,19.09,score_bajo
DICEA COMP REC 3MG/0.03MG X28 MEG,28402,7730564830487,14.55,score_bajo
DICIGEL SUSP 240ML PHARME,96655,7592454889216,12.76,score_bajo
"DICLOFENAC DIETILAM GEL 1,16% 30G ALESS",51997,7597758000862,2.38,score_bajo
DICLOFENAC SOD GEL 1% 50G SGG,24336,7596347793574,9.65,score_bajo
DICLOPRAM SUSP 5MG/5ML 100ML CR DIST,26182,7598252000518,5.4,sin_candidato
"DICLORET SUSP 1,8MG/ML 60ML L.O",97500,7591196004499,7.1,score_bajo
DICLOXACILINA PVO SUSP 250/5MLX80ML SANT,28721,7703763881789,7.96,score_bajo
DIDRAMINA TAB 50MG X10 CR DIST,53385,7598252002109,5.4,sin_candidato
DIEPILEP TAB 100MG X30 CR DIST,25505,7598252000365,13.55,sin_candidato
DIFENAC FORTE COMP REC 100MG X10 DLR,8420,7592803000316,4.42,score_bajo
DIFEPIN COMP LP 30MG X30 ZUZU,52574,7599608002057,4.13,sin_candidato
DIFLURYL TAB REC 10MG X30 CR DIST,25217,7598252000235,6.92,sin_candidato
DIFURAZ CREM 0.2% X 30G,29023,7598252001027,15.92,sin_candidato
DIGESAN CAP X90 ARC IRIS,19796,7592946168515,10,sin_candidato
DIGESTIL CAP X60 NAT PREM,27116,7592430000802,7.06,sin_candidato
DIGFLOXIN TAB 10MG X40 DIST,52501,7598252002017,18.14,sin_candidato
DIHIDROLIP COMP REC 10MG X10 VARG,23435,7592349001020,5.31,sin_candidato
DIHIDROLIP COMP REC 10MG X30 VARG,53049,7592349002300,15.4,sin_candidato
DIHIDROLIP COMP REC 20MG X10 VARG,23436,7410000101851,7.64,sin_candidato
DIHIDROLIP COMP REC 20MG X30 VARG,53050,7592349002317,21.55,sin_candidato
"DIISFLOR 1,3G SOB X15 CR DIST",28087,7598252000709,13.57,sin_candidato
"DIKLASON SUSP PED 1,8MG 120ML LETI",6748,7591585218254,14.07,score_bajo
DILFAMID CREM 1% X 50G,50476,7598252000990,12.42,sin_candidato
DILTIAZEM TAB LP 120MG X30 ANG/H,27736,7598176000618,23.62,score_bajo
DIMETIN TAB REC 200MG X20 CR DIST,25212,7598252000228,4.62,sin_candidato
DIMEVLOR COMP 2MG/1000MG X30 FC,52070,7593090003110,20.55,sin_candidato
DIMEVLOR COMP 2MG/500MG X30 FC,52069,7593090003134,24.08,sin_candidato
DIMIDON SUSP 40MG/ML 200ML CCM,51271,5671375,8.35,sin_candidato
DINAMONT PLUS TAB 10/5MG X20 CR DIST,27187,7598252000594,9.79,sin_candidato
DIOFLON TAB 450MG/50MG X10 CR 2N,51838,6977234270070,3.12,sin_candidato
DIOSMINA/HESPER TAB REC 450/50X10 PHARME,97285,7592454003193,8.99,score_bajo
DIOXOGEN GEL LIMP 280ML PONCE,13532,7591309901318,4.74,score_bajo
DIOXOGEN SOL ANTIBACT 115ML PONCE,97604,7591309900762,1.45,score_bajo
DIOXOGEN SOL ANTIBACT 460ML PONCE,97602,7591309900793,2.5,score_bajo
DISBAC TRIO CREM 10MG X 40G,29420,7598252001034,4.34,sin_candidato
DISBIOTIC 1G FRESA SOB X15 CR DIST,28288,7598252000679,17.49,score_bajo
DISBUFEN KIDS SUSP 100MG/5ML X 120ML,29021,7598252001119,3.21,sin_candidato
DISBUFEN MAXX CAP BLD 600MG X20 CR DIST,28232,7598252000693,6.87,sin_candidato
DISCAPINA COMPOS TAB 10/250MGX20 CR DIST,24741,7598252000068,8,sin_candidato
DISCAPINA KIDS SUSP 5MG/ML 20ML CR DIST,26622,7598252000457,4.87,score_bajo
"DISCARVEX TAB 12,5 X30 PLX",53781,7594001102434,5.18,sin_candidato
DISCETAM SUSP 100MG 150ML CR DIST,26181,7598252000396,39.82,sin_candidato
DISCETAM TAB 1000MG X30 CR DIST,26624,7598252000389,16.25,sin_candidato
DISCRALFAT SUSP 1G/5ML 150ML CR DIST,27785,7598252000754,18.45,sin_candidato
DISCRALFAT TAB 1G X20 CR DIST,27784,7598252000747,9.65,sin_candidato
DISCRODANTINA CAP 50MG X30 CR DIST,53555,7598252002147,7.32,sin_candidato
DISDERM CREM 20G X 1,50477,7598252001300,3.45,sin_candidato
DISFENAC AMP IV/IM 75MG/3ML X5 CR DIST,27568,7598252000686,16.35,sin_candidato
"DISFENAC GEL 1,16% 50G CR DIST",51388,7598252001393,6.74,sin_candidato
DISFENAC MAX TAB 100MG X 10,30149,7598252101482,2.22,sin_candidato
"DISFENAC SUSP 1,8MG/ML 120ML CR DIST",26626,7598252000501,4.1,sin_candidato
DISLEPTAL SUSP 300MG/5ML 100ML CR DIST,26621,7598252000525,13.4,sin_candidato
DISLEPTAL TAB 300MG X30 CR DIST,26620,7598252000532,9.45,sin_candidato
DISMEXINA JBE 8MG/5ML X 120ML,29015,7598252001102,5.16,sin_candidato
DISMEXINA KIDS JBE 4MG/5ML X 120ML,29016,7598252001096,3.3,sin_candidato
"DISMOVAT CREM 0,05% 50G CR DIST",54196,7598252002161,6.99,sin_candidato
DISOMEZ GRANU PED 10MG X20 CR DIST,27033,7598252000600,18.96,sin_candidato
DISPERID TAB 450MG/50MG X30 ZUZU,52577,7599608003726,11.34,sin_candidato
DISPROZIN SOL ORAL 6MG/ML 120ML CR DIST,54335,7598252002215,4.62,sin_candidato
DISTAFEN SOL KIDS 120MG/5ML X 120ML,29463,7598252001171,2.42,sin_candidato
DISTAFLU CAP 75MG X10 DIST,52522,7598252002031,53.05,sin_candidato
DISTAMIN B MULTIVIT JBE X 120ML,29025,7598252001201,13.17,sin_candidato
DISTAMIN C JBE 200MG/5ML X 120ML,29022,7598252001133,8.61,sin_candidato
DISTIAZEM TAB REC 60MG X30 CR DIST,25215,7598252000303,8,sin_candidato
"DISTRILAX PVO SOL ORAL 8,5MG 120G CRDIST",24417,7598252101826,8.03,sin_candidato
DISTROINMUNE L CAP 668MG/300MG X30 DIST,53619,7598252002062,61.65,sin_candidato
DISTROMAG CAP 1642MG X60 DIST,52343,7598252001676,20.45,sin_candidato
DISTRONAD+ CAP 400MG X30 CR DIST,53426,7598252002185,58.71,sin_candidato
DISTROSIL Q FORTE CAP X30 DIST,52472,7598252002055,31.38,score_bajo
DISTROSLEEP CAP 854MG/10MG X60 DIST,52344,7598252001683,19.95,sin_candidato
DISTROVIT FORTE GEL 120G DIST,52523,7598252002048,24.29,score_bajo
DISVENAL ANTIVARICOSO CAP 500MG X30 DIST,28656,7598252000877,15.53,sin_candidato
DITOSXIL JBE 250MG/5ML 120ML ADU,54488,7598252001898,5.18,sin_candidato
DITOSXIL SUSP 100MG/5ML 120ML CR DIST,26183,7598252000471,6.13,sin_candidato
DITRIL TAB REC 200MG X30 ARVEST,53356,8906188190651,28.71,score_bajo
DITRIL TAB REC 50MG X30 ARVEST,53355,8906188190675,17.73,score_bajo
DIVIDIVI GEL HEMORROIDAL 5% X30G CR GMA,26066,7598751000019,10.39,sin_candidato
DIXINATO RELAX TAB 125MG/5MG X 10,29020,7598252000884,10.86,sin_candidato
DIXTORFAN GTA/ORAL 2MG/ML PED X 30ML,50474,7598252001348,7.35,sin_candidato
DIXTORFAN SOL/ORAL 3MG/5ML X 120ML,30059,7598252001058,3.47,sin_candidato
DIZONIDE SUSP 100MG/5ML 60ML CR DIST,25502,7598252000174,13.48,sin_candidato
