descripcion_cobeca,codigo,codigo_barras,costo_usd,motivo
NUTRA TRAINING PVO PRO SPORT 200MG,51991,7599558000080,17.13,sin_candidato
"NUTRAMINT SOL  8,5% 500ML X1 BHR",6417,7592637001220,47.45,sin_candidato
NUTRAPLANT PVO FITNESS 200G,51994,7599558000035,13.14,sin_candidato
NUTRAPLAT PVO SUPERFOOD 200G,51993,7599558000028,13.39,sin_candidato
NUTRIFARM CAP BLD HAIR/NAILS X30 G PHAR,22814,7597189000028,9.23,sin_candidato
NUTRIVIDA PRENATAL CAP X60 ETER,28363,787790469858,22.4,sin_candidato
"OBBIAT CAP 2MG/0,03MG X21 CR CCM",21976,7401078900118,15.01,score_bajo
OCUPRED SUSP OFT 1%  5ML L.O,5333,7591196002242,15.38,score_bajo
"OFAFLAN SUP PED 12,5MG X6 ELM",20071,7591062016458,5.01,score_bajo
OFAFLAN SUSP GTS 15MG/ML 30ML ELM,99815,7591062900894,2.17,score_bajo
OFTABRIM SOL OFT 0.20% X5ML CR 2N,54411,54411,4.6,sin_candidato
OFTAINE SOL OFT 15ML L.O,8730,7591196000392,36.27,score_bajo
OLMESART MEDO TAB REC 20MG X30 PHARME,22216,7592454003285,8.44,sin_candidato
OLMESART MEDOX/HC TAB 40/12.5MGX30 LA SA,28724,7592454003773,17.09,sin_candidato
"OLMESART/HCT TAB REC 40/12,5MGX10 PHARME",20773,7592454891431,6.1,score_bajo
"OLTANA H COMP REC 40MG/12,5MG X30 EURO",53273,7891317036607,15.83,score_bajo
OMEBLOC PVO LIOF 40MG X10 BHR,50763,7592637000773,20.79,sin_candidato
OMEGA 3 CAP 1000MG X100 NOW,11436,733739100092,19.03,sin_candidato
OMEGA 3 CAP 1000MG X45 NOW,91937,733739110411,12.53,sin_candidato
OMEGA 3 CAP 1000MG X60 ARC IRIS,18764,7592946169635,15.86,sin_candidato
OMEGA 3 CAP BLD 1000MG X30 NOW,28241,733739016492,10.39,sin_candidato
OMEGA 3 CAP BLD 1000MG X30 SAAS,52842,7591940000586,9.66,sin_candidato
OMEGA 3 CAP BLD 1000MG X30 VAL,9141,669238000499,12.17,sin_candidato
OMEGA 3 CAP BLD 1000MG X60 HERB,52355,7592710005671,14.81,sin_candidato
OMEGA 3 CAP BLD 1000MG X60 PREV,52134,7598953000114,15.72,sin_candidato
OMEGA 3 CAP BLD 1000MG X60 VAL,51346,198715202847,17.97,sin_candidato
OMEGA 3 CAP BLD 2000MG X60 PHARMAC,27970,787790474654,16.88,sin_candidato
OMEGA 3 PLUS CAP BLD 1250MG X60 PREV,52135,7598953000138,17.77,sin_candidato
OMEGA 3/6/9 CAP BLD 1000MG X60 HERB,53609,7592710005565,14.81,sin_candidato
OMEGA 3/6/9 CAP X60 ARC IRIS,18765,7592946169659,15.86,sin_candidato
OMEPRAZOL CAP 20MG/MCG DISP 10X7 VARG,25616,7592349001136,8.43,score_bajo
ONDAZIN AMP 8MG/4ML X 10 BLUE/M,50584,7598127002081,21.19,sin_candidato
"OPAT SOL OFT 0,1% 5ML L.O",91031,7591196003942,10.02,score_bajo
OPRANEX CAP 20MG X30 BLUE/M,23879,7598127001176,2.36,sin_candidato
OPRANEX PVO LIOF INY 40MG X1 BLUE/M,26370,7598127000629,1.58,sin_candidato
"ORALZINC PVO 23,21G COCO SOB X1 VARG",51830,7592349722291,5.27,score_bajo
ORALZINC SOB MANDA X1 ZUO,98501,7591651722302,5.27,score_bajo
OROZIM COMP REC 192MG X10 BIOT,50901,7591243839739,8.04,sin_candidato
OROZIM COMP REC X20 BIOTECH,484,7591243839753,14.09,sin_candidato
OSMIXACIN SOL INY 500MG/100ML ZUZU,52593,7599608001685,3.4,sin_candidato
OSTEOVIT CAP 500MG X60 HERB,52356,7592710005633,9.62,sin_candidato
"OTAN GTS 0,10/4MG 5ML VIN",97545,7592782000567,15.27,score_bajo
OTINUV SOL GTAS 5ML NUV,50875,7581441131582,6.27,sin_candidato
"OVOREST TAB 0,15/0,03/75MG X28 CAPSUV",27852,7598055001408,4.56,sin_candidato
OXIDO D/CINC UNG 20% 30G LYA,25451,7599028000398,4.42,score_bajo
OXINORM CAP X30,2234,7591096000393,18.86,sin_candidato
OXOLAM/CITRAT JBE 50 MG/5ML X120ML LETI,11513,7591585178114,7,score_bajo
OXOLAMINA JBE PED 120ML VLM,2771,7591020001526,4.1,score_bajo
PANTALLA SOL BIO+ 50FPS COLOR CLA 60CM3,52027,7591885003826,8.43,score_bajo
PANTALLA SOL FACIAL ZOAH RETOUCH 50+ 51G,54236,7596211000654,6.75,sin_candidato
PAPAYA TAB MAST X30 G PHAR,25269,7597189000202,10.43,sin_candidato
PARACETAMOL JBE 120MG/5ML 120ML PORTU,23734,7750215575819,3.77,score_bajo
PARAISO JBE 120ML RECETT,14405,7594001450948,3.86,sin_candidato
PARKEN TAB 25MG/250MG X30 MEY,25230,7707355056197,25.47,score_bajo
PARTY SMART CAP DISP X10,54486,8901138510824,26.65,sin_candidato
PASIFLORA JBE 120ML ARC IRIS,22828,7592946012788,5.71,sin_candidato
PASIFLORA JBE 120ML RECETT,14401,7594001450962,3.86,sin_candidato
PASIFLORA/VALERIANA JBE S/AZUCAR X 120ML,28835,7594001455844,4.19,score_bajo
PASIM FEM COMP REC 20MG/400MG X10 MEG,54299,7591619001494,7.21,score_bajo
PASOLAX PVO SOL ORAL 100G MEY,22870,7592601303138,6.95,score_bajo
"PATADINE PLUS SOL OFT 0,2% 5ML DIEMA",28202,7750778000773,13.08,sin_candidato
"PATALON SOL OFT 0,1% 5ML CAPSUV",23352,7598055000203,7.13,sin_candidato
PATFLUX PVO LIOF SOL INY 40MG X1 ALESS,53071,7597758001678,1.64,score_bajo
"PAXIL CR TAB/LIB PRO 12,5MGX 30",93875,5050278003666,26.86,score_bajo
PEGA BARRA 9G X2,26750,7453086116784,1.59,sin_candidato
PEGA BARRA SOLITA 15G,18854,7591147210153,1.59,sin_candidato
PEGA BARRA SOLITA 8G,99934,7591147210085,1.04,sin_candidato
PEKAGRA GEL ORAL 100MG CEREZ SOB X1 FC,53788,7593090003431,1.49,sin_candidato
PENASTIM AMP IV 500MG/500MG X1 ALESS,20703,75971199,10.6,score_bajo
PENTAMAG CAP X60 ARC IRIS,52077,7592946001768,11.43,sin_candidato
PENTOXIFILINA TAB/REC 400MG X 30 ANGELUS,28576,7598677000261,13.53,score_bajo
PEPITO DISP 25G X12,18157,7591206285252,7.08,sin_candidato
PEPITO MUNDO MARINO DISP 25G X12,18206,7591206016214,7.08,sin_candidato
PEREBRON JBE PED 120ML ELM,5257,7591062011200,4.08,score_bajo
PEREBRON JBE PED MIEL/LIMON 120ML ELM,5105,7591062011262,4.05,score_bajo
PERMADOL TAB REC 600MG/4MG X10 ANG/H,52909,7598176001103,4.7,sin_candidato
PERTEN CREM 1% 20G MEY,91059,7592601101154,10.13,score_bajo
PHARMAFET TAB LP 500MG X30 CR MT,53034,7502226297262,11.04,sin_candidato
PHARMAFET TAB LP 750MG X30 CR MT,53035,7502226297279,14.66,sin_candidato
PHARMORAT FORTE CAP BLD 100MG X20 LETI,93256,7591585114778,19.49,score_bajo
PIEMONTE COMP MAST 4MG X30 EURO,53520,7891317036430,5.69,sin_candidato
PIMATINA TAB/REC 200MG X30 CLEO,25672,7598677000049,7.81,sin_candidato
PING PONG 30G DISP X16,54288,7591016106709,17.76,sin_candidato
PINVEX SOL 10ML COFA,4385,7591818111055,7.19,score_bajo
PIRA GINKGO BILOBA CAP X60 HERB,99642,7592710000799,13.18,sin_candidato
PIRA/GINKGO BILOBA CAP X 30 HERB,29213,7592710004094,11.56,sin_candidato
PIRULIN CHOCO DISP 16G X25,51242,7591675012984,11.38,sin_candidato
PIRULIN CHOCOLATE DISP X12 60G,51246,7591675004781,23.88,score_bajo
"PLAN B TAB 0,75MG X2 UNIPH",53765,7598852000642,1.56,sin_candidato
"PLANIFERT COMP REC 2MG/0,03MG X21 CR CCM",21148,7401078900033,17.88,score_bajo
PLEXAMIN JBE 120ML MEY,2944,7592601200413,6.56,score_bajo
PLIDAN COMPUESTO COM REC 10/125MGX20 MEG,54271,7591619001142,22.86,score_bajo
PLIDAN COMPUESTO COM/REC 125MG/10MG X 5,29268,7591619001135,6.36,score_bajo
PLIDAN SOL GTS 10MG 20ML MEG,99453,7591619517940,10.93,score_bajo
POENBIOTIC SUS OFT 0.3/0.1% X 5 ML,9871,7795368055153,9.74,score_bajo
POENKERAT SOL OFT  0.5% 5ML MEG,4353,7795368001761,9.09,score_bajo
POENTOBRAL GEL 5G MEG,2464,7795368001846,19.91,score_bajo
POENTOBRAL PLUS SOL OFT 5ML MEG,1994,7795368001792,7.14,score_bajo
POENTOBRAL SOL OFT 5ML MEG,1992,7795368001785,6.99,score_bajo
POLIAMIN SOL INY 10% 500ML BHR,11096,7592637001367,48.36,score_bajo
POLIFIX ADH CREM PROTESIS DENT 40G,50996,7592348647113,8.39,sin_candidato
POTASSIUM CITRATE CAP X 180 NOW,50664,733739014481,22.44,sin_candidato
POWERZERO CAP X60 HERB,52364,7592710005602,13.29,sin_candidato
PREBIOTIC OVUL CUMLAUDE LAB X10 MANCENT,51031,8428749884408,33.59,sin_candidato
PREDCORT JBE 3MG/5ML 60ML ZUZU,52596,7599608003429,3.64,sin_candidato
PREDNISONA SUSP 5MG/5ML 60ML PORTU,25016,7750215007433,3.47,score_bajo
PREGATAN TAB 75MG X30 ZORIAK,21971,7599112000099,7.88,score_bajo
"PREVEGINAT COMP REC 0,075MG X28 CR CCM",21149,7401078900194,9.05,score_bajo
PREVERAL C/DEXTRO JBE REFORM 120ML VARG,99589,7592349001549,5.66,score_bajo
PREVIR-EM  TAB 300MG/200MG X 30,30344,7599112000310,32.17,sin_candidato
PRIDE AER CUIDADO D/MUEBLES LIMON 360ML,53461,7591005006928,6.16,score_bajo
PROBIOCONZINC PVO 2B UFC SOB 1G X10,52061,7599558000202,7.86,sin_candidato
PROBIOLITOS SOB 1G FRESA X10 BIOF,52151,7599558000219,7.74,score_bajo
PROBIOTICO-10 CAP 25 BILLONES X 50,50455,733739029263,43.77,sin_candidato
PROBIOTICS/PREM CAP 25B X60 PHARMAC,50715,0787790471158,21.17,sin_candidato
PROCILUS SOB 1G X10 MMF,23226,7709031877546,16.18,sin_candidato
PROCTOGEL CREM TOP C/APLIC 30G CCM,53444,7800004348008,19,sin_candidato
PROGEST CAP BLD 200MG X30 ZUO,26548,7591651001353,37.44,sin_candidato
"PROLARDII SOB 1,3G X10 MMF",21696,7709137132242,18.35,sin_candidato
PROMEDINA JBE 120ML VARG,12095,7592349723489,5.61,score_bajo
PROSILOD CAP 8MG X 30,29530,7599112000273,15.28,sin_candidato
PROSPAN JBE 100ML MEG,1385,4104480705113,10.78,sin_candidato
PROSTAPLANT CAP 500MG X30 HERB,24105,7592710004100,10.78,sin_candidato
PROSTAPLANT CAP 500MG X60 HERB,99672,7592710000805,12.86,sin_candidato
PROSTINAT CAP 300MG X60 NAT PREM,24532,7592430000680,9.69,sin_candidato
PROT SOL BIOS MAXPRO GEL T/CLAROX 50ML,29665,7595481000296,15.61,sin_candidato
PROT SOL BIOS MAXPRO GEL T/MED X 50ML,29664,7595481000319,15.01,sin_candidato
PROT SOL DERNIER SPRAY ADU 200ML,18305,7596548002000,8.03,sin_candidato
PROT SOL NIVEA SUN SWI/PLAY FPS50+ 150ML,29502,4005808944385,18.18,sin_candidato
PROT SOL SKIN FORLLED FPS 25 60 G,16267,7591485002809,8.58,sin_candidato
PROT SOL SKIN FORLLED FPS 40 60 G,16268,7591485002779,10.95,sin_candidato
PROT SOL UMBRELLA CREM SPORT ACTIV X170G,29560,7703281020332,42.73,sin_candidato
PROT SOL UMBRELLA MUY RESIST/AGUA 170G,50058,7703281021162,43.25,sin_candidato
PROT SOLAR DERNIER GEL 50+ X 50G,28948,7598084000922,7.24,sin_candidato
PROT/SOLAR DERNIER CREM SPF50 BABY X160G,50317,7598084001134,8.38,sin_candidato
PROT/SOLAR DERNIER CREM SPF50 BABY X50G,50316,7598084001189,5.06,sin_candidato
PROT/SOLAR DERNIER PVO SPF45 DARK 7G,50315,7598084001158,9.51,sin_candidato
PROT/SOLAR DERNIER PVO SPF45 LIGHT 7G,50313,7598084001141,9.51,sin_candidato
PROT/SOLAR DERNIER PVO SPF45 MEDIUM 7G,50314,7598084001165,9.51,sin_candidato
PROT/SOLAR DERNIER PVO SPF45 TRANSLUC 7G,50312,7598084001172,9.51,sin_candidato
PROTEC SOL DERMOX HYDR SPF50 90ML,51396,7590005185268,9.08,sin_candidato
PROTEC SOL FACIAL DERMOX HYDR SPF60 50ML,51395,7590005185251,9.08,sin_candidato
PROTEC SOL LOREAL UV DEF FLUID FPS50 40G,52874,7899706188340,29.51,sin_candidato
PROTECTOR/SOL AFELIUS EXPERT 50SPF 60G,53616,7707355056838,21,sin_candidato
PROTECTOR/SOL AFELUIS MEN 50SPF 60G,53617,7707355056821,17.58,sin_candidato
PROTECTOR/SOL BARRA AUSTRALIAN GOLD FP50,53329,54402330982,13.86,sin_candidato
PROTECTOR/SOL BRUCEN HYDRO AC HIALUR 50G,27371,7592090000426,30.98,score_bajo
PROTECTOR/SOL BRUCEN ROSTRO/CUELLO 50G,15110,7592090000143,13.27,sin_candidato
PROTECTOR/SOL CORP BRUCETIN 80G,19132,7592090001348,19.14,sin_candidato
PROTECTOR/SOL CREM BRUCEN 100G,16763,7592090000150,22.88,sin_candidato
PROTECTOR/SOL CREM UMBRELLA SPF50 60G,31043,7703281001461,22.6,sin_candidato
PROTECTOR/SOL FACIAL VERABELL 60ML,53091,7599561000121,10.36,sin_candidato
PROTECTOR/SOL FACIAL ZOAH A/EDAD 50ML,21588,7596211001118,6.24,sin_candidato
PROTECTOR/SOL GEL UMBRELLA 60G,30803,7703281001454,20.91,sin_candidato
PROTECTOR/SOL GEODERM SPF30 MINERAL 50ML,50893,8436010011484,31.89,sin_candidato
PROTECTOR/SOL GEODERM SPF50 MINERAL 50ML,50892,8436599450131,35.06,sin_candidato
PROTECTOR/SOL HIDRAT NIVEA SPF50+ 200ML,26453,4005900259615,17.73,sin_candidato
PROTECTOR/SOL NIVEA SUN KIDS FPS50 125ML,27974,4005808944200,13.09,score_bajo
PROTECTOR/SOL SPRAY UMBRELLA SPF50 120G,15642,7703281001447,35.71,sin_candidato
PROTOSULFIL CREM 30G MEG,5047,7591955001486,10.52,score_bajo
PROVIM GRAG X20 PLX,6879,7594001100164,6.73,sin_candidato
PROVUNI TAB 10MG X28 UNIPH,51065,7598852001076,3.71,sin_candidato
PROVUNI TAB 5MG X30 UNIPH,51064,7598852001069,2.55,sin_candidato
PROXIME COMP REC 750MG X5 LETI,8044,7591585119773,16.97,score_bajo
PROXON COMP/REC 10MG/125MG X5 FC PHARMA,54535,7593090003806,4.81,sin_candidato
PRUEBA D/OVUL NATALCARE X10,52060,723592773366,11.45,sin_candidato
PRULAX TAB REC 1MG X30 FC,50880,7593090002946,13.25,sin_candidato
PULMOLIX PVO 600MG NAR SOB X10 MMF,53758,7592454004282,20.97,sin_candidato
PURICOL SOB X4 CR 2N,54412,54412,14.18,sin_candidato
PVO RINTI A/PULGA 100G,21906,7591635000600,6.14,sin_candidato
PVO/BASE FIT ME FRESH TINT SPF 05,50672,6902395830542,13.84,score_bajo
QLAIRA COMP REC X28 AVPH,28271,7795320051261,27.76,score_bajo
QUANOX CREM 1% 30G SIEG,51331,7707355057873,8.68,sin_candidato
QUANOX SOL GTS 0.6% 5ML MEY,20422,7707355054995,15.13,sin_candidato
QUERCETOL TAB 500MG X10 MEY,26895,7707355052588,23.23,sin_candidato
QUINCHONCHO CAP 300MG X60 NAT PREM,13356,7592430000161,5.73,sin_candidato
QUINCHONCHO CAP 300MG X90 ARC IRIS,7043,7592946000099,10,sin_candidato
QUINOCORT SUSP OFT 5ML L.O,4594,7591196002273,20.17,score_bajo
QUINOFTAL SOL OFT 5ML L.O,9531,7591196000439,18.54,score_bajo
"QUINOMAX SOL OFT 0,50% 5ML L.O",8458,7591196003416,19.04,score_bajo
QUINOTIC HC SUSP OTICA 5ML L.O,1661,7591196000637,15.38,score_bajo
RABANO YODADO JBE 120ML ARC IRIS,92594,7592946012801,8.57,sin_candidato
RABANO YODADO JBE 120ML RECETT,20899,7594001451112,3.51,sin_candidato
RAID MAX AER 360ML,15373,7591005004382,5.99,sin_candidato
RANIFLUX COMP REC 150MG X10 ALESS,52775,7597758001692,2.94,sin_candidato
RANIFLUX COMP REC 150MG X30 ALESS,52776,7597758001708,7.47,sin_candidato
RASALIT TAB 1 MG X 30,30350,7599112000303,18.02,sin_candidato
RECOLECTOR D/ORINA BRIUT PED 100ML X100,24383,0723592772581,38.96,sin_candidato
REFLUXYL SUSP ORAL 120ML ZUO,13504,7591651722937,11.35,score_bajo
REFLUXYL SUSP ORAL 240ML VARG,51758,7592349001877,12.96,score_bajo
REGULADOR D/FLUJO PLUSMEDIC C/GOTAS X 25,50538,7597467002003,61.02,sin_candidato
RENALOF CAP X90 AVPH,52039,8470001536051,37.66,sin_candidato
RENANGIO TAB 80MG X10 ZORIAK,17860,8904159613673,6.43,sin_candidato
REPELENTE AER OFF FAMILY 170G,30028,7501032927202,6.9,sin_candidato
REPELENTE CREM AVISPA 100G,46928,7591635000198,3.38,sin_candidato
REPELENTE CREM AVISPA KIDS 100G,52193,7591635001027,4.88,sin_candidato
REPELENTE CREM OFF FAMILY 60G,23190,7591005996632,2.35,sin_candidato
REPELENTE DERNIER LOC SKINSEPT 200 G,16694,7596548000648,2.48,sin_candidato
REPELENTE OFF EXTRA DURACION AER 170G,28673,7501032911454,8.21,sin_candidato
RESECAL PVO 10MG SOB X10 DISK,54046,7840274608280,15.74,score_bajo
"RESEQUIL LOC/TOPICA 0,1% X 10ML",50509,7591196006592,11.68,score_bajo
RESVERAT/NAD CAP 400/200MG X60 NAT PREM,54491,7592430000888,15.58,sin_candidato
RESVERATROL COMPLEX CAP 500MGX30 PHARMAC,53755,53755,15,score_bajo
RESVERATROL NAD+VID CAP 125MG X60 HERB,53122,7592710005923,20.73,sin_candidato
RESVIDOX + NAD CAP BLD X30 ARCO IRIS,54362,7592946001799,26,sin_candidato
REVERSAIR TAB 4MG X10 CAPSUV,23344,7598055000500,2.81,sin_candidato
RHELEN GEL ARNICA PLUS TARRO 250G INTERV,90756,7593434000089,5.32,sin_candidato
RHELEN GEL ROLLON ARNICA PLUS 90G INTERV,90757,7593434000164,2.6,sin_candidato
RIBEX COMP REC 10MG X30 EURO,53088,7891317035259,21.57,sin_candidato
RIDAL COMP REC 1MG X20 MEG,90076,7594000491669,7.01,score_bajo
RIFAMICINA SOL ATOM 1% 25ML CR ZUK,23696,7840282039298,14.76,sin_candidato
RIFENDI COMP REC 200MG X10 ZUOZ,52798,7591651002237,12.96,sin_candidato
RIFENDI COMP REC 550MG X10 ZUOZ,52797,7591651002244,32.42,sin_candidato
RINGER LACTATO SOL #19 500ML BHR,15338,7592637005051,4.79,score_bajo
RINGER LACTATO SOL 500ML ZUZU,52597,7599608002903,2.41,score_bajo
RINGER LACTATO SOL INF 500ML BLUE/M,53794,7598127002456,1.99,score_bajo
"RINIFLU SOL ORAL 2,5MG/5ML 60ML BIOTECH",54314,7591243844702,6.15,score_bajo
RIÑOHEPATOL CAP X60 WALF,28377,7592710005206,11.84,sin_candidato
RISPERDON SUSP ORAL 1MG/ML 20ML PROV,52460,8904180217802,3.51,sin_candidato
RIVAPROF COMP REC 10MG X30 VLM,51137,7591020009621,12.78,score_bajo
RIVAPROF COMP REC 15MG X30 VLM,51138,7591020009638,15.52,score_bajo
RIVAREX COMP REC 10MG  X30 DLR,52904,7592803004284,10.93,score_bajo
RIVAREX COMP REC 15MG X30 DLR,52905,7592803004291,13.17,score_bajo
RIXIGAL PVO SUSP 100MG/5ML 100ML PHARME,24650,7703763638208,24.64,score_bajo
RIXIGAL TAB REC 400MG X10 PHARME,53842,7703763869756,21.52,score_bajo
ROCARNIN SOL 10% 120ML RNV,24130,7592806121063,3.88,sin_candidato
ROCARNIN SOL 10% 180ML RNV,98389,7592806121049,7.29,sin_candidato
RONAVIT AMP 2ML X1 RNV,51283,7592806114010,2.84,score_bajo
RONAVIT VIT B12/B1/B6 CAP X20 RNV,24643,7592806131116,5.2,score_bajo
RONIPRAZOL SOB 10G X10 RNV,53226,7592806132113,13.91,sin_candidato
RONIPRAZOL TAB 20MG X14 RNV,54043,7592806134179,5.63,sin_candidato
RONIPRAZOL TAB 40MG X14 RNV,54044,7592806134186,6.47,sin_candidato
ROSUVASTATINA TAB REC 10MG X30 PHARMA,52114,7593352000062,4.21,score_bajo
ROSUVASTATINA TAB REC 20MG X30 PHARMA,52113,7593352000123,6.92,score_bajo
ROVARTAL COMP REC 10MG X30 MEG,9989,7591619518190,14.03,score_bajo
ROVARTAL COMP REC 20MG X30 MEG,96276,7591619518930,19.87,score_bajo
"ROWELUK COM/MAST 5MG/2,5MG X 10",28868,7591619000848,5.19,score_bajo
"ROWELUK COM/MAST 5MG/2,5MG X 30",28869,7591619000855,11.69,score_bajo
ROWELUK ULTRA COM/REC 10MG/5MG X 10,28891,7591619000824,6.49,score_bajo
ROWETOS JBE 7MG/ML 200ML MEG,52514,7460536574414,13.9,sin_candidato
ROWETOS JBE 7MG/ML 80ML MEG,52745,7460536574407,6.23,sin_candidato
RUBIZON TAB REC 20MG X35 COFA,54290,7591818000526,9.48,score_bajo
RUBLOX TAB/REC 10MG X 30,50752,7591243845808,12.99,score_bajo
RUBLOX TAB/REC 20MG X 30,50753,7591243845860,20.66,score_bajo
RYNAMED FORTE TAB 250/400/65MG X10 FMED,50988,8906188190040,2.02,score_bajo
SABE MIEL JBE BERR EUCALIP 180ML BIOFAR,16674,7592710001031,4.55,score_bajo
SABE MIEL JBE CEBOLLA MORAD 180ML BIOFAR,16673,7592710001048,4.55,score_bajo
SABE MIEL JBE PLUS 180ML BIOFAR,16676,7592710001062,4.55,score_bajo
SABILA CAP X60 HERB,24259,7592710000997,10.26,sin_candidato
SABILA JBE 120ML CHEM/S,8986,7557956330048,5.82,sin_candidato
SABILADERM CREM BABY A/PAÑALITIS 65G COH,14184,7592512001925,5.63,sin_candidato
SABILAX CAP 400MG X60 WALF,28380,7592710005169,10.8,sin_candidato
SACUBITRILO/VAL TAB REC 100MG X30 ARVEST,50770,8908020242177,22.8,score_bajo
SACUBITRILO/VALSA TAB REC 50MGX30 CRDIST,53386,7598252002093,45.25,score_bajo
SACUMIC COMP REC 100MG X30 MEG,54296,7730969309359,33.77,score_bajo
SACUMIC COMP REC 50MG X30 MEG,54298,7730969309342,25.97,score_bajo
SACUTAN COMP REC 50MG X30 ZUOZ,51393,7591651002176,30.88,sin_candidato
SAL D/EPSOM SOB 20G BIOF,94713,7591616001619,1.35,sin_candidato
SAL D/FRUTA MAKENO PVO EFERV NAR X10 BIU,50809,8904255500136,3.9,sin_candidato
SAL D/HIGUERA SOB 20G BIOF,94714,7591616001633,1.35,sin_candidato
"SALBUROL SOL INH 0,5% X20 VLM",9854,7591020001625,8.94,score_bajo
"SALBUTAMOL SOL INH 0,5% 5MG/ML 20ML DIST",52481,7598252001829,10.08,score_bajo
SALBUTAMOL SOL INH 5MG/ML 15ML L.O,4326,7591196002303,9.87,score_bajo
"SALES D/REHIDRAT SOB 20,5G X10 KMP",53472,6921875011967,10.41,score_bajo
SALICIS CREM 1% 20G BOOZ,20710,7597072001194,4.6,sin_candidato
"SALINAX SOL NASAL 0,9% 50ML CLX",53798,7591519001846,6.9,score_bajo
SAVER COM PVO SUSP 200MG/5ML X 37.5ML,29638,7591062010227,5.95,score_bajo
SAW PALMETTO CAP 300MG X60 ARC IRIS,18761,7592946169673,13.51,sin_candidato
SAZONATODO MAGGY DISP 35G X15,20474,7591016204535,10.98,sin_candidato
SECNIDAZOL COMP REC 1G X2 GENVEN,52517,7591585175106,5.33,score_bajo
SEDACONS SOL IV 100MCG/2ML X 1,50706,7592637000131,10.9,score_bajo
SEDIVAL TAB X30 MEY,2473,7592601100836,8.99,sin_candidato
SELENIUM TAB 100MCG X100 NOW,28242,733739014801,13.19,sin_candidato
"SENOCOLAX TAB 8,6MG/50MG X10 TIAR",52454,198715553222,2.81,sin_candidato
"SENOKOT/DOCUSATO TAB REC 8,6/50MGX10 FAR",16659,7591821210295,3.74,sin_candidato
SENSIBIO H2O SOL 100ML,92752,3701129812075,24.1,sin_candidato
SERUM CLARESS CAP CERABLEND A/EDAD X30,50954,7596811000450,19.3,sin_candidato
SERUM CLARESS CAP CITRALICIOUS X30,50953,7596811000467,19.3,sin_candidato
SERUM CLARESS CAP RETINOL ADVANCE X30,50952,7596811000443,19.3,sin_candidato
SERUM PROTECTOR/SOL FACIAL VERABELL 30ML,52919,7599561000138,10.5,sin_candidato
SET INFUSION BRIUTCARE PED 60G,26586,0723592773076,1.45,score_bajo
SIGTIPHIN COMP REC 200MG X10 MEY,99430,7592601301639,8.78,score_bajo
SIGTIPHIN COMP REC 200MG X20 MEY,99429,7592601301646,15.99,score_bajo
SILICONA BARRA GRUESA 20CM X6,26756,7453086101797,4.03,sin_candidato
SILVEDERMA CREM 1% X 50G,28865,7591096000140,12.4,score_bajo
SILVEDERMA CREM TOPICA 500G MDF,11414,7591096000072,47.35,score_bajo
SIMETICONA SALUDX CAP 125MG X 10 RJR,28592,7894164009657,3.49,score_bajo
SIMULTAN COMP REC 50MG/850MG X30 DLR,52757,7592803004321,17.71,score_bajo
SINALER M TAB REC 5MG/10MG X30 ALESS,52533,7597758001340,7.58,sin_candidato
SINALER TAB 5MG X10 ALESS,52534,7597758001364,1.18,sin_candidato
SINGRASS CAP X60 NAT PREM,26589,7592430000765,6.75,sin_candidato
SINMEGAS CAP BLD 125MG X20 SIEG,53113,7592601000679,7.91,score_bajo
SINMEGAS CAP BLD 125MG X30 SIEG,53114,7592601000686,11.64,score_bajo
SINUTIL CAP BLD DIA 500MG/10MG/2MGX10 FC,9102,7593090000010,4.79,score_bajo
SINUTIL CAP BLD NOCH 500/2MG X5 FC,16377,7593090000744,2.82,score_bajo
SINUTIL JBE 90ML VIN,97498,7592782000895,5.79,score_bajo
SINUX TAB/REC 5MG/60MG X 10,29781,7592454003902,5.7,sin_candidato
SITAGLIP/METFOR TAB 50/1000MG X30 PHARMA,52115,7593352000055,9.09,sin_candidato
SITAMET TAB/REC 50MG/500MG X 10,28502,7591020009249,8.1,score_bajo
SITAMET TAB/REC 50MG/500MG X 30,28503,7591020009256,20.33,score_bajo
SITAMET TAB/REC 50MG/850MG X 30,28420,7591020009270,23.14,score_bajo
SITOMET TAB 50MG/500MG X10 CAPSUV,23370,7598055000845,9.19,sin_candidato
SOL BACTERICIDA IODINEX 120ML,51941,7599971000018,6.22,sin_candidato
"SOL CHLORHEXIDEX C/VALVULA 0,3% X250ML",50352,7591404003856,17.16,sin_candidato
SOL FISIOL GTS 15ML CHEM/S,1250,7557656321087,1.81,sin_candidato
SOL ISOT CLOR SOD 500ML #16 BHR,92362,7592637001121,3.06,sin_candidato
SOL JABONOSA ADEMINA 190ML,16802,7591844000606,2.6,sin_candidato
SOL LIMP DERNIER BABY P/CABELLO 200 ML,15665,7596049000109,2.81,sin_candidato
SOL LIMP DERNIER BABY P/LA PIEL 200 ML,15664,7596049000093,2.79,sin_candidato
SOL LIMP DERNIER FACIAL 200 ML,15660,7596049000192,3.31,sin_candidato
SOL LIMP DERNIER P/HIGIENE INTIMA 200 ML,15668,7598084001325,3.26,sin_candidato
SOL LIMP DERNIER P/MANOS Y CUERPO 200 ML,15659,7596049000222,2.45,sin_candidato
SOL OQ KERR FASTCLEAN 110ML,20682,7597906000027,3.31,sin_candidato
