ef,sku,nombre_antes,nombre_despues,forma,frase_quitada,flag
E.F.40.192,ME40192,ANTIFOM 160 mg COMPRIMIDOS RECUBIERTOS X 10 recubierta,ANTIFOM 160 mg X 10 COMPRIMIDOS RECUBIERTOS,COMPRIMIDOS,COMPRIMIDOS RECUBIERTOS,limpio
E.F.40.266,ME40266,ANTILAX PLUS 2 mg - 125 mg CAPSULAS X 10 tabletas,ANTILAX PLUS 2 mg - 125 mg X 10 CAPSULAS,CAPSULAS,CAPSULAS,limpio
E.F.43.225,ME43225,APIRET FORTE 650 mg TABLETAS X 10 tabletas,APIRET FORTE 650 mg X 10 TABLETAS,TABLETAS,TABLETAS,limpio
E.F.43.224,ME43224,APIRET 500 mg TABLETAS X 10 tabletas,APIRET 500 mg X 10 TABLETAS,TABLETAS,TABLETAS,limpio
E.F.42.943,ME42943,APIRETFLU DIA GRANULADO X 6 sobre,APIRETFLU DIA X 6 GRANULADO,GRANULADOS,GRANULADO,limpio
E.F.44.489,ME44489,"APITENA 2,5 mg COMPRIMIDOS RECUBIERTOS X 30 comprimidos","APITENA 2,5 mg X 30 COMPRIMIDOS RECUBIERTOS",COMPRIMIDOS,COMPRIMIDOS RECUBIERTOS,limpio
E.F.43.847,ME43847,APIBLOTAN 5mg TABLETAS RECUBIERTAS X 60 tabletas,APIBLOTAN 5mg X 60 TABLETAS RECUBIERTAS,TABLETAS,TABLETAS RECUBIERTAS,limpio
E.F.42.366,ME42366/3,APLACAL 750 mg TABLETAS MASTICABLES SABOR A BANANA X 80 masticable,APLACAL 750 mg X 80 TABLETAS MASTICABLES SABOR A BANANA,TABLETAS,TABLETAS MASTICABLES SABOR A BANANA,limpio
E.F.42.366,ME42366/2,APLACAL 750 mg TABLETAS MASTICABLES SABOR A BANANA X 10 masticable,APLACAL 750 mg X 10 TABLETAS MASTICABLES SABOR A BANANA,TABLETAS,TABLETAS MASTICABLES SABOR A BANANA,limpio
E.F.43.975,ME43975,APLEXIL 550 mg TABLETAS RECUBIERTAS X 10 recubierta,APLEXIL 550 mg X 10 TABLETAS RECUBIERTAS,TABLETAS,TABLETAS RECUBIERTAS,limpio
E.F.37.211,ME37211/2,"ARANDA 2,5 mg - 50 mg CAPSULAS X 10 capsulas","ARANDA 2,5 mg - 50 mg X 10 CAPSULAS",CAPSULAS,CAPSULAS,limpio
E.F.37.211,ME37211/3,"ARANDA 2,5 mg - 50 mg CAPSULAS X 30 capsulas","ARANDA 2,5 mg - 50 mg X 30 CAPSULAS",CAPSULAS,CAPSULAS,limpio
E.F.37.212,ME37212,ARANDA 5 mg - 100 mg CAPSULAS X 10 capsulas,ARANDA 5 mg - 100 mg X 10 CAPSULAS,CAPSULAS,CAPSULAS,limpio
E.F.41.482,ME41482,ARCOVAL 60 mg TABLETAS RECUBIERTAS X 10 tabletas,ARCOVAL 60 mg X 10 TABLETAS RECUBIERTAS,TABLETAS,TABLETAS RECUBIERTAS,limpio
E.F.41.483,ME41483,ARCOVAL 90 mg TABLETAS RECUBIERTAS X 10 tabletas,ARCOVAL 90 mg X 10 TABLETAS RECUBIERTAS,TABLETAS,TABLETAS RECUBIERTAS,limpio
E.F.40.810,ME40810/3,ARESAN 20 mg TABLETAS RECUBIERTAS X 30 tabletas,ARESAN 20 mg X 30 TABLETAS RECUBIERTAS,TABLETAS,TABLETAS RECUBIERTAS,limpio
E.F.40.810,ME40810/2,ARESAN 20 mg TABLETAS RECUBIERTAS X 10 recubierta,ARESAN 20 mg X 10 TABLETAS RECUBIERTAS,TABLETAS,TABLETAS RECUBIERTAS,limpio
E.F.23.768,ME23768,ARTENOLOL 100 mg TABLETAS X 30 tabletas,ARTENOLOL 100 mg X 30 TABLETAS,TABLETAS,TABLETAS,limpio
E.F.41.487,ME41487/2,ARUDIL 15 mg TABLETAS RECUBIERTAS X 10 tabletas,ARUDIL 15 mg X 10 TABLETAS RECUBIERTAS,TABLETAS,TABLETAS RECUBIERTAS,limpio
E.F.41.487,ME41487/3,ARUDIL 15 mg TABLETAS RECUBIERTAS X 30 tabletas,ARUDIL 15 mg X 30 TABLETAS RECUBIERTAS,TABLETAS,TABLETAS RECUBIERTAS,limpio
E.F.41.488,ME41488/2,ARUDIL 20 mg TABLETAS RECUBIERTAS X 10 recubierta,ARUDIL 20 mg X 10 TABLETAS RECUBIERTAS,TABLETAS,TABLETAS RECUBIERTAS,limpio
E.F.41.488,ME41488/3,ARUDIL 20 mg TABLETAS RECUBIERTAS X 30 recubierta,ARUDIL 20 mg X 30 TABLETAS RECUBIERTAS,TABLETAS,TABLETAS RECUBIERTAS,limpio
E.F.32.453,ME32453/3,ASAPROL 81 mg COMPRIMIDOS ENTERICOS X 100 comprimidos,ASAPROL 81 mg X 100 COMPRIMIDOS ENTERICOS,COMPRIMIDOS,COMPRIMIDOS ENTERICOS,limpio
E.F.32.453,ME32453/2,ASAPROL 81 mg COMPRIMIDOS ENTERICOS X 40 comprimidos,ASAPROL 81 mg X 40 COMPRIMIDOS ENTERICOS,COMPRIMIDOS,COMPRIMIDOS ENTERICOS,limpio
E.F.42.249,ME42249,ASARAP 10 mg COMPRIMIDOS RECUBIERTOS X 30 comprimidos,ASARAP 10 mg X 30 COMPRIMIDOS RECUBIERTOS,COMPRIMIDOS,COMPRIMIDOS RECUBIERTOS,limpio
E.F.42.248,ME42248,ASARAP 15 mg COMPRIMIDOS RECUBIERTOS X 30 recubierta,ASARAP 15 mg X 30 COMPRIMIDOS RECUBIERTOS,COMPRIMIDOS,COMPRIMIDOS RECUBIERTOS,limpio
E.F.42.294,ME42294,ASARAP 20 mg COMPRIMIDOS RECUBIERTOS X 30 recubierta,ASARAP 20 mg X 30 COMPRIMIDOS RECUBIERTOS,COMPRIMIDOS,COMPRIMIDOS RECUBIERTOS,limpio
E.F.31.150,ME31150,ASCAFYL PLUS TABLETAS RECUBIERTAS X 10 grajeas,ASCAFYL PLUS X 10 TABLETAS RECUBIERTAS,TABLETAS,TABLETAS RECUBIERTAS,limpio
E.F.17.492,ME17492,ASCAFYL TABLETAS RECUBIERTAS X 10 tabletas,ASCAFYL X 10 TABLETAS RECUBIERTAS,TABLETAS,TABLETAS RECUBIERTAS,limpio
E.F.38.676,ME38676/2,ASPRINIL 81 mg TABLETAS CON RECUBRIMIENTO ENTERICO X 40 recubierta,ASPRINIL 81 mg X 40 TABLETAS CON RECUBRIMIENTO ENTERICO,TABLETAS,TABLETAS CON RECUBRIMIENTO ENTERICO,limpio
E.F.38.676,ME38676/3,ASPRINIL 81 mg TABLETAS CON RECUBRIMIENTO ENTERICO X 100 recubierta,ASPRINIL 81 mg X 100 TABLETAS CON RECUBRIMIENTO ENTERICO,TABLETAS,TABLETAS CON RECUBRIMIENTO ENTERICO,limpio
E.F.43.710,ME43710,"ASTRIMOL 2,5 mg TABLETAS RECUBIERTAS X 30 recubierta","ASTRIMOL 2,5 mg X 30 TABLETAS RECUBIERTAS",TABLETAS,TABLETAS RECUBIERTAS,limpio
E.F.33.008,ME33008,ATAMEL FORTE 650 mg TABLETAS X 10 tabletas,ATAMEL FORTE 650 mg X 10 TABLETAS,TABLETAS,TABLETAS,limpio
E.F.19.621,ME19621/2,ATAMEL 500 mg TABLETAS X 10 tabletas,ATAMEL 500 mg X 10 TABLETAS,TABLETAS,TABLETAS,limpio
E.F.19.621,ME19621/3,ATAMEL 500 mg TABLETAS X 20 tabletas,ATAMEL 500 mg X 20 TABLETAS,TABLETAS,TABLETAS,limpio
E.F.43.445,ME43445,ATAPEC 100 mg TABLETAS RECUBIERTAS X 30 tabletas,ATAPEC 100 mg X 30 TABLETAS RECUBIERTAS,TABLETAS,TABLETAS RECUBIERTAS,limpio
E.F.G.42.297,ME42297,ATENOLOL 100 mg COMPRIMIDOS X 30 tabletas,ATENOLOL 100 mg X 30 COMPRIMIDOS,COMPRIMIDOS,COMPRIMIDOS,limpio
E.F.G.25.816,ME25816,ATENOLOL 100 mg TABLETAS X 30 tabletas,ATENOLOL 100 mg X 30 TABLETAS,TABLETAS,TABLETAS,limpio
E.F.G.25.817,ME25817,ATENOLOL 50 mg TABLETAS X 30 tabletas,ATENOLOL 50 mg X 30 TABLETAS,TABLETAS,TABLETAS,limpio
E.F.G.25.982,ME25982,ATENOLOL 50 mg COMPRIMIDOS X 30 tabletas,ATENOLOL 50 mg X 30 COMPRIMIDOS,COMPRIMIDOS,COMPRIMIDOS,limpio
E.F.39.468,ME39468/2,ATORVACOF 20 mg TABLETAS RECUBIERTAS X 14 tabletas,ATORVACOF 20 mg X 14 TABLETAS RECUBIERTAS,TABLETAS,TABLETAS RECUBIERTAS,limpio
E.F.39.468,ME39468/3,ATORVACOF 20 mg TABLETAS RECUBIERTAS X 30 tabletas,ATORVACOF 20 mg X 30 TABLETAS RECUBIERTAS,TABLETAS,TABLETAS RECUBIERTAS,limpio
E.F.G.32.690,ME32690/2,ATORVASTATINA 20 mg COMPRIMIDOS RECUBIERTOS X 10 comprimidos,ATORVASTATINA 20 mg X 10 COMPRIMIDOS RECUBIERTOS,COMPRIMIDOS,COMPRIMIDOS RECUBIERTOS,limpio
E.F.G.32.690,ME32690/3,ATORVASTATINA 20 mg COMPRIMIDOS RECUBIERTOS X 14 tabletas,ATORVASTATINA 20 mg X 14 COMPRIMIDOS RECUBIERTOS,COMPRIMIDOS,COMPRIMIDOS RECUBIERTOS,limpio
E.F.G.32.690,ME32690/4,ATORVASTATINA 20 mg COMPRIMIDOS RECUBIERTOS X 30 tabletas,ATORVASTATINA 20 mg X 30 COMPRIMIDOS RECUBIERTOS,COMPRIMIDOS,COMPRIMIDOS RECUBIERTOS,limpio
E.F.G.35.911,ME35911,ATORVASTATINA 40 mg COMPRIMIDOS RECUBIERTOS X 30 comprimidos,ATORVASTATINA 40 mg X 30 COMPRIMIDOS RECUBIERTOS,COMPRIMIDOS,COMPRIMIDOS RECUBIERTOS,limpio
E.F.G.36.444,ME36444,ATORVASTATINA 20 mg TABLETAS RECUBIERTAS X 30 recubierta,ATORVASTATINA 20 mg X 30 TABLETAS RECUBIERTAS,TABLETAS,TABLETAS RECUBIERTAS,limpio
E.F.G.37.775,ME37775,ATORVASTATINA 20 mg TABLETAS RECUBIERTAS X 30 tabletas,ATORVASTATINA 20 mg X 30 TABLETAS RECUBIERTAS,TABLETAS,TABLETAS RECUBIERTAS,limpio
E.F.G.35.340,ME35340/3,ATORVASTATINA 40 mg TABLETAS RECUBIERTAS X 30 tabletas,ATORVASTATINA 40 mg X 30 TABLETAS RECUBIERTAS,TABLETAS,TABLETAS RECUBIERTAS,limpio
E.F.G.35.340,ME35340/2,ATORVASTATINA 40 mg TABLETAS RECUBIERTAS X 14 recubierta,ATORVASTATINA 40 mg X 14 TABLETAS RECUBIERTAS,TABLETAS,TABLETAS RECUBIERTAS,limpio
E.F.G.32.812,ME32812,ATORVASTATINA 20 mg TABLETAS RECUBIERTAS X 30 recubierta,ATORVASTATINA 20 mg X 30 TABLETAS RECUBIERTAS,TABLETAS,TABLETAS RECUBIERTAS,limpio
E.F.30.954,ME30954,ATRIMON 10 mg COMPRIMIDOS X 10 comprimidos,ATRIMON 10 mg X 10 COMPRIMIDOS,COMPRIMIDOS,COMPRIMIDOS,limpio
E.F.G.35.376,HO35376,ATROPINA SULFATO 1 mg / mL SOLUCION INYECTABLE X 10 solucion inyectable,ATROPINA SULFATO 1 mg / mL X 10 AMPOLLAS,INYECTABLE,SOLUCION INYECTABLE,limpio
E.F.36.259,ME36259,ATROVERAN 10mg/mL SOLUCION GOTAS X 10 recubierta,ATROVERAN 10mg/mL X 10 SOLUCION GOTAS,GOTAS,SOLUCION GOTAS,limpio
E.F.44.345,ME44345,ATROVERAN FEM 10mg-200mg COMPRIMIDOS RECUBIERTOS X 10 recubierta,ATROVERAN FEM 10mg-200mg X 10 COMPRIMIDOS RECUBIERTOS,COMPRIMIDOS,COMPRIMIDOS RECUBIERTOS,limpio
E.F.42.005,ME42005,AUPREL 90 mg COMPRIMIDOS RECUBIERTOS X 20 recubierta,AUPREL 90 mg X 20 COMPRIMIDOS RECUBIERTOS,COMPRIMIDOS,COMPRIMIDOS RECUBIERTOS,limpio
E.F.30.878,ME30878,AVELOX 400 mg COMPRIMIDOS RECUBIERTOS X 5 comprimidos,AVELOX 400 mg X 5 COMPRIMIDOS RECUBIERTOS,COMPRIMIDOS,COMPRIMIDOS RECUBIERTOS,limpio
E.F.33.902,ME33902,AXOKINE 400 mg COMPRIMIDOS RECUBIERTOS X 5 recubierta,AXOKINE 400 mg X 5 COMPRIMIDOS RECUBIERTOS,COMPRIMIDOS,COMPRIMIDOS RECUBIERTOS,limpio
E.F.33.685,ME33685/2,AZACARD 81 mg TABLETAS CON CUBIERTA ENTERICA X 30 tabletas,AZACARD 81 mg X 30 TABLETAS CON CUBIERTA ENTERICA,TABLETAS,TABLETAS CON CUBIERTA ENTERICA,limpio
E.F.33.685,ME33685/3,AZACARD 81 mg TABLETAS CON CUBIERTA ENTERICA X 60 tabletas,AZACARD 81 mg X 60 TABLETAS CON CUBIERTA ENTERICA,TABLETAS,TABLETAS CON CUBIERTA ENTERICA,limpio
E.F.33.685,ME33685/4,AZACARD 81 mg TABLETAS CON CUBIERTA ENTERICA X 100 tabletas,AZACARD 81 mg X 100 TABLETAS CON CUBIERTA ENTERICA,TABLETAS,TABLETAS CON CUBIERTA ENTERICA,limpio
E.F.36.378,ME36378/2,AZIMAKROL 1 g COMPRIMIDOS RECUBIERTOS X 2 comprimidos,AZIMAKROL 1 g X 2 COMPRIMIDOS RECUBIERTOS,COMPRIMIDOS,COMPRIMIDOS RECUBIERTOS,limpio
E.F.36.378,ME36378/3,AZIMAKROL 1 g COMPRIMIDOS RECUBIERTOS X 5 recubierta,AZIMAKROL 1 g X 5 COMPRIMIDOS RECUBIERTOS,COMPRIMIDOS,COMPRIMIDOS RECUBIERTOS,limpio
E.F.36.516,ME36516/2,AZITRODEX 500 mg TABLETAS RECUBIERTAS X 3 recubierta,AZITRODEX 500 mg X 3 TABLETAS RECUBIERTAS,TABLETAS,TABLETAS RECUBIERTAS,limpio
E.F.36.516,ME36516/3,AZITRODEX 500 mg TABLETAS RECUBIERTAS X 5 recubierta,AZITRODEX 500 mg X 5 TABLETAS RECUBIERTAS,TABLETAS,TABLETAS RECUBIERTAS,limpio
E.F.G.31.564,ME31564/3,AZITROMICINA 500mg COMPRIMIDOS RECUBIERTOS X 5 comprimidos,AZITROMICINA 500mg X 5 COMPRIMIDOS RECUBIERTOS,COMPRIMIDOS,COMPRIMIDOS RECUBIERTOS,limpio
E.F.G.31.564,ME31564/2,AZITROMICINA 500mg COMPRIMIDOS RECUBIERTOS X 3 tabletas,AZITROMICINA 500mg X 3 COMPRIMIDOS RECUBIERTOS,COMPRIMIDOS,COMPRIMIDOS RECUBIERTOS,limpio
E.F.G.42.465,ME42465,AZITROMICINA 500 mg TABLETAS RECUBIERTAS X 5 tabletas,AZITROMICINA 500 mg X 5 TABLETAS RECUBIERTAS,TABLETAS,TABLETAS RECUBIERTAS,limpio
E.F.G.34.643,ME34643,AZITROMICINA 500 mg TABLETAS RECUBIERTAS X 5 recubierta,AZITROMICINA 500 mg X 5 TABLETAS RECUBIERTAS,TABLETAS,TABLETAS RECUBIERTAS,limpio
E.F.14.109,ME14109,BACTEVAL 250 mg - 50 mg CAPSULAS X 24 capsulas,BACTEVAL 250 mg - 50 mg X 24 CAPSULAS,CAPSULAS,CAPSULAS,limpio
E.F.35.252,ME35252,BACTRON FORTE 160 mg - 800 mg TABLETAS X 10 tabletas,BACTRON FORTE 160 mg - 800 mg X 10 TABLETAS,TABLETAS,TABLETAS,limpio
E.F.18.573,ME18573,BACTRON 80 mg - 400 mg TABLETAS X 20 tabletas,BACTRON 80 mg - 400 mg X 20 TABLETAS,TABLETAS,TABLETAS,limpio
E.F.29.957,HO29957,BEHKACIN 500 mg / 2 mL SOLUCION INYECTABLE X 1 inyectable,BEHKACIN 500 mg / 2 mL X 1 AMPOLLAS,INYECTABLE,SOLUCION INYECTABLE,limpio
E.F.21.687,ME21687,BENDAMEN 100 mg TABLETAS X 6 tabletas,BENDAMEN 100 mg X 6 TABLETAS,TABLETAS,TABLETAS,limpio
E.F.25.332,ME25332,BENFLUX 30 mg TABLETAS X 20 tabletas,BENFLUX 30 mg X 20 TABLETAS,TABLETAS,TABLETAS,limpio
E.F.39.719,ME39719,"BENZODIAZOL 0,25 mg - 5 mg PASTILLAS SABOR A LIMON - MIEL X 16 masticable","BENZODIAZOL 0,25 mg - 5 mg X 16 PASTILLAS SABOR A LIMON - MIEL",PASTILLA,PASTILLAS SABOR A LIMON - MIEL,limpio
E.F.16.799,ME16799,"BENZODIAZOL 0,25 mg - 5 mg PASTILLAS SABOR A MENTA X 16 masticable","BENZODIAZOL 0,25 mg - 5 mg X 16 PASTILLAS SABOR A MENTA",PASTILLA,PASTILLAS SABOR A MENTA,limpio
E.F.33.045,ME33045/2,"BENZODIAZOL 0,25 mg - 5 mg PASTILLAS SABOR A TUTTI FRUTTI X 4 dispersable","BENZODIAZOL 0,25 mg - 5 mg X 4 PASTILLAS SABOR A TUTTI FRUTTI",PASTILLA,PASTILLAS SABOR A TUTTI FRUTTI,limpio
E.F.33.045,ME33045/3,"BENZODIAZOL 0,25 mg - 5 mg PASTILLAS SABOR A TUTTI FRUTTI X 16 tabletas","BENZODIAZOL 0,25 mg - 5 mg X 16 PASTILLAS SABOR A TUTTI FRUTTI",PASTILLA,PASTILLAS SABOR A TUTTI FRUTTI,limpio
E.F.37.878,ME37878,"BETADUO 6,430 mg - 2,631 mg / mL SUSPENSION INYECTABLE X 1 inyectable","BETADUO 6,430 mg - 2,631 mg / mL X 1 AMPOLLAS",INYECTABLE,SUSPENSION INYECTABLE,limpio
E.F.16.114,HO16114,BETAGEN 4 mg / mL SOLUCION INYECTABLE X 1 solucion inyectable,BETAGEN 4 mg / mL X 1 AMPOLLAS,INYECTABLE,SOLUCION INYECTABLE,limpio
E.F.34.949,HO34949,BETAGEN 12 mg / 3 mL SOLUCION INYECTABLE X 1 inyectable,BETAGEN 12 mg / 3 mL X 1 AMPOLLAS,INYECTABLE,SOLUCION INYECTABLE,limpio
E.F.16.115,ME16115,BETAGEN SOLSPEN SUSPENSION INYECTABLE X 1 solucion inyectable,BETAGEN SOLSPEN X 1 AMPOLLAS,INYECTABLE,SUSPENSION INYECTABLE,limpio
E.F.G.38.280,ME38280,BETAHISTINA 16 mg TABLETAS RECUBIERTAS X 20 recubierta,BETAHISTINA 16 mg X 20 TABLETAS RECUBIERTAS,TABLETAS,TABLETAS RECUBIERTAS,limpio
E.F.G.36.271,HO36271/2,BETAMETASONA 4mg/mL SOLUCION INYECTABLE X 1 inyectable,BETAMETASONA 4mg/mL X 1 AMPOLLAS,INYECTABLE,SOLUCION INYECTABLE,limpio
E.F.G.36.271,HO36271/3,BETAMETASONA 4mg/mL SOLUCION INYECTABLE X 10 inyectable,BETAMETASONA 4mg/mL X 10 AMPOLLAS,INYECTABLE,SOLUCION INYECTABLE,limpio
E.F.42.551,ME42551,"BILOL 2,5 mg TABLETAS RECUBIERTAS X 10 recubierta","BILOL 2,5 mg X 10 TABLETAS RECUBIERTAS",TABLETAS,TABLETAS RECUBIERTAS,limpio
E.F.41.747,ME41747,BIOCOR AMLO 20 mg - 5 mg TABLETAS RECUBIERTAS X 30 recubierta,BIOCOR AMLO 20 mg - 5 mg X 30 TABLETAS RECUBIERTAS,TABLETAS,TABLETAS RECUBIERTAS,limpio
E.F.41.748,ME41748,BIOCOR AMLO 40 mg - 5 mg TABLETAS RECUBIERTAS X 30 recubierta,BIOCOR AMLO 40 mg - 5 mg X 30 TABLETAS RECUBIERTAS,TABLETAS,TABLETAS RECUBIERTAS,limpio
E.F.41.691,ME41691,BIOCOR 40 mg TABLETAS RECUBIERTAS X 30 recubierta,BIOCOR 40 mg X 30 TABLETAS RECUBIERTAS,TABLETAS,TABLETAS RECUBIERTAS,limpio
E.F.38.247,ME38247/2,"BIOTALOL 2,5 mg COMPRIMIDOS RECUBIERTOS X 10 recubierta","BIOTALOL 2,5 mg X 10 COMPRIMIDOS RECUBIERTOS",COMPRIMIDOS,COMPRIMIDOS RECUBIERTOS,limpio
E.F.38.247,ME38247/3,"BIOTALOL 2,5 mg COMPRIMIDOS RECUBIERTOS X 30 recubierta","BIOTALOL 2,5 mg X 30 COMPRIMIDOS RECUBIERTOS",COMPRIMIDOS,COMPRIMIDOS RECUBIERTOS,limpio
E.F.42.096,ME42096,"BIOTALOL 1,25 mg COMPRIMIDOS RECUBIERTOS X 30 recubierta","BIOTALOL 1,25 mg X 30 COMPRIMIDOS RECUBIERTOS",COMPRIMIDOS,COMPRIMIDOS RECUBIERTOS,limpio
E.F.38.403,ME38403,BIOTALOL 10 mg COMPRIMIDOS RECUBIERTOS X 30 recubierta,BIOTALOL 10 mg X 30 COMPRIMIDOS RECUBIERTOS,COMPRIMIDOS,COMPRIMIDOS RECUBIERTOS,limpio
E.F.28.126,ME28126,BIPRIN 300 mg CAPSULAS BLANDAS X 10 blanda,BIPRIN 300 mg X 10 CAPSULAS BLANDAS,CAPSULAS,CAPSULAS BLANDAS,limpio
E.F.44.259,ME44259/3,"BIPROLIL HCT 5 mg - 6,25 mg COMPRIMIDOS RECUBIERTOS X 30 recubierta","BIPROLIL HCT 5 mg - 6,25 mg X 30 COMPRIMIDOS RECUBIERTOS",COMPRIMIDOS,COMPRIMIDOS RECUBIERTOS,limpio
E.F.44.259,ME44259/2,"BIPROLIL HCT 5 mg - 6,25 mg COMPRIMIDOS RECUBIERTOS X 15 recubierta","BIPROLIL HCT 5 mg - 6,25 mg X 15 COMPRIMIDOS RECUBIERTOS",COMPRIMIDOS,COMPRIMIDOS RECUBIERTOS,limpio
E.F.G.43.626,ME43626,BISACODILO 5 mg TABLETAS GASTRORRESISTENTES X 10 tabletas,BISACODILO 5 mg X 10 TABLETAS GASTRORRESISTENTES,TABLETAS,TABLETAS GASTRORRESISTENTES,limpio
E.F.G.38.626,ME38626,BISOPROLOL FUMARATO 5 mg TABLETAS RECUBIERTAS X 30 tabletas,BISOPROLOL FUMARATO 5 mg X 30 TABLETAS RECUBIERTAS,TABLETAS,TABLETAS RECUBIERTAS,limpio
E.F.G.39.140,ME39140,"BISOPROLOL FUMARATO 2,5 mg COMPRIMIDOS RECUBIERTOS X 30 comprimidos","BISOPROLOL FUMARATO 2,5 mg X 30 COMPRIMIDOS RECUBIERTOS",COMPRIMIDOS,COMPRIMIDOS RECUBIERTOS,limpio
E.F.G.36.891,ME36891,"BISOPROLOL FUMARATO - HIDROCLOROTIAZIDA 5 mg - 6,25 mg TABLETAS X 30 tabletas","BISOPROLOL FUMARATO - HIDROCLOROTIAZIDA 5 mg - 6,25 mg X 30 TABLETAS",TABLETAS,TABLETAS,limpio
E.F.G.42.421,ME42421,BISOPROLOL FUMARATO 10 mg COMPRIMIDOS RECUBIERTOS X 30 tabletas,BISOPROLOL FUMARATO 10 mg X 30 COMPRIMIDOS RECUBIERTOS,COMPRIMIDOS,COMPRIMIDOS RECUBIERTOS,limpio
E.F.G.43.801,ME43801,BISOPROLOL FUMARATO 10 mg TABLETAS RECUBIERTAS X 30 tabletas,BISOPROLOL FUMARATO 10 mg X 30 TABLETAS RECUBIERTAS,TABLETAS,TABLETAS RECUBIERTAS,limpio
E.F.G.44.328,ME44328,BISOPROLOL FUMARATO 5MG TABLETAS RECUBIERTAS X 30 tabletas,BISOPROLOL FUMARATO 5MG X 30 TABLETAS RECUBIERTAS,TABLETAS,TABLETAS RECUBIERTAS,limpio
E.F.G.43.390,ME43390,"BISOPROLOL FUMARATO 1,25 mg TABLETAS RECUBIERTAS X 15 tabletas","BISOPROLOL FUMARATO 1,25 mg X 15 TABLETAS RECUBIERTAS",TABLETAS,TABLETAS RECUBIERTAS,limpio
E.F.40.147,ME40147/2,"BLOCAX PLUS 16 mg - 12,5 mg TABLETAS X 10 tabletas","BLOCAX PLUS 16 mg - 12,5 mg X 10 TABLETAS",TABLETAS,TABLETAS,limpio
E.F.40.147,ME40147/3,"BLOCAX PLUS 16 mg - 12,5 mg TABLETAS X 30 tabletas","BLOCAX PLUS 16 mg - 12,5 mg X 30 TABLETAS",TABLETAS,TABLETAS,limpio
E.F.41.273,ME41273/2,BLOCAX 8 mg TABLETAS X 10 tabletas,BLOCAX 8 mg X 10 TABLETAS,TABLETAS,TABLETAS,limpio
E.F.41.273,ME41273/3,BLOCAX 8 mg TABLETAS X 30 tabletas,BLOCAX 8 mg X 30 TABLETAS,TABLETAS,TABLETAS,limpio
E.F.22.761,ME22761,BLOKIUM 100 mg COMPRIMIDOS X 30 comprimidos,BLOKIUM 100 mg X 30 COMPRIMIDOS,COMPRIMIDOS,COMPRIMIDOS,limpio
E.F.35.863,ME35863,BRASARTAN 80 mg TABLETAS RECUBIERTAS X 30 capsulas,BRASARTAN 80 mg X 30 TABLETAS RECUBIERTAS,TABLETAS,TABLETAS RECUBIERTAS,limpio
E.F.42.224,ME42224/2,"BRASARTAN CTDN 80 mg - 12,5 mg TABLETAS RECUBIERTAS X 10 recubierta","BRASARTAN CTDN 80 mg - 12,5 mg X 10 TABLETAS RECUBIERTAS",TABLETAS,TABLETAS RECUBIERTAS,limpio
E.F.42.224,ME42224/3,"BRASARTAN CTDN 80 mg - 12,5 mg TABLETAS RECUBIERTAS X 30 recubierta","BRASARTAN CTDN 80 mg - 12,5 mg X 30 TABLETAS RECUBIERTAS",TABLETAS,TABLETAS RECUBIERTAS,limpio
E.F.35.864,ME35864,BRASARTAN 160 mg TABLETAS RECUBIERTAS X 30 recubierta,BRASARTAN 160 mg X 30 TABLETAS RECUBIERTAS,TABLETAS,TABLETAS RECUBIERTAS,limpio
E.F.22.276,ME22276,BREINOX 800 mg TABLETAS X 30 tabletas,BREINOX 800 mg X 30 TABLETAS,TABLETAS,TABLETAS,limpio
E.F.43.812,ME43812/2,BRESIS 600 mg COMPRIMIDOS RECUBIERTOS X 20 recubierta,BRESIS 600 mg X 20 COMPRIMIDOS RECUBIERTOS,COMPRIMIDOS,COMPRIMIDOS RECUBIERTOS,limpio
E.F.43.812,ME43812/3,BRESIS 600 mg COMPRIMIDOS RECUBIERTOS X 30 recubierta,BRESIS 600 mg X 30 COMPRIMIDOS RECUBIERTOS,COMPRIMIDOS,COMPRIMIDOS RECUBIERTOS,limpio
E.F.40.082,ME40082,BROLAT 5 mg - 30 mg TABLETAS X 10 tabletas,BROLAT 5 mg - 30 mg X 10 TABLETAS,TABLETAS,TABLETAS,limpio
E.F.G.31.206,ME31206,BROMAZEPAM 3 mg COMPRIMIDOS X 30 comprimidos,BROMAZEPAM 3 mg X 30 COMPRIMIDOS,COMPRIMIDOS,COMPRIMIDOS,limpio
E.F.G.31.207,ME31207,BROMAZEPAM 6 mg COMPRIMIDOS X 30 comprimidos,BROMAZEPAM 6 mg X 30 COMPRIMIDOS,COMPRIMIDOS,COMPRIMIDOS,limpio
E.F.41.040,ME41040,BRUDOL 200 mg - 65 mg COMPRIMIDOS RECUBIERTOS X 20 recubierta,BRUDOL 200 mg - 65 mg X 20 COMPRIMIDOS RECUBIERTOS,COMPRIMIDOS,COMPRIMIDOS RECUBIERTOS,limpio
E.F.40.856,ME40856,BRUDOL 400 mg - 65 mg COMPRIMIDOS RECUBIERTOS X 20 recubierta,BRUDOL 400 mg - 65 mg X 20 COMPRIMIDOS RECUBIERTOS,COMPRIMIDOS,COMPRIMIDOS RECUBIERTOS,limpio
E.F.19.149,ME19149,BRUGESIC 400 mg COMPRIMIDOS X 10 comprimidos,BRUGESIC 400 mg X 10 COMPRIMIDOS,COMPRIMIDOS,COMPRIMIDOS,limpio
