ef,sku,nombre_antes,nombre_despues,forma,frase_quitada,flag
E.F.G.31.747,ME31747,"CARVEDILOL 12,5 mg COMPRIMIDOS X 30 comprimidos","CARVEDILOL 12,5 mg X 30 COMPRIMIDOS",COMPRIMIDOS,COMPRIMIDOS,limpio
E.F.G.38.916,ME38916/3,"CARVEDILOL 6,5mg TABLETAS X 15 comprimidos","CARVEDILOL 6,5mg X 15 TABLETAS",TABLETAS,TABLETAS,limpio
E.F.G.38.916,ME38916/6,"CARVEDILOL 6,5mg TABLETAS X 30 comprimidos","CARVEDILOL 6,5mg X 30 TABLETAS",TABLETAS,TABLETAS,limpio
E.F.G.38.916,ME38916/4,"CARVEDILOL 6,5mg TABLETAS X 20 tabletas","CARVEDILOL 6,5mg X 20 TABLETAS",TABLETAS,TABLETAS,limpio
E.F.G.38.916,ME38916/2,"CARVEDILOL 6,5mg TABLETAS X 14 recubierta","CARVEDILOL 6,5mg X 14 TABLETAS",TABLETAS,TABLETAS,limpio
E.F.G.38.916,ME38916/5,"CARVEDILOL 6,5mg TABLETAS X 28 recubierta","CARVEDILOL 6,5mg X 28 TABLETAS",TABLETAS,TABLETAS,limpio
E.F.G.31.748,ME31748/3,CARVEDILOL 25 mg COMPRIMIDOS X 30 comprimidos,CARVEDILOL 25 mg X 30 COMPRIMIDOS,COMPRIMIDOS,COMPRIMIDOS,limpio
E.F.G.31.748,ME31748/2,CARVEDILOL 25 mg COMPRIMIDOS X 15 comprimidos,CARVEDILOL 25 mg X 15 COMPRIMIDOS,COMPRIMIDOS,COMPRIMIDOS,limpio
E.F.G.35.572,ME35572/3,"CARVEDILOL 6,25 mg TABLETAS RECUBIERTAS X 30 tabletas","CARVEDILOL 6,25 mg X 30 TABLETAS RECUBIERTAS",TABLETAS,TABLETAS RECUBIERTAS,limpio
E.F.G.35.572,ME35572/2,"CARVEDILOL 6,25 mg TABLETAS RECUBIERTAS X 20 tabletas","CARVEDILOL 6,25 mg X 20 TABLETAS RECUBIERTAS",TABLETAS,TABLETAS RECUBIERTAS,limpio
E.F.G.36.321,ME36321/2,CARVEDILOL 25 mg TABLETAS RECUBIERTAS X 14 recubierta,CARVEDILOL 25 mg X 14 TABLETAS RECUBIERTAS,TABLETAS,TABLETAS RECUBIERTAS,limpio
E.F.G.36.321,ME36321/3,CARVEDILOL 25 mg TABLETAS RECUBIERTAS X 28 recubierta,CARVEDILOL 25 mg X 28 TABLETAS RECUBIERTAS,TABLETAS,TABLETAS RECUBIERTAS,limpio
E.F.23.270,ME23270,CEBION 1 g TABLETAS EFERVESCENTES SABOR A NARANJA X 10 tabletas,CEBION 1 g X 10 TABLETAS EFERVESCENTES SABOR A NARANJA,TABLETAS,TABLETAS EFERVESCENTES SABOR A NARANJA,limpio
E.F.G.30.368,ME30368,CEFADROXILO 500 mg CAPSULAS X 10 capsulas,CEFADROXILO 500 mg X 10 CAPSULAS,CAPSULAS,CAPSULAS,limpio
E.F.G.27.532,ME27532,CEFADROXILO 500 mg CAPSULAS X 10 capsulas,CEFADROXILO 500 mg X 10 CAPSULAS,CAPSULAS,CAPSULAS,limpio
E.F.G.28.103,ME28103,CEFADROXILO 500 mg CAPSULAS X 10 capsulas,CEFADROXILO 500 mg X 10 CAPSULAS,CAPSULAS,CAPSULAS,limpio
E.F.G.42.857,ME42857,CEFADROXILO 500 mg TABLETAS X 10 tabletas,CEFADROXILO 500 mg X 10 TABLETAS,TABLETAS,TABLETAS,limpio
E.F.G.25.482,HO25482,CEFALOTINA 1 g INYECTABLE X 10 inyectable,CEFALOTINA 1 g X 10 AMPOLLAS,INYECTABLE,INYECTABLE,limpio
E.F.G.44.435,HO44435,CEFAZOLINA 1g POLVO PARA SOLUCIÓN INYECTABLE X 10 inyectable,CEFAZOLINA 1g X 10 AMPOLLAS,INYECTABLE,POLVO PARA SOLUCIÓN INYECTABLE,limpio
E.F.G.40.533,ME40533,CEFIXIMA 400 mg CAPSULAS X 5 capsulas,CEFIXIMA 400 mg X 5 CAPSULAS,CAPSULAS,CAPSULAS,limpio
E.F.G.44.329,ME44329,CEFIXIMA 400 mg TABLETAS RECUBIERTAS X 5 tabletas,CEFIXIMA 400 mg X 5 TABLETAS RECUBIERTAS,TABLETAS,TABLETAS RECUBIERTAS,limpio
E.F.G.44.129,ME44129,CEFIXIMA 400 mg TABLETAS DISPERSABLES   X 10 tabletas,CEFIXIMA 400 mg X 10 TABLETAS DISPERSABLES,TABLETAS,TABLETAS DISPERSABLES,limpio
E.F.27.816,ME27816,CEFONAX 500 mg CAPSULAS X 16 capsulas,CEFONAX 500 mg X 16 CAPSULAS,CAPSULAS,CAPSULAS,limpio
E.F.G.43.171,HO43171,"CEFOPERAZONA - SULBACTAM 1 g - 0,5 g POLVO PARA SOLUCION INYECTABLE X 1 solucion","CEFOPERAZONA - SULBACTAM 1 g - 0,5 g X 1 AMPOLLAS",INYECTABLE,POLVO PARA SOLUCION INYECTABLE,limpio
E.F.43.917,ME43917,CEFOTAS 500 mg CAPSULAS X 20 capsulas,CEFOTAS 500 mg X 20 CAPSULAS,CAPSULAS,CAPSULAS,limpio
E.F.G.33.864,HO33864,CEFTRIAXONA 1 g POLVO PARA SOLUCION INYECTABLE X 1 solucion inyectable,CEFTRIAXONA 1 g X 1 AMPOLLAS,INYECTABLE,POLVO PARA SOLUCION INYECTABLE,limpio
E.F.G.41.586,ME41586,CELECOXIB 200 mg CAPSULAS X 10 capsulas,CELECOXIB 200 mg X 10 CAPSULAS,CAPSULAS,CAPSULAS,limpio
E.F.44.307,ME44307,"CELESTREN 0,075 mg TABLETAS RECUBIERTAS X 28 tabletas","CELESTREN 0,075 mg X 28 TABLETAS RECUBIERTAS",TABLETAS,TABLETAS RECUBIERTAS,limpio
E.F.G.31.148,ME31148,CETIRIZINA DICLORHIDRATO 10 mg TABLETAS RECUBIERTAS X 10 blanda,CETIRIZINA DICLORHIDRATO 10 mg X 10 TABLETAS RECUBIERTAS,TABLETAS,TABLETAS RECUBIERTAS,limpio
E.F.G.42.717,ME42717,CETIRIZINA CLORHIDRATO 10 mg TABLETAS RECUBIERTAS X 10 tabletas,CETIRIZINA CLORHIDRATO 10 mg X 10 TABLETAS RECUBIERTAS,TABLETAS,TABLETAS RECUBIERTAS,limpio
E.F.G.27.761,ME27761,CETIRIZINA 10 mg COMPRIMIDOS RECUBIERTOS X 10 comprimidos,CETIRIZINA 10 mg X 10 COMPRIMIDOS RECUBIERTOS,COMPRIMIDOS,COMPRIMIDOS RECUBIERTOS,limpio
E.F.29.095,ME29095,CETRAL 10 mg TABLETAS X 10 tabletas,CETRAL 10 mg X 10 TABLETAS,TABLETAS,TABLETAS,limpio
E.F.G.33.334,ME33334/2,VITAMINA C 500 mg TABLETAS MASTICABLES SABOR A PIÑA X 15 blanda,VITAMINA C 500 mg X 15 TABLETAS MASTICABLES SABOR A PIÑA,TABLETAS,TABLETAS MASTICABLES SABOR A PIÑA,limpio
E.F.G.33.334,ME33334/3,VITAMINA C 500 mg TABLETAS MASTICABLES SABOR A PIÑA X 30 blanda,VITAMINA C 500 mg X 30 TABLETAS MASTICABLES SABOR A PIÑA,TABLETAS,TABLETAS MASTICABLES SABOR A PIÑA,limpio
E.F.33.112,ME33112,CIALIS 20 mg COMPRIMIDOS RECUBIERTOS X 1 tabletas,CIALIS 20 mg X 1 COMPRIMIDOS RECUBIERTOS,COMPRIMIDOS,COMPRIMIDOS RECUBIERTOS,limpio
E.F.41.522,HO41522/2,CIATAL 500 mg / 2 mL SOLUCION INYECTABLE X 1 inyectable,CIATAL 500 mg / 2 mL X 1 AMPOLLAS,INYECTABLE,SOLUCION INYECTABLE,limpio
E.F.41.522,HO41522/3,CIATAL 500 mg / 2 mL SOLUCION INYECTABLE X 9 inyectable,CIATAL 500 mg / 2 mL X 9 AMPOLLAS,INYECTABLE,SOLUCION INYECTABLE,limpio
E.F.36.631,HO36631,CICLOKAN 500 mg / 5 mL SOLUCION INYECTABLE PARA INFUSION INTRAVENOSA X 1 solucion inyectable,CICLOKAN 500 mg / 5 mL X 1 AMPOLLAS,INYECTABLE,SOLUCION INYECTABLE PARA INFUSION INTRAVENOSA,limpio
E.F.41.819,ME41819,CICLOKAN 500 mg COMPRIMIDOS RECUBIERTOS X 21 recubierta,CICLOKAN 500 mg X 21 COMPRIMIDOS RECUBIERTOS,COMPRIMIDOS,COMPRIMIDOS RECUBIERTOS,limpio
E.F.9.190,HO9190,CIFARCAINA AL 2 % SOLUCION INYECTABLE X 2 solucion inyectable,CIFARCAINA AL 2 % X 2 AMPOLLAS,INYECTABLE,SOLUCION INYECTABLE,limpio
E.F.G.43.391,ME43391,CILOSTAZOL 50 mg TABLETAS RECUBIERTAS X 30 tabletas,CILOSTAZOL 50 mg X 30 TABLETAS RECUBIERTAS,TABLETAS,TABLETAS RECUBIERTAS,limpio
E.F.G.42.967,ME42967,CILOSTAZOL 100 mg TABLETAS X 30 recubierta,CILOSTAZOL 100 mg X 30 TABLETAS,TABLETAS,TABLETAS,limpio
E.F.24.520,ME24520,CINAREN 75 mg CAPSULAS X 20 capsulas,CINAREN 75 mg X 20 CAPSULAS,CAPSULAS,CAPSULAS,limpio
E.F.24.519,ME24519,CINAREN 25 mg COMPRIMIDOS X 30 comprimidos,CINAREN 25 mg X 30 COMPRIMIDOS,COMPRIMIDOS,COMPRIMIDOS,limpio
E.F.G.35.819,ME35819,CINNARIZINA 75 mg CAPSULAS X 10 capsulas,CINNARIZINA 75 mg X 10 CAPSULAS,CAPSULAS,CAPSULAS,limpio
E.F.39.629,ME39629,PROFITIP 100 mg TABLETAS X 30 tabletas,PROFITIP 100 mg X 30 TABLETAS,TABLETAS,TABLETAS,limpio
E.F.25.520,ME25520,CIPROFLOX 500 mg TABLETAS RECUBIERTAS X 12 tabletas,CIPROFLOX 500 mg X 12 TABLETAS RECUBIERTAS,TABLETAS,TABLETAS RECUBIERTAS,limpio
E.F.G.28.283,ME28283/3,CIPROFLOXACINA 500 mg TABLETAS RECUBIERTAS X 14 recubierta,CIPROFLOXACINA 500 mg X 14 TABLETAS RECUBIERTAS,TABLETAS,TABLETAS RECUBIERTAS,limpio
E.F.G.28.283,ME28283/2,CIPROFLOXACINA 500 mg TABLETAS RECUBIERTAS X 6 recubierta,CIPROFLOXACINA 500 mg X 6 TABLETAS RECUBIERTAS,TABLETAS,TABLETAS RECUBIERTAS,limpio
E.F.G.27.827,ME27827/4,CIPROFLOXACINA 500 mg TABLETAS RECUBIERTAS X 10 tabletas,CIPROFLOXACINA 500 mg X 10 TABLETAS RECUBIERTAS,TABLETAS,TABLETAS RECUBIERTAS,limpio
E.F.G.27.827,ME27827/3,CIPROFLOXACINA 500 mg TABLETAS RECUBIERTAS X 6 tabletas,CIPROFLOXACINA 500 mg X 6 TABLETAS RECUBIERTAS,TABLETAS,TABLETAS RECUBIERTAS,limpio
E.F.G.27.827,ME27827/5,CIPROFLOXACINA 500 mg TABLETAS RECUBIERTAS X 14 tabletas,CIPROFLOXACINA 500 mg X 14 TABLETAS RECUBIERTAS,TABLETAS,TABLETAS RECUBIERTAS,limpio
E.F.G.27.827,ME27827/2,CIPROFLOXACINA 500 mg TABLETAS RECUBIERTAS X 5 tabletas,CIPROFLOXACINA 500 mg X 5 TABLETAS RECUBIERTAS,TABLETAS,TABLETAS RECUBIERTAS,limpio
E.F.G.26.487,ME26487/3,CIPROFLOXACINA 500 mg COMPRIMIDOS RECUBIERTOS X 10 tabletas,CIPROFLOXACINA 500 mg X 10 COMPRIMIDOS RECUBIERTOS,COMPRIMIDOS,COMPRIMIDOS RECUBIERTOS,limpio
E.F.G.26.487,ME26487/2,CIPROFLOXACINA 500 mg COMPRIMIDOS RECUBIERTOS X 6 tabletas,CIPROFLOXACINA 500 mg X 6 COMPRIMIDOS RECUBIERTOS,COMPRIMIDOS,COMPRIMIDOS RECUBIERTOS,limpio
E.F.G.42.422,ME42422,CIPROFLOXACINO 500 mg TABLETAS RECUBIERTAS X 10 tabletas,CIPROFLOXACINO 500 mg X 10 TABLETAS RECUBIERTAS,TABLETAS,TABLETAS RECUBIERTAS,limpio
E.F.G.30.890,ME30890,CIPROFLOXACINO 500 mg TABLETAS RECUBIERTAS X 14 tabletas,CIPROFLOXACINO 500 mg X 14 TABLETAS RECUBIERTAS,TABLETAS,TABLETAS RECUBIERTAS,limpio
E.F.G.35.266,ME35266,CITALOPRAM 40 mg TABLETAS RECUBIERTAS X 10 tabletas,CITALOPRAM 40 mg X 10 TABLETAS RECUBIERTAS,TABLETAS,TABLETAS RECUBIERTAS,limpio
E.F.G.41.565,ME41565/2,CITICOLINA 500 mg TABLETAS RECUBIERTAS X 10 tabletas,CITICOLINA 500 mg X 10 TABLETAS RECUBIERTAS,TABLETAS,TABLETAS RECUBIERTAS,limpio
E.F.G.41.565,ME41565/3,CITICOLINA 500 mg TABLETAS RECUBIERTAS X 30 tabletas,CITICOLINA 500 mg X 30 TABLETAS RECUBIERTAS,TABLETAS,TABLETAS RECUBIERTAS,limpio
E.F.G.36.822,ME36822/3,CITRATO DE CALCIO 1190 mg TABLETAS MASTICABLES SABOR A MANDARINA X 60 capsulas,CITRATO DE CALCIO 1190 mg X 60 TABLETAS MASTICABLES SABOR A MANDARINA,TABLETAS,TABLETAS MASTICABLES SABOR A MANDARINA,limpio
E.F.G.36.822,ME36822/2,CITRATO DE CALCIO 1190 mg TABLETAS MASTICABLES SABOR A MANDARINA X 30 tabletas,CITRATO DE CALCIO 1190 mg X 30 TABLETAS MASTICABLES SABOR A MANDARINA,TABLETAS,TABLETAS MASTICABLES SABOR A MANDARINA,limpio
E.F.33.790,ME33790,CALCITREX D3 1500 mg - 200 UI TABLETAS X 30 tabletas,CALCITREX D3 1500 mg - 200 UI X 30 TABLETAS,TABLETAS,TABLETAS,limpio
E.F.G.31.140,ME31140,CLARITROMICINA 500 mg TABLETAS RECUBIERTAS X 10 tabletas,CLARITROMICINA 500 mg X 10 TABLETAS RECUBIERTAS,TABLETAS,TABLETAS RECUBIERTAS,limpio
E.F.23.978,ME23978/2,"CLENBUNAL 0,020 mg COMPRIMIDOS X 10 comprimidos","CLENBUNAL 0,020 mg X 10 COMPRIMIDOS",COMPRIMIDOS,COMPRIMIDOS,limpio
E.F.23.978,ME23978/3,"CLENBUNAL 0,020 mg COMPRIMIDOS X 20 comprimidos","CLENBUNAL 0,020 mg X 20 COMPRIMIDOS",COMPRIMIDOS,COMPRIMIDOS,limpio
E.F.42.462,ME42462,CLENOSAN 90 mg COMPRIMIDOS RECUBIERTOS X 30 recubierta,CLENOSAN 90 mg X 30 COMPRIMIDOS RECUBIERTOS,COMPRIMIDOS,COMPRIMIDOS RECUBIERTOS,limpio
E.F.G.27.704,HO27704,CLINDAMICINA 600 mg / 4 mL SOLUCION INYECTABLE X 1 solucion inyectable,CLINDAMICINA 600 mg / 4 mL X 1 AMPOLLAS,INYECTABLE,SOLUCION INYECTABLE,limpio
E.F.G.44.654,ME44654,CLINDAMICINA 300 mg CAPSULAS  X 16 capsulas,CLINDAMICINA 300 mg X 16 CAPSULAS,CAPSULAS,CAPSULAS,limpio
E.F.G.31.466,ME31466,CLINDAMICINA 300 mg CAPSULAS X 20 capsulas,CLINDAMICINA 300 mg X 20 CAPSULAS,CAPSULAS,CAPSULAS,limpio
E.F.17.975,ME17975,CLODOXIN 10 mg - 100 mg COMPRIMIDOS RECUBIERTOS X 10 comprimidos,CLODOXIN 10 mg - 100 mg X 10 COMPRIMIDOS RECUBIERTOS,COMPRIMIDOS,COMPRIMIDOS RECUBIERTOS,limpio
E.F.29.523,ME29523,CLOFEN 100 mg CAPSULAS DE ACCION PROLONGADA X 10 capsulas,CLOFEN 100 mg X 10 CAPSULAS DE ACCION PROLONGADA,CAPSULAS,CAPSULAS DE ACCION PROLONGADA,limpio
E.F.G.42.956,ME42956,CLOMIFENO CITRATO 50 mg TABLETAS X 30 tabletas,CLOMIFENO CITRATO 50 mg X 30 TABLETAS,TABLETAS,TABLETAS,limpio
E.F.33.200,ME33200,"CLONATRIL 0,5 mg COMPRIMIDOS X 30 comprimidos","CLONATRIL 0,5 mg X 30 COMPRIMIDOS",COMPRIMIDOS,COMPRIMIDOS,limpio
E.F.42.084,ME42084,CLONATRIL 1 mg COMPRIMIDOS X 30 comprimidos,CLONATRIL 1 mg X 30 COMPRIMIDOS,COMPRIMIDOS,COMPRIMIDOS,limpio
E.F.33.201,ME33201,CLONATRIL 2 mg COMPRIMIDOS X 30 comprimidos,CLONATRIL 2 mg X 30 COMPRIMIDOS,COMPRIMIDOS,COMPRIMIDOS,limpio
E.F.G.38.584,ME38584,"CLONAZEPAM 0,5 mg TABLETAS X 30 tabletas","CLONAZEPAM 0,5 mg X 30 TABLETAS",TABLETAS,TABLETAS,limpio
E.F.G.38.585,ME38585,CLONAZEPAM 2 mg TABLETAS X 30 tabletas,CLONAZEPAM 2 mg X 30 TABLETAS,TABLETAS,TABLETAS,limpio
E.F.G.31.483,HO31483/2,"CLONIDINA CLORHIDRATO 0,150 mg / mL SOLUCION INYECTABLE X 2 solucion inyectable","CLONIDINA CLORHIDRATO 0,150 mg / mL X 2 AMPOLLAS",INYECTABLE,SOLUCION INYECTABLE,limpio
E.F.G.31.483,HO31483/3,"CLONIDINA CLORHIDRATO 0,150 mg / mL SOLUCION INYECTABLE X 30 tabletas","CLONIDINA CLORHIDRATO 0,150 mg / mL X 30 AMPOLLAS",INYECTABLE,SOLUCION INYECTABLE,limpio
E.F.22.956,ME22956,"CLONIPRES 0,150 mg COMPRIMIDOS X 20 comprimidos","CLONIPRES 0,150 mg X 20 COMPRIMIDOS",COMPRIMIDOS,COMPRIMIDOS,limpio
E.F.23.370,HO23370,"CLONIPRES 0,150 mg / mL SOLUCION INYECTABLE X 3 solucion inyectable","CLONIPRES 0,150 mg / mL X 3 AMPOLLAS",INYECTABLE,SOLUCION INYECTABLE,limpio
E.F.40.816,ME40816,"CLONZEP 0,5 mg TABLETAS X 30 tabletas","CLONZEP 0,5 mg X 30 TABLETAS",TABLETAS,TABLETAS,limpio
E.F.40.818,ME40818,CLONZEP 2 mg TABLETAS X 30 tabletas,CLONZEP 2 mg X 30 TABLETAS,TABLETAS,TABLETAS,limpio
E.F.39.070,ME39070,CLOPIDEX 75 mg TABLETAS RECUBIERTAS X 30 recubierta,CLOPIDEX 75 mg X 30 TABLETAS RECUBIERTAS,TABLETAS,TABLETAS RECUBIERTAS,limpio
E.F.G.34.084,ME34084/2,CLOPIDOGREL 75 mg COMPRIMIDOS RECUBIERTOS X 14 comprimidos,CLOPIDOGREL 75 mg X 14 COMPRIMIDOS RECUBIERTOS,COMPRIMIDOS,COMPRIMIDOS RECUBIERTOS,limpio
E.F.G.34.084,ME34084/3,CLOPIDOGREL 75 mg COMPRIMIDOS RECUBIERTOS X 20 tabletas,CLOPIDOGREL 75 mg X 20 COMPRIMIDOS RECUBIERTOS,COMPRIMIDOS,COMPRIMIDOS RECUBIERTOS,limpio
E.F.G.34.084,ME34084/4,CLOPIDOGREL 75 mg COMPRIMIDOS RECUBIERTOS X 30 tabletas,CLOPIDOGREL 75 mg X 30 COMPRIMIDOS RECUBIERTOS,COMPRIMIDOS,COMPRIMIDOS RECUBIERTOS,limpio
E.F.G.36.122,ME36122,CLOPIDOGREL 75 mg TABLETAS RECUBIERTAS X 14 recubierta,CLOPIDOGREL 75 mg X 14 TABLETAS RECUBIERTAS,TABLETAS,TABLETAS RECUBIERTAS,limpio
E.F.G.37.534,ME37534,CLOPIDOGREL 75 mg TABLETAS RECUBIERTAS X 30 tabletas,CLOPIDOGREL 75 mg X 30 TABLETAS RECUBIERTAS,TABLETAS,TABLETAS RECUBIERTAS,limpio
E.F.G.43.375,ME43375,CLOPIDOGREL 75 mg TABLETAS RECUBIERTAS X 30 tabletas,CLOPIDOGREL 75 mg X 30 TABLETAS RECUBIERTAS,TABLETAS,TABLETAS RECUBIERTAS,limpio
E.F.G.34.774,ME34774,CLOPIDOGREL 75 mg TABLETAS RECUBIERTAS X 30 recubierta,CLOPIDOGREL 75 mg X 30 TABLETAS RECUBIERTAS,TABLETAS,TABLETAS RECUBIERTAS,limpio
E.F.37.160,ME37160,CLOPIVAL 75 mg TABLETAS RECUBIERTAS X 30 recubierta,CLOPIVAL 75 mg X 30 TABLETAS RECUBIERTAS,TABLETAS,TABLETAS RECUBIERTAS,limpio
E.F.43.778,ME43778,CLOPTAN 75 mg TABLETAS RECUBIERTAS X 30 tabletas,CLOPTAN 75 mg X 30 TABLETAS RECUBIERTAS,TABLETAS,TABLETAS RECUBIERTAS,limpio
E.F.29.690,ME29690/3,CLORACE 500 mg - 4 mg TABLETAS X 20 tabletas,CLORACE 500 mg - 4 mg X 20 TABLETAS,TABLETAS,TABLETAS,limpio
E.F.29.690,ME29690/2,CLORACE 500 mg - 4 mg TABLETAS X 10 tabletas,CLORACE 500 mg - 4 mg X 10 TABLETAS,TABLETAS,TABLETAS,limpio
E.F.43.585,ME43585/4,DOPALEN 200 mg CÁPSULAS DE LIBERACIÓN PROLONGADA  X 30 capsulas,DOPALEN 200 mg X 30 CÁPSULAS DE LIBERACIÓN PROLONGADA,CAPSULAS,CÁPSULAS DE LIBERACIÓN PROLONGADA,limpio
E.F.43.585,ME43585/2,DOPALEN 200 mg CÁPSULAS DE LIBERACIÓN PROLONGADA  X 10 capsulas,DOPALEN 200 mg X 10 CÁPSULAS DE LIBERACIÓN PROLONGADA,CAPSULAS,CÁPSULAS DE LIBERACIÓN PROLONGADA,limpio
E.F.43.585,ME43585/3,DOPALEN 200 mg CÁPSULAS DE LIBERACIÓN PROLONGADA  X 20 tabletas,DOPALEN 200 mg X 20 CÁPSULAS DE LIBERACIÓN PROLONGADA,CAPSULAS,CÁPSULAS DE LIBERACIÓN PROLONGADA,limpio
E.F.G.34.033,ME34033,CLORTALIDONA 25 mg TABLETAS X 30 tabletas,CLORTALIDONA 25 mg X 30 TABLETAS,TABLETAS,TABLETAS,limpio
E.F.G.43.751,ME43751,CLOTRIMAZOL 100 mg ÓVULOS VAGINALES X 6 ovulos,CLOTRIMAZOL 100 mg X 6 ÓVULOS VAGINALES,OVULOS,ÓVULOS VAGINALES,limpio
E.F.G.39.062,ME39062,CLOTRIMAZOL 500 mg OVULOS VAGINALES X 1 ovulos,CLOTRIMAZOL 500 mg X 1 OVULOS VAGINALES,OVULOS,OVULOS VAGINALES,limpio
E.F.25.498,ME25498,CO-SULTRIN 40 mg - 200 mg / 5 mL SUSPENSION X 20 tabletas,CO-SULTRIN 40 mg - 200 mg / 5 mL X 20 SUSPENSION,SUSPENSION ORAL,SUSPENSION,limpio
E.F.33.110,ME33110,COLFENE 400 mg - 4 mg COMPRIMIDOS RECUBIERTOS X 10 comprimidos,COLFENE 400 mg - 4 mg X 10 COMPRIMIDOS RECUBIERTOS,COMPRIMIDOS,COMPRIMIDOS RECUBIERTOS,limpio
E.F.39.320,ME39320,COLFENE 600 mg - 4 mg COMPRIMIDOS RECUBIERTOS X 15 recubierta,COLFENE 600 mg - 4 mg X 15 COMPRIMIDOS RECUBIERTOS,COMPRIMIDOS,COMPRIMIDOS RECUBIERTOS,limpio
E.F.38.685,ME38685,COLGESIC 400 mg - 40 mg COMPRIMIDOS RECUBIERTOS X 15 comprimidos,COLGESIC 400 mg - 40 mg X 15 COMPRIMIDOS RECUBIERTOS,COMPRIMIDOS,COMPRIMIDOS RECUBIERTOS,limpio
P.B.1.491,ME1491,"COLOZIN® (LACTOBACILLUS PLANTARUM - PEDIOCOCCUS ACIDILACTICI) 150 mg (3,0 x 10⁹ ufc) CAPSULAS X 30 capsulas","COLOZIN® (LACTOBACILLUS PLANTARUM - PEDIOCOCCUS ACIDILACTICI) 150 mg (3,0 x 10⁹ ufc) X 30 CAPSULAS",CAPSULAS,CAPSULAS,limpio
E.F.23.524,ME23524,COLVAL 4 mg COMPRIMIDOS X 12 comprimidos,COLVAL 4 mg X 12 COMPRIMIDOS,COMPRIMIDOS,COMPRIMIDOS,limpio
E.F.32.060,ME32060,COLYPAN 200 mg TABLETAS X 10 tabletas,COLYPAN 200 mg X 10 TABLETAS,TABLETAS,TABLETAS,limpio
P.F.1.587,HO1587,COMPLEJO DE VITAMINA B INYECTABLE X 3 solucion inyectable,COMPLEJO DE VITAMINA B X 3 AMPOLLAS,INYECTABLE,INYECTABLE,limpio
E.F.34.013,ME34013,CONEXINE 50 mg COMPRIMIDOS RECUBIERTOS X 30 comprimidos,CONEXINE 50 mg X 30 COMPRIMIDOS RECUBIERTOS,COMPRIMIDOS,COMPRIMIDOS RECUBIERTOS,limpio
E.F.28.460,ME28460,CORAZEM 60 mg TABLETAS RECUBIERTAS X 20 tabletas,CORAZEM 60 mg X 20 TABLETAS RECUBIERTAS,TABLETAS,TABLETAS RECUBIERTAS,limpio
E.F.40.574,ME40574,CORBIS 10 mg COMPRIMIDOS RECUBIERTOS X 30 comprimidos,CORBIS 10 mg X 30 COMPRIMIDOS RECUBIERTOS,COMPRIMIDOS,COMPRIMIDOS RECUBIERTOS,limpio
E.F.42.767,ME42767,CORBIS 5 mg COMPRIMIDOS RECUBIERTOS X 30 comprimidos,CORBIS 5 mg X 30 COMPRIMIDOS RECUBIERTOS,COMPRIMIDOS,COMPRIMIDOS RECUBIERTOS,limpio
E.F.35.619,ME35619/2,CORENTEL 10 mg COMPRIMIDOS RECUBIERTOS X 10 recubierta,CORENTEL 10 mg X 10 COMPRIMIDOS RECUBIERTOS,COMPRIMIDOS,COMPRIMIDOS RECUBIERTOS,limpio
E.F.35.619,ME35619/3,CORENTEL 10 mg COMPRIMIDOS RECUBIERTOS X 30 recubierta,CORENTEL 10 mg X 30 COMPRIMIDOS RECUBIERTOS,COMPRIMIDOS,COMPRIMIDOS RECUBIERTOS,limpio
E.F.39.494,ME39494/2,"CORENTEL 1,25 mg COMPRIMIDOS RECUBIERTOS X 10 recubierta","CORENTEL 1,25 mg X 10 COMPRIMIDOS RECUBIERTOS",COMPRIMIDOS,COMPRIMIDOS RECUBIERTOS,limpio
E.F.39.494,ME39494/3,"CORENTEL 1,25 mg COMPRIMIDOS RECUBIERTOS X 30 recubierta","CORENTEL 1,25 mg X 30 COMPRIMIDOS RECUBIERTOS",COMPRIMIDOS,COMPRIMIDOS RECUBIERTOS,limpio
E.F.35.620,ME35620/3,CORENTEL 5 mg COMPRIMIDOS RECUBIERTOS X 30 recubierta,CORENTEL 5 mg X 30 COMPRIMIDOS RECUBIERTOS,COMPRIMIDOS,COMPRIMIDOS RECUBIERTOS,limpio
E.F.35.620,ME35620/2,CORENTEL 5 mg COMPRIMIDOS RECUBIERTOS X 10 recubierta,CORENTEL 5 mg X 10 COMPRIMIDOS RECUBIERTOS,COMPRIMIDOS,COMPRIMIDOS RECUBIERTOS,limpio
E.F.38.312,ME38312/2,"COROPRES HCT 16 mg - 12,5 mg COMPRIMIDOS X 10 comprimidos","COROPRES HCT 16 mg - 12,5 mg X 10 COMPRIMIDOS",COMPRIMIDOS,COMPRIMIDOS,limpio
E.F.38.312,ME38312/3,"COROPRES HCT 16 mg - 12,5 mg COMPRIMIDOS X 30 comprimidos","COROPRES HCT 16 mg - 12,5 mg X 30 COMPRIMIDOS",COMPRIMIDOS,COMPRIMIDOS,limpio
E.F.35.926,ME35926,COROPRES 8 mg COMPRIMIDOS X 30 comprimidos,COROPRES 8 mg X 30 COMPRIMIDOS,COMPRIMIDOS,COMPRIMIDOS,limpio
E.F.31.743,ME31743,"COVENTROL 6,25 mg COMPRIMIDOS X 30 comprimidos","COVENTROL 6,25 mg X 30 COMPRIMIDOS",COMPRIMIDOS,COMPRIMIDOS,limpio
