id,sku,nombre_comercial,molecula,forma,laboratorio,fuente_inhrr_ef
"39571","ME42149","RIFAMIX 550 mg X 10 COMPRIMIDOS RECUBIERTOS","Rifaximina","COMPRIMIDOS","LABORATORIOS LETI, S.A.V.","E.F.42.149"
"39573","ME38530","ESOZ 10 mg X 10 MICROGRANULOS ENTERICOS PARA SUSPENSION ORAL","Esomeprazol Magnesico","SOLUCION ORAL","LABORATORIOS LA SANTE, C.A.","E.F.38.530"
"39575","HO42230","CLORURO DE SODIO 0,9% - GLUCOSA 5% X 10 AMPOLLAS","Glucosa","INYECTABLE","SHIYAO YINHU PHARMACEUTICAL CO., LTD.","E.F.G.42.230"
"39577","ME30785","SILVEDERMA 1 % CREMA","","CREMA","LABORATORIOS ALDO UNION, S.L.","E.F.30.785"
"39581","ME44749","ESLIPEL MET 50mg - 1000 mg X 10 COMPRIMIDOS RECUBIERTOS","Metformina - Sitagliptina","COMPRIMIDOS","LABORATORIO ELEA PHOENIX S.A.","E.F.44.749"
"39582","ME42849","PERMETRINA 5 % LOCION","Permetrina","LOCION","AUROCHEM LABORATORIES (INDIA) Pvt. Ltd.","E.F.G.42.849"
"39583","ME26303","ULCIRAM 1g/5 mL X 20 SUSPENSION ORAL","","SUSPENSION ORAL","LABORATORIOS VARGAS, S.A.","E.F.26.303"
"39584","ME30367","SULTAMICILINA 250 mg/5 ml POLVO PARA SUSPENSION ORAL","","POLVO PARA RECONSTITUCION","CALOX INTERNATIONAL, C.A.","E.F.G.30.367"
"39585","ME43518","SYNARTROS 60 mg X 10 TABLETAS RECUBIERTAS","Etoricoxib","TABLETAS","PRECISE BIOPHARMA PVT LTD","E.F.43.518"
"39586","ME44180","TADAFER 5 mg X 15 TABLETAS RECUBIERTAS","Tadalafilo","TABLETAS","LABORATORIO PLUSANDEX DE FARMACEUTICOS UNIDOS, PLUSANDEX, C.A. - LABORATORIO PLUSANDEX DE FARMACEUTICOS UNIDOS, PLUSANDEX, C.A.","E.F.44.180"
"39587","ME33286","TALERC 10 mg / mL SOLUCION ORAL","Cetirizina","SOLUCION ORAL","ESPECIALIDADES DOLLDER, C.A.","E.F.33.286"
"39590","ME41676","BUCOXOLGAR 0,15 % - 0,25 % SOLUCION TOPICA BUCAL ATOMIZADORA SABOR A MENTA FRESCA","Bencidamina","SOLUCION TOPICA","LABORATORIOS LA SANTE, C.A.","E.F.41.676"
"39592","ME34224","TERBICRYM 1 % CREMA","Terbinafina","CREMA","LABORATORIOS VARGAS, S.A.","E.F.34.224"
"39593","ME43940","TOMYCIN DEX 0,3 % - 0,1 % SUSPENSIÓN OFTÁLMICA","Dexametasona - Tobramicina","SOLUCION OFTALMICA","THE IBN SINA PHARMACEUTICAL INDUSTRY LTD","E.F.43.940"
"39594","ME43863","TOMYCIN 0,3 % SOLUCIÓN OFTALMICA","Tobramicina","SOLUCION OFTALMICA","THE IBN SINA PHARMACEUTICAL INDUSTRY LTD","E.F.43.863"
"39595","ME44362","TOPISEPT 2 % CREMA TÓPICA ","Acido Fusidico Hemihidrato","CREMA","LABORATORIOS SIEGFRIED S.A.S.","E.F.44.362"
"39596","ME44676","TRUSOMIDA 2% SOLUCIÓN OFTÁLMICA","Dorzolamida","SOLUCION OFTALMICA","VITALINE S.A.C.","E.F.44.676"
"39598","ME44209","VERICOLAN 450 mg - 50 mg X 30 TABLETAS RECUBIERTAS","Diosmina - Hesperidina","TABLETAS","LABORATORIO COFASA, S.A.","E.F.44.209"
"39600","ME43973","FLOGAREN 1,16 % GEL","","GEL","COMPAÑIA ANONIMA PRODUCTOS RONAVA","E.F.43.973"
"39602","ME35193","GYNOCLOCIM 2 % CREMA VAGINAL","Clotrimazol","CREMA","LABORATORIOS KIMICEG, C.A.","E.F.35.193"
"39603","ME42702","REHIDROSOL ZINC 60 mEq / L SOLUCION ELECTROLITICA USO ORAL SABOR A MANZANA X 30 SOLUCION ORAL","Zinc","SOLUCION ORAL","LABORATORIO BEHRENS, C.A.","E.F.42.702"
