nombre_comercial
"SITAGLIS MET 50 mg-1000 mg X 28 COMPRIMIDOS RECUBIERTOS"
"VIZERUL 75 mg X 20 COMPRIMIDOS RECUBIERTOS"
"CIPROFLOX 500 mg X 12 TABLETAS RECUBIERTAS"
"ANALPER PLUS 500 mg - 10 mg X 10 TABLETAS RECUBIERTAS"
"LOGANIL 100 mg / 5 mL JARABE"
"ZOLPIDEX 10 mg X 10 COMPRIMIDOS RECUBIERTOS"
"CLORACE 125 - 0,5 mg / 5 mL SOLUCION ORAL"
"CORAZEM 60 mg X 20 TABLETAS RECUBIERTAS"
"IBANDROMET 150 mg X 1 TABLETAS RECUBIERTAS"
"TRAMAL 100 mg / mL SOLUCION ORAL"
"BROFLEMA 8 mg / 5 mL SOLUCION ORAL"
"OXIGENO MEDICINAL"
"TRAMAL LONG 150 mg X 20 TABLETAS RECUBIERTAS DE LIBERACION PROLONGADA"
"NOTOLAC 20 mg X 10 TABLETAS"
"ATROBEL 10 mg / mL SOLUCION GOTAS REFORMULADO"
"AZACARD 81 mg X 60 TABLETAS CON CUBIERTA ENTERICA"
"BEXILON 4 mg /  5 mL JARABE"
"DOLAK 10 mg X 20 COMPRIMIDOS"
"FERGANIC 40 mg X 30 CAPSULAS"
"ALURON 100 mg X 30 TABLETAS"
"BROMEXINA CLORHIDRATO 4 mg / 5 mL JARABE"
"NOTOLAC 20 mg X 4 TABLETAS"
"CO-SULTRIN 40 mg - 200 mg / 5 mL X 20 SUSPENSION"
"ZONTRICON 100mg/5mL POLVO PARA SUSPENSION"
"MONTRAX 5 mg X 30 TABLETAS MASTICABLES"
"MIOVIT X 10 COMPRIMIDOS RECUBIERTOS"
"SILDEX 100 mg X 2 TABLETAS RECUBIERTAS"
"EZOLIUM 40 mg X 30 CAPSULAS"
"AZACARD 81 mg X 100 TABLETAS CON CUBIERTA ENTERICA"
"KATIVIL 1 g / 10 mL X 60 SOLUCION ORAL"
"MUCOBROL 4 mg / 5 mL JARABE"
"GULAPER 100 mg / 5 mL ORAL"
"DICLOFENAC SODICO 50 mg X 20 TABLETAS CON RECUBRIMIENTO ENTERICO"
"BIOTALOL 2,5 mg X 30 COMPRIMIDOS RECUBIERTOS"
"PEREBRON 28 mg / 5 mL JARABE SABOR A FRAMBUESA"
"OXOLAMINA JARABE"
"BENZODIAZOL 0,25 mg - 5 mg X 16 PASTILLAS SABOR A TUTTI FRUTTI"
"TILODRIN 30 mg / 15 mL JARABE"
"IDOXEN 75 mg X 30 CAPSULAS DE LIBERACION PROLONGADA"
"APLACAL 750 mg TABLETAS MASTICABLES SABOR A FRAMBUESA X 80 TABLETAS"
"BIPROLIL 2,5 mg COMPRIMIDOS RECUBIERTOS"
"DIKLASON 100 mg X 20 COMPRIMIDOS DE ACCION PROLONGADA"
"AMLODIPINA 10 mg X 30 TABLETAS"
"DIGLET 1000 U.I. X 30 COMPRIMIDOS ORODISPERSABLES"
"GLIDAN 80 mg X 20 TABLETAS"
"ZILDON 10 mg X 30 TABLETAS RECUBIERTAS"
"CORENTEL 5 mg X 10 COMPRIMIDOS RECUBIERTOS"
"ALURON 300 mg X 20 COMPRIMIDOS"
"PEPSADEL 262 mg X 12 TABLETAS MASTICABLES"
"FEBRATIC 15 mg/mL SUSPENSION ORAL"
"SILDEX 100 mg X 1 TABLETAS RECUBIERTAS"
"HEXANTFLEM 250 mg / 5 mL SOLUCION ORAL"
"GULAPER 250 mg / 5 mL SOLUCION ORAL"
"CLONIPRES 0,150 mg X 20 COMPRIMIDOS"
"BENZODIAZOL 0,25 mg - 5 mg X 4 PASTILLAS SABOR A TUTTI FRUTTI"
"LEVOTIROXINA SODICA 100 mcg X 10 TABLETAS"
"GENURIN 200 mg X 10 COMPRIMIDOS RECUBIERTOS"
"POTAX 10 mEq X 100 TABLETAS DE LIBERACION PROLONGADA"
"ASAPROL 81 mg X 40 COMPRIMIDOS ENTERICOS"
"DEXAMETASONA 0,5 mg X 30 TABLETAS"
"BIOCOR 40 mg X 30 TABLETAS RECUBIERTAS"
"ANGRIP X 8 COMPRIMIDOS"
"NIAZOL 1mg / mL X 10 SOLUCION NASAL"
"TILODRIN 4 mg / mL SOLUCION ORAL"
"IBUN 600 mg X 10 TABLETAS RECUBIERTAS"
"CLORACE 500 mg - 4 mg X 20 TABLETAS"
"NIMODIPINA 30 mg X 30 COMPRIMIDOS"
"FISIOLIN 0,65 % SOLUCION NASAL"
"LEVOTIROXINA SODICA 100 mcg X 50 TABLETAS"
"PREDNISONA 5 mg X 10 TABLETAS"
"ASAPROL 81 mg X 100 COMPRIMIDOS ENTERICOS"
"OXIDREN 150 mg X 1 COMPRIMIDOS RECUBIERTOS"
"PREDNISOLONA 5 mg X 10 TABLETAS"
"FERGANIC 40 mg X 24 CAPSULAS"
"ANGRIP X 4 COMPRIMIDOS"
"LACTBET 3000 U X 10 CAPSULAS"
"DIOSMINA-HESPERIDINA 450 mg-50 mg COMPRIMIDOS RECUBIERTOS"
"PREDNA 15 mg / 5 mL SOLUCION ORAL"
"MONTRAX 5 mg X 10 TABLETAS MASTICABLES"
"SULIXTRA DUO 0,4 mg - 0,5 mg X 30 CAPSULAS DE LIBERACION PROLONGADA"
"CLOFEN 1,8 mg / mL SUSPENSION ORAL"
"CALOXPIRINA 81 mg X 30 TABLETAS ENTERICAS"
"NIPE PLUS GRANULADO PARA SUSPENSION SABOR A FRUTAS TROPICALES"
"CANDER HCT 16 mg - 12,5 mg X 10 TABLETAS"
"VONAU FLASH 4mg TABLETAS DE DESINTEGRACION ORAL X 10 TABLETAS"
"NACLODIN 0,150 mg X 30 TABLETAS"
"DEFLAZACORT 30 mg X 10 TABLETAS"
"DEROVIT 1000 UI X 30 CAPSULAS BLANDAS"
"ATROVERAN FORTE 20mg TABLETAS RECUBIERTAS"
"LETISAN 500 mg X 30 COMPRIMIDOS RECUBIERTOS DE ACCION PROLONGADA"
"CICLOKAN 500 mg X 21 COMPRIMIDOS RECUBIERTOS"
"APIRET 120 mg / 5 mL SOLUCION ORAL"
"LODIPIN 10 mg X 10 COMPRIMIDOS"
"LEVAMOX 750 mg X 10 TABLETAS RECUBIERTAS"
"NEULEVAL 750 mg X 5 TABLETAS RECUBIERTAS"
"DILOTEX 10 mg X 10 COMPRIMIDOS"
"FLUTIXAIR 250 mcg -25 mcg / DOSIS X 120 SUSPENSION PARA INHALACION ORAL"
"ATROVERAN 10 mg X 10 TABLETAS RECUBIERTAS"
"APLACAL 750 mg X 120 TABLETAS MASTICABLES SABOR A MENTA"
"CAMPAL 50 mg X 20 TABLETAS ENTERICAS"
"BIOCOR AMLO 40 mg - 5 mg X 30 TABLETAS RECUBIERTAS"
"CLARIX 0,25 mg / mL SOLUCION NASAL"
"FOSFOLIT 21,6 g - 8,1 g / 45 mL SOLUCION ORAL"
"ACALIX 60 mg X 30 TABLETAS"
"UDOX 75 mg X 10 CAPSULAS"
"CALCITREX D3 1500 mg - 200 UI X 30 TABLETAS"
"CORENTEL 10 mg X 30 COMPRIMIDOS RECUBIERTOS"
"VITADYN C 500 mg TABLETAS MASTICABLES SABOR A FRUTAS TROPICALES X 10 TABLETAS"
"DIGLET 200 UI SOLUCION ORAL"
"TIALIN 50 mg X 30 COMPRIMIDOS"
"COLYPAN 200 mg X 10 TABLETAS"
"CARNISIN 1 g / 10 mL SOLUCION ORAL LIBRE DE AZUCAR"
"CALOXPIRINA 81 mg X 100 TABLETAS ENTERICAS"
"AMLODIPINA 10 mg X 20 TABLETAS"
"OFAFLAN 2 mg / mL SUSPENSION ORAL"
"MILAX 50% X 20 SOLUCION ORAL"
"SULIXTRA 0,4 mg X 30 CAPSULAS DE LIBERACION PROLONGADA"
"GLICERINA 2,44g X 6 SUPOSITORIOS"
"PIMADOL 10 mg X 10 TABLETAS RECUBIERTAS"
"SULIXTRA DUO 0,4 mg - 0,5 mg X 10 CAPSULAS DE LIBERACION PROLONGADA"
"DEFLAZACORT 6 mg X 10 TABLETAS"
"PREDNISONA 50 mg X 10 TABLETAS"
"FINASTERIDE 5 mg X 30 TABLETAS RECUBIERTAS"
"MUVETT 300 mg X 20 TABLETAS RECUBIERTAS DE LIBERACION PROLONGADA"
"LEVOTIROXINA SODICA 50 mcg X 50 TABLETAS"
"NITAX 500 mg X 6 TABLETAS RECUBIERTAS"
"FLAVOL 300 mg X 20 CAPSULAS"
"DIAFORMINA 500 mg X 30 COMPRIMIDOS RECUBIERTOS"
"ENTEROGERMINA (ESPORAS DE BACILLUS CLAUSII) 2 MILLARDOS / 5 mL X 10 SUSPENSION ORAL"
"DIGLET 5000 U.I. X 10 COMPRIMIDOS RECUBIERTOS"
"VIZERUL 150 mg / 10 mL X 10 SOLUCION ORAL"
"FULGRAM 875 mg - 125 mg X 16 COMPRIMIDOS RECUBIERTOS"
"CARIBAN 10 mg-10 mg X 30 COMPRIMIDOS ENTERICOS"
"ARESAN 20 mg X 10 TABLETAS RECUBIERTAS"
"IPROXIN 500 mg X 12 TABLETAS RECUBIERTAS"
"MATERNAVIT X 30 CAPSULAS BLANDAS"
"BONAMES 150 mg X 1 TABLETAS RECUBIERTAS"
"DUROVAL 50 mg X 3 TABLETAS RECUBIERTAS"
"COLOZIN® (LACTOBACILLUS PLANTARUM - PEDIOCOCCUS ACIDILACTICI) 150 mg (3,0 x 10⁹ ufc) X 30 CAPSULAS"
"APLACAL 750 mg TABLETAS MASTICABLES SABOR A FRAMBUESA X 10 TABLETAS"
"CEBION 1 g X 10 TABLETAS EFERVESCENTES SABOR A NARANJA"
"FERGANIC 20 mg / mL SOLUCION ORAL"
"ACETAZOLAMIDA 250 mg X 20 TABLETAS"
"DOLAK 20 mg X 10 COMPRIMIDOS RECUBIERTOS"
"MAXIFUR 50 mg X 30 CAPSULAS"
"ACIDO IBANDRONICO 150 mg X 1 TABLETAS RECUBIERTAS"
"ANASTROZOL 1 mg X 30 TABLETAS RECUBIERTAS"
"ATROVERAN 10mg/mL X 10 SOLUCION GOTAS"
"ALOPURINOL 100 mg X 30 TABLETAS"
"LEPRIT 25 mg X 30 TABLETAS"
"DEFLAZACORT 6 mg X 30 COMPRIMIDOS"
"ATAPEC 100 mg X 30 TABLETAS RECUBIERTAS"
"MELIGEN 10 mg X 30 TABLETAS RECUBIERTAS"
"ESMIRTAL 20 mg X 30 COMPRIMIDOS RECUBIERTOS"
"ZOLPIDEX 10 mg X 20 COMPRIMIDOS RECUBIERTOS"
"ALGOREN 10 mg X 20 TABLETAS"
"ASPRINIL 81 mg X 40 TABLETAS CON RECUBRIMIENTO ENTERICO"
"ANGRIP X 15 COMPRIMIDOS"
"ANTILAX PLUS 2 mg - 125 mg X 10 CAPSULAS"
"APIRET 160 mg / 5 mL SOLUCION ORAL"
"ASPRINIL 81 mg X 100 TABLETAS CON RECUBRIMIENTO ENTERICO"
"APLACAL 750 mg X 80 TABLETAS MASTICABLES SABOR A BANANA"
"TIALIN 50 mg X 10 COMPRIMIDOS"
"CETRAL D 5 mg - 60 mg / 5 mL SOLUCION ORAL"
"PREDNISOLONA 5 mg X 30 TABLETAS"
"DOBRACID 300 mg X 30 COMPRIMIDOS RECUBIERTOS DE LIBERACION PROLONGADA"
"DIKLASON BI 150 mg X 10 COMPRIMIDOS DE LIBERACION CONTROLADA"
"PEDIACORT 3 mg / mL SOLUCION ORAL"
"BILOL 2,5 mg X 10 TABLETAS RECUBIERTAS"
"ALENTIK 70 mg X 4 TABLETAS"
"GRATIO 500 mg X 10 TABLETAS RECUBIERTAS"
"OTODON 2% - 5% SOLUCION GOTAS USO OTICO."
"CORENTEL 5 mg X 30 COMPRIMIDOS RECUBIERTOS"
"BENZODIAZOL 0,25 mg - 5 mg X 16 PASTILLAS SABOR A LIMON - MIEL"
"EUKENE 40 mg X 30 COMPRIMIDOS RECUBIERTOS"
"CALCIBON 200 mg X 30 TABLETAS RECUBIERTOS"
"CANDER HCT 16 mg - 12,5 mg X 30 TABLETAS"
"CANFIR 500 mg X 30 COMPRIMIDOS RECUBIERTOS DE LIBERACION PROLONGADA"
"FLUTIXAIR 125 mg - 25 mcg / DOSIS X 200 SUSPENSION INHALACION ORAL"
"PREDNISONA 50 mg X 10 TABLETAS."
"SARIFAN COMPOSITUM 0,01 g - 0,25 g X 20 TABLETAS RECUBIERTAS"
"PREDNISONA 5 mg X 30 TABLETAS"
"CLODOXIN 10 mg - 100 mg X 10 COMPRIMIDOS RECUBIERTOS"
"AVELOX 400 mg X 5 COMPRIMIDOS RECUBIERTOS"
"PASIM 10 mg / mL SOLUCION ORAL"
"HEXANTFLEM 100 mg - 5 mL SOLUCIÓN ORAL"
"CLENBUNAL 0,014 mg / mL SOLUCION ORAL"
"TAPAZOL 5 mg X 60 TABLETAS"
"DEFLARIN 6 mg X 10 COMPRIMIDOS"
"LETISAN 500 mg X 10 COMPRIMIDOS RECUBIERTOS DE ACCION PROLONGADA"
"LIOLACTIL (Lactobacilos rhamnosus) 1,5g X 6 POLVO PARA SUSPENSION ORAL SOBRES"
"ATRIMON 10 mg X 10 COMPRIMIDOS"
"DEFLAZACORT 6 mg X 10 COMPRIMIDOS"
"DECOBEL 0,5 mg X 10 TABLETAS"
"IDOXEN 150 mg X 10 CAPSULAS DE LIBERACION PROLONGADA"
"AZACARD 81 mg X 30 TABLETAS CON CUBIERTA ENTERICA"
"LETROZOL 2,5 mg X 30 TABLETAS RECUBIERTAS"
"MULTIVIRAL X 30 CAPSULAS"
"BIOCOR AMLO 20 mg - 5 mg X 30 TABLETAS RECUBIERTAS"
"DEXAMETASONA 4 mg X 100 COMPRIMIDOS"
"DOLCAN 9 mg / 5 mL SUSPENSION ORAL"
"FLODONT 0,15 % ENJUAGUE BUCAL"
"VIZERUL 75 mg X 10 COMPRIMIDOS RECUBIERTOS"
"GENESA 3mg-20 mcg X 28 COMPRIMIDOS RECUBIERTOS"
"ANTAAR 1,25 mg X 30 TABLETAS RECUBIERTAS"
"SULTAMICILINA 750 mg COMPRIMIDOS RECUBIERTOS"
"BIOTALOL 1,25 mg X 30 COMPRIMIDOS RECUBIERTOS"
"DUROVAL 50 mg X 10 TABLETAS RECUBIERTAS"
"CORENTEL 1,25 mg X 10 COMPRIMIDOS RECUBIERTOS"
"CEFADROXILO 500 mg X 10 CAPSULAS"
"BIOTALOL 10 mg X 30 COMPRIMIDOS RECUBIERTOS"
"ACETAB 250 mg X 20 TABLETAS"
"DUVADILAN 10 mg X 30 COMPRIMIDOS"
"CORENTEL 10 mg X 10 COMPRIMIDOS RECUBIERTOS"
"LISOMUCIN 4 mg / 5 mL JARABE"
"TRACEVAL 325 mg - 37,5 mg X 20 TABLETAS RECUBIERTAS"
"DIPLOZ 1 mg X 30 TABLETAS RECUBIERTAS"
"DECOBEL 0,5 mg X 30 TABLETAS"
"AMLODIPINA 5 mg X 30 TABLETAS"
"GLUCOFAGE 500 mg XR X 30 TABLETAS DE LIBERACION RETARDADA"
"DUROVAL 50 mg X 2 TABLETAS RECUBIERTAS"
"DUROVAL 50 mg X 1 TABLETAS RECUBIERTAS"
"GLIFORMIN 850 mg X 30 TABLETAS RECUBIERTAS"
"ACETAZOLAMIDA 250 mg X 10 TABLETAS"
"ARAVA 20 mg X 30 TABLETAS RECUBIERTAS"
"VITADYN C 500 mg TABLETAS MASTICABLES SABOR A FRUTAS TROPICALES X 30 TABLETAS"
"ACIDO IBANDRONICO 150 mg X 1 TABLETAS RECUBIERTAS"
"LACTBET 3000 U X 20 CAPSULAS"
"LIPACOMB 40 mg - 10 mg X 30 TABLETAS"
"LISOMUCIN 8 mg / 5 mL JARABE"
"LOFLOX 400 mg X 10 TABLETAS RECUBIERTAS"
"LORECORT 1 mg - 0,05 mg / 5mL SOLUCION ORAL"
"BIOTALOL 2,5 mg X 10 COMPRIMIDOS RECUBIERTOS"
"MONTRAX 10 mg X 30 TABLETAS"
"MONTRAX 4 mg X 10 TABLETAS MASTICABLES"
"APLACAL 750 mg X 10 TABLETAS MASTICABLES SABOR A MENTA"
"DOBRACID 300 mg X 10 COMPRIMIDOS RECUBIERTOS DE LIBERACION PROLONGADA"
"NEVAC 0,1 % SUSPENSION OFTALMICA"
"NYTAXIN 500 mg X 6 CAPSULAS BLANDAS"
"PREDNISOLONA ACETATO 1 % SUSPENSION OFTALMICA"
"PASOLAX POLVO PARA SOLUCION ORAL"
"PEPTO-BISMOL 525 mg / 30 mL SUSPENSIÓN ORAL"
"MUCLAR 30mg - 5mg X 10 COMPRIMIDOS"
"PINAVERIUM BROMURO 100 mg X 20 TABLETAS RECUBIERTAS"
"PINAVERIUM BROMURO 100 mg X 30 TABLETAS RECUBIERTAS"
"PREDNISONA 5 mg X 100 TABLETAS"
"SALBUTAN 100 mcg / DOSIS X 200 SUSPENSION PARA INHALACION ORAL"
"PREDNISOLONA 5 mg X 10 TABLETAS"
"PROVICAR 2 g / 10ml SOLUCION ORAL"
"TAMSULON 0,4 mg X 30 CAPSULAS DE LIBERACION CONTROLADA"
"TONERVOL 5 mg X 30 TABLETAS"
"TRACEVAL 500 mg - 50 mg X 20 TABLETAS"
"ROVARTAL 40 mg X 30 COMPRIMIDOS RECUBIERTOS"
"PREDNISONA 5 mg X 10 TABLETAS"
"DILOTEX 5 mg X 30 COMPRIMIDOS"
"TAXUS 20 mg X 30 COMPRIMIDOS"
"VALPRON 250 mg / 5 mL JARABE"
"ZOST 50 mg X 4 COMPRIMIDOS"
"VASSLUTEN HCT 300 mg - 12,5 mg TABLETAS"
"RINARIS 2,5 mg - 30 mg /5 mL X 10 SOLUCION ORAL"
"ALGIOL 5 mg X 30 COMPRIMIDOS RECUBIERTOS"
"MIOVIT X 30 COMPRIMIDOS RECUBIERTOS"
"CLORACE 500 mg - 4 mg X 10 TABLETAS"
"RINOMAX 0,25 % - 0,125 % - 0,25 % SOLUCION NASAL"
"APLACAL 750 mg X 80 TABLETAS MASTICABLES SABOR A MANDARINA"
"DEFLAZACORT 6 mg COMPRIMIDOS"
"ZARCOT 6 mg X 10 TABLETAS"
"ULTAMYN 750 mg X 10 TABLETAS RECUBIERTAS"
"OMMUNAL (LISADO BACTERIANO) 7 mg X 10 CAPSULAS"
"PIPERAZINA 500mg / 5mL JARABE"
"GLICILAX 0,86 g SUPOSITORIOS"
"GLICILAX 1,72 g SUPOSITORIOS"
"GULAPER 100 MG / 5 ML SOLUCION ORAL SABOR CHICLE "
"GLICERINA 2,88 g SUPOSITORIOS"
"GLICERINA 1,68 g SUPOSITORIOS"
"KLINCOSAL 262 mg - 100 mg X 30 TABLETAS MASTICABLES SABOR A UVA"
"KLINCOSAL 262 mg - 500 mg / 15 mL SUSPENSION ORAL SABOR A FRESA"
"KLINCOSAL 262 mg - 500 mg / 15 mL SUSPENSION ORAL SABOR A UVA"
"LECART 1 g / 10 mL SOLUCION ORAL"
"OXOLAMINA 28 mg / 5mL JARABE"
"OXOLAMINA 50 mg / 5 mL JARABE"
"PROTOSULFIL 1 % POLVO"
"PREDNISONA 5 mg COMPRIMIDOS"
"MAXICORT SUSPENSION OFTALMICA"
"CARNITENE 1 g / 10 mL SOLUCION ORAL"
"OXOLAMINA 50 mg / 5 mL JARABE"
"REFLUXYL 0,400 g - 0,375 g / 15 mL SUSPENSION ORAL"
"REHIDROSOL 45 mEq/L SOLUCION ELECTROLITICA USO ORAL SABOR A FRAMBUESA"
"REHIDROSOL 60 mEq / L SOLUCION ELECTROLITICA USO ORAL SABOR A MANZANA"
"ISOTRETINOINA 10 mg X 30 CAPSULAS BLANDAS"
"MAXIFURFORTE 100 mg X 30 CAPSULAS"
"ACECOL 600 mg X 100 POLVO PARA SOLUCIÓN ORAL"
"ACECOL 600 mg X 10 POLVO PARA SOLUCIÓN ORAL"
"FOSFATO DE SODIO MONOBÁSICO 16% - FOSFATO DE SODIO DIBÁSICO 6%"
"PREDNISONA 5 mg / 5 mL SOLUCIÓN ORAL"
