id_a,nombre_a,id_b,nombre_b,score,motivo,atc_a,atc_b,canon_a,canon_b
2,Abacavir,3,Abacavir Clorhidrato,1,canonico_igual,J05AF06,J05AF06,abacavir,abacavir
2,Abacavir,4,Abacavir Sulfato,1,canonico_igual,J05AF06,J05AF06,abacavir,abacavir
3,Abacavir Clorhidrato,4,Abacavir Sulfato,1,canonico_igual,J05AF06,J05AF06,abacavir,abacavir
10,Abiraterona,11,Abiraterona Acetato,1,canonico_igual,L02BX03,L02BX03,abiraterona,abiraterona
13,Acalabrutinib,14,Acalabrutinib Maleato,1,canonico_igual,L01EL02,L01EL02,acalabrutinib,acalabrutinib
43,Acetilcolina,44,Acetilcolina Cloruro,1,canonico_igual,S01EB09,S01EB09,acetilcolina,acetilcolina
56,Aciclovir,57,Aciclovir Sodico,1,canonico_igual,D06BB03,D06BB03,aciclovir,aciclovir
60,Acido Fusidico Hemihidrato,1568,Fusidico Acido,1,canonico_igual,D06AX01,,fusidico,fusidico
61,Acido Ibandronico Sodio Monohidrato,1807,Ibandronico Acido,1,canonico_igual,M05BA06,,ibandronico,ibandronico
65,Acido Zoledronico,66,Acido Zoledronico Monohidrato,1,canonico_igual,M05BA08,M05BA08,zoledronico,zoledronico
70,Aclidinio,71,Aclidinio Bromuro,1,canonico_igual,R03AL05,,aclidinio,aclidinio
72,Acoramidis,73,Acoramidis Hidrocloruro,1,canonico_igual,C01EB25,C01EB25,acoramidis,acoramidis
116,Alcohol Etilico,1354,Etilico Alcohol,1,canonico_igual,,,alcohol etilico,alcohol etilico
120,Alectinib,121,Alectinib Hidrocloruro,1,canonico_igual,L01ED03,L01ED03,alectinib,alectinib
123,Alendronato Sodio,124,Alendronato Sodio Monohidrato,1,canonico_igual,,,alendronato,alendronato
123,Alendronato Sodio,125,Alendronato Sodio Trihidrato,1,canonico_igual,,,alendronato,alendronato
124,Alendronato Sodio Monohidrato,125,Alendronato Sodio Trihidrato,1,canonico_igual,,,alendronato,alendronato
132,Alfentanilo,133,Alfentanilo Hidrocloruro,1,canonico_igual,N01AH02,N01AH01,alfentanilo,alfentanilo
134,Alfuzosina,135,Alfuzosina Hidrocloruro,1,canonico_igual,G04CA01,G04CA01,alfuzosina,alfuzosina
141,Alimemazina,142,Alimemazina Tartrato,1,canonico_igual,R06AD01,R06AD01,alimemazina,alimemazina
170,Aluminio,172,Aluminio Fosfato,1,canonico_igual,A02AB91,,aluminio,aluminio
170,Aluminio,176,Aluminio Potasio Sulfato,1,canonico_igual,A02AB91,,aluminio,aluminio
172,Aluminio Fosfato,176,Aluminio Potasio Sulfato,1,canonico_igual,,,aluminio,aluminio
173,Aluminio Hidroxido,1761,Hidroxido De Aluminio Hidratado,1,canonico_igual,A02AA91,A02AB01,aluminio hidroxido,aluminio hidroxido
175,"Aluminio Hidroxido-magnesio Carbonato,coprecipitado",2160,"Magnesio Carbonato-aluminio Hidroxido,coprecipitado",1,canonico_igual,A06AD01,A06AD01,aluminio coprecipitado hidroxido magnesio,aluminio coprecipitado hidroxido magnesio
177,Amantadina,178,Amantadina Hidrocloruro,1,canonico_igual,J05AC91,J05AC91,amantadina,amantadina
181,Ambroxol,182,Ambroxol Hidrocloruro,1,canonico_igual,R02AD05,R02AD05,ambroxol,ambroxol
188,Amidotrizoato Calcio,190,Amidotrizoato Sodio,1,canonico_igual,,,amidotrizoato,amidotrizoato
194,Amikacina,195,Amikacina Sulfato,1,canonico_igual,D06AX12,D06AX12,amikacina,amikacina
198,Amilorida,199,Amilorida Hidrocloruro,1,canonico_igual,C03DB01,C03DB01,amilorida,amilorida
203,Aminolevulinico Acido,204,Aminolevulinico Hidrocloruro,1,canonico_igual,,,aminolevulinico,aminolevulinico
206,Amiodarona,207,Amiodarona Hidrocloruro,1,canonico_igual,C01BD01,C01BD01,amiodarona,amiodarona
209,Amitriptilina,210,Amitriptilina Hidrocloruro,1,canonico_igual,N06AA09,N06AA09,amitriptilina,amitriptilina
212,Amlodipino,213,Amlodipino Besilato,1,canonico_igual,C08CA01,C08CA01,amlodipino,amlodipino
212,Amlodipino,214,Amlodipino Maleato,1,canonico_igual,C08CA01,C08CA01,amlodipino,amlodipino
213,Amlodipino Besilato,214,Amlodipino Maleato,1,canonico_igual,C08CA01,C08CA01,amlodipino,amlodipino
219,Amorolfina,220,Amorolfina Hidrocloruro,1,canonico_igual,D01AE16,D01AE16,amorolfina,amorolfina
221,Amoxicilina,222,Amoxicilina Sodica,1,canonico_igual,J01CA04,J01CA04,amoxicilina,amoxicilina
221,Amoxicilina,223,Amoxicilina Trihidrato,1,canonico_igual,J01CA04,J01CA04,amoxicilina,amoxicilina
222,Amoxicilina Sodica,223,Amoxicilina Trihidrato,1,canonico_igual,J01CA04,J01CA04,amoxicilina,amoxicilina
224,Ampicilina,225,Ampicilina Sodica,1,canonico_igual,J01CA01,J01CA01,ampicilina,ampicilina
224,Ampicilina,226,Ampicilina Trihidrato,1,canonico_igual,J01CA01,J01CA01,ampicilina,ampicilina
225,Ampicilina Sodica,226,Ampicilina Trihidrato,1,canonico_igual,J01CA01,J01CA01,ampicilina,ampicilina
229,Anagrelida,230,Anagrelida Hidrocloruro,1,canonico_igual,B01AC14,B01AC14,anagrelida,anagrelida
229,Anagrelida,231,Anagrelida Hidrocloruro Monohidrato,1,canonico_igual,B01AC14,B01AC14,anagrelida,anagrelida
230,Anagrelida Hidrocloruro,231,Anagrelida Hidrocloruro Monohidrato,1,canonico_igual,B01AC14,B01AC14,anagrelida,anagrelida
239,Angiotensina Ii,240,Angiotensina Ii Acetato,1,canonico_igual,C01CX09,C01CX09,angiotensina ii,angiotensina ii
245,Antazolina,246,Antazolina Fosfato,1,canonico_igual,R01AC04,R01AC04,antazolina,antazolina
252,Antigeno Oligosacarido Meningococo Grupo A,255,Antigeno Oligosacarido Meningococo Grupo Y,1,canonico_igual,,,antigeno grupo meningococo oligosacarido,antigeno grupo meningococo oligosacarido
272,Apomorfina,273,Apomorfina Hidrocloruro,1,canonico_igual,N04BC07,N02AA01,apomorfina,apomorfina
272,Apomorfina,274,Apomorfina Hidrocloruro Hemihidrato,1,canonico_igual,N04BC07,N02AA01,apomorfina,apomorfina
273,Apomorfina Hidrocloruro,274,Apomorfina Hidrocloruro Hemihidrato,1,canonico_igual,N02AA01,N02AA01,apomorfina,apomorfina
275,Apraclonidina,276,Apraclonidina Hidrocloruro,1,canonico_igual,S01EA03,S01EA03,apraclonidina,apraclonidina
281,Arabinosido Citosina,786,Citosina Arabinosido,1,canonico_igual,,,arabinosido citosina,arabinosido citosina
289,Aripiprazol,290,Aripiprazol Monohidrato,1,canonico_igual,N05AX12,N05AX12,aripiprazol,aripiprazol
303,Articaina,304,Articaina Hidrocloruro,1,canonico_igual,N01BB08,N01BB08,articaina,articaina
305,Asciminib,306,Asciminib Hidrocloruro,1,canonico_igual,L01EA06,L01EA06,asciminib,asciminib
309,Asenapina,310,Asenapina Maleato,1,canonico_igual,N05AH05,N05AH05,asenapina,asenapina
313,Asparagina,314,Asparagina Monohidrato,1,canonico_igual,L01XX02,,asparagina,asparagina
320,Atazanavir,321,Atazanavir Sulfato,1,canonico_igual,J05AE08,J05AE08,atazanavir,atazanavir
325,Atogepant,326,Atogepant Monohidrato,1,canonico_igual,N02CD07,N02CD07,atogepant,atogepant
327,Atomoxetina,328,Atomoxetina Hidrocloruro,1,canonico_igual,N06BA09,N06BA09,atomoxetina,atomoxetina
329,Atorvastatina,330,Atorvastatina Calcica,1,canonico_igual,C10AA05,C10AA05,atorvastatina,atorvastatina
329,Atorvastatina,331,Atorvastatina Calcica Trihidrato,1,canonico_igual,C10AA05,C10AA05,atorvastatina,atorvastatina
330,Atorvastatina Calcica,331,Atorvastatina Calcica Trihidrato,1,canonico_igual,C10AA05,C10AA05,atorvastatina,atorvastatina
332,Atosiban,333,Atosiban Acetato,1,canonico_igual,G02CX01,G02CX01,atosiban,atosiban
335,Atracurio,336,Atracurio Besilato,1,canonico_igual,M03AC11,M03AC04,atracurio,atracurio
339,Atropina,340,Atropina Sulfato,1,canonico_igual,A03BA01,A03BA01,atropina,atropina
339,Atropina,341,Atropina Sulfato Monohidrato,1,canonico_igual,A03BA01,A03BA01,atropina,atropina
340,Atropina Sulfato,341,Atropina Sulfato Monohidrato,1,canonico_igual,A03BA01,A03BA01,atropina,atropina
342,Aurotiosulfato,343,Aurotiosulfato Sodio,1,canonico_igual,M01CB02,V03AB06,aurotiosulfato,aurotiosulfato
348,Avatrombopag,349,Avatrombopag Maleato,1,canonico_igual,B02BX08,B02BX08,avatrombopag,avatrombopag
351,Avibactam,352,Avibactam Sodio,1,canonico_igual,,,avibactam,avibactam
362,Azelastina,363,Azelastina Hidrocloruro,1,canonico_igual,S01GX07,S01GX07,azelastina,azelastina
366,Azitromicina,367,Azitromicina Dihidrato,1,canonico_igual,J01FA10,J01FA10,azitromicina,azitromicina
366,Azitromicina,368,Azitromicina Monohidrato,1,canonico_igual,J01FA10,J01FA10,azitromicina,azitromicina
367,Azitromicina Dihidrato,368,Azitromicina Monohidrato,1,canonico_igual,J01FA10,J01FA10,azitromicina,azitromicina
386,Bambuterol,387,Bambuterol Hidrocloruro,1,canonico_igual,R03CC12,R03CC12,bambuterol,bambuterol
390,Bario,391,Bario Sulfato,1,canonico_igual,V08BA01,,bario,bario
392,Barnidipino,393,Barnidipino Hidrocloruro,1,canonico_igual,C08CA12,C08CA12,barnidipino,barnidipino
395,Bazedoxifeno,396,Bazedoxifeno Acetato,1,canonico_igual,G03XC02,G03XC02,bazedoxifeno,bazedoxifeno
401,Bedaquilina,402,Bedaquilina Fumarato,1,canonico_igual,J04AK05,J04AK05,bedaquilina,bedaquilina
407,Belumosudil Mesilato,3824,Belumosudil,1,canonico_igual,L04AA48,L04AA48,belumosudil,belumosudil
409,Bemiparina,410,Bemiparina Sodica,1,canonico_igual,B01AB12,B01AB12,bemiparina,bemiparina
412,Benazepril,413,Benazepril Hidrocloruro,1,canonico_igual,C09AA07,C09AA07,benazepril,benazepril
416,Bencidamina,417,Bencidamina Hidrocloruro,1,canonico_igual,A01AD02,A01AD02,bencidamina,bencidamina
420,Bencilpenicilina,421,Bencilpenicilina Potasica,1,canonico_igual,J01CE01,J01CE01,bencilpenicilina,bencilpenicilina
420,Bencilpenicilina,423,Bencilpenicilina Sodica,1,canonico_igual,J01CE01,J01CE01,bencilpenicilina,bencilpenicilina
421,Bencilpenicilina Potasica,423,Bencilpenicilina Sodica,1,canonico_igual,J01CE01,J01CE01,bencilpenicilina,bencilpenicilina
425,Bendamustina,426,Bendamustina Hidrocloruro,1,canonico_igual,L01AA09,L01AA09,bendamustina,bendamustina
425,Bendamustina,427,Bendamustina Hidrocloruro Monohidrato,1,canonico_igual,L01AA09,L01AA09,bendamustina,bendamustina
426,Bendamustina Hidrocloruro,427,Bendamustina Hidrocloruro Monohidrato,1,canonico_igual,L01AA09,L01AA09,bendamustina,bendamustina
433,Benserazida,434,Benserazida Hidrocloruro,1,canonico_igual,,,benserazida,benserazida
436,Benzalconio,437,Benzalconio Cloruro,1,canonico_igual,D08AJ01,D08AJ01,benzalconio,benzalconio
453,Betahistina,455,Betahistina Hidrocloruro,1,canonico_igual,N07CA01,N07CA01,betahistina,betahistina
456,Betaina,457,Betaina Anhidra,1,canonico_igual,A16AA06,A16AA06,betaina,betaina
458,Betametasona,459,Betametasona Acetato,1,canonico_igual,S01CB04,S01CB04,betametasona,betametasona
458,Betametasona,461,Betametasona Fosfato Sodio,1,canonico_igual,S01CB04,S01CB04,betametasona,betametasona
459,Betametasona Acetato,461,Betametasona Fosfato Sodio,1,canonico_igual,S01CB04,S01CB04,betametasona,betametasona
465,Betaxolol,466,Betaxolol Hidrocloruro,1,canonico_igual,C07AB05,C07AB05,betaxolol,betaxolol
478,Bictegravir,479,Bictegravir Sodio,1,canonico_igual,J05AR20,,bictegravir,bictegravir
481,Bilastina,482,Bilastina Monohidrato,1,canonico_igual,R06AX29,R06AX29,bilastina,bilastina
491,Bismuto Subcitrato,493,Bismuto Subcitrato Potasio,1,canonico_igual,,,bismuto subcitrato,bismuto subcitrato
494,Bisoprolol Fumarato,3830,Bisoprolol,1,canonico_igual,C07AB07,C07AB07,bisoprolol,bisoprolol
497,Bleomicina,498,Bleomicina Sulfato,1,canonico_igual,L01DC01,L01DC01,bleomicina,bleomicina
505,Bosentan,506,Bosentan Monohidrato,1,canonico_igual,C02KX01,C02KX01,bosentan,bosentan
507,Bosutinib Dihidrato,508,Bosutinib Monohidrato,1,canonico_igual,L01EA04,L01EA04,bosutinib,bosutinib
507,Bosutinib Dihidrato,3839,Bosutinib,1,canonico_igual,L01EA04,L01EA04,bosutinib,bosutinib
508,Bosutinib Monohidrato,3839,Bosutinib,1,canonico_igual,L01EA04,L01EA04,bosutinib,bosutinib
517,Brimonidina,518,Brimonidina Tartrato,1,canonico_igual,D11AX21,D11AX21,brimonidina,brimonidina
525,Bromfenaco,526,Bromfenaco Sodico,1,canonico_igual,S01BC11,S01BC11,bromfenaco,bromfenaco
528,Bromfeniramina,529,Bromfeniramina Maleato,1,canonico_igual,R06AB01,R06AB01,bromfeniramina,bromfeniramina
530,Bromhexina,531,Bromhexina Hidrocloruro,1,canonico_igual,R05CB02,R05CB02,bromhexina,bromhexina
532,Bromocriptina,533,Bromocriptina Mesilato,1,canonico_igual,G02CB01,G02CB01,bromocriptina,bromocriptina
537,Bromuro De Ipratropio Monohidratado,1908,Ipratropio,1,canonico_igual,N02AA02,N02AA02,ipratropio,ipratropio
537,Bromuro De Ipratropio Monohidratado,1909,Ipratropio Bromuro,1,canonico_igual,N02AA02,N02AA02,ipratropio,ipratropio
1908,Ipratropio,1909,Ipratropio Bromuro,1,canonico_igual,N02AA02,N02AA02,ipratropio,ipratropio
539,Brovanexina,540,Brovanexina Hidrocloruro,1,canonico_igual,,,brovanexina,brovanexina
542,Bulevirtida,543,Bulevirtida Acetato,1,canonico_igual,J05AX28,J05AX28,bulevirtida,bulevirtida
545,Bupivacaina,546,Bupivacaina Hidrocloruro,1,canonico_igual,N01BB01,N01BB01,bupivacaina,bupivacaina
547,Buprenorfina,548,Buprenorfina Hidrocloruro,1,canonico_igual,N02AE01,N02AE01,buprenorfina,buprenorfina
550,Buserelina,551,Buserelina Acetato,1,canonico_igual,L02AE01,L02AE01,buserelina,buserelina
558,Cabotegravir,559,Cabotegravir Sodio,1,canonico_igual,J05AJ04,J05AJ04,cabotegravir,cabotegravir
560,Cabozantinib,561,Cabozantinib Maleato,1,canonico_igual,L01EX07,L01EX07,cabozantinib,cabozantinib
564,Cafeina,565,Cafeina Anhidra,1,canonico_igual,N06BC01,N06BC01,cafeina,cafeina
564,Cafeina,566,Cafeina Citrato,1,canonico_igual,N06BC01,N06BC01,cafeina,cafeina
565,Cafeina Anhidra,566,Cafeina Citrato,1,canonico_igual,N06BC01,N06BC01,cafeina,cafeina
568,Calcifediol,569,Calcifediol Monohidrato,1,canonico_igual,A11CC06,A11CC06,calcifediol,calcifediol
577,Calcipotriol,578,Calcipotriol Monohidrato,1,canonico_igual,D05AX02,D05AX02,calcipotriol,calcipotriol
585,Canagliflozina,586,Canagliflozina Monohidrato,1,canonico_igual,A10BK02,A10BK02,canagliflozina,canagliflozina
599,Capreomicina,600,Capreomicina Sulfato,1,canonico_igual,J04AB30,J04AB30,capreomicina,capreomicina
610,Carbidopa,611,Carbidopa Monohidrato,1,canonico_igual,,,carbidopa,carbidopa
631,Cariprazina,632,Cariprazina Hidrocloruro,1,canonico_igual,N05AX15,N05AX15,cariprazina,cariprazina
633,Carmelosa,634,Carmelosa Sodica,1,canonico_igual,S01KA91,,carmelosa,carmelosa
637,Carnitina,638,Carnitina Hidrocloruro,1,canonico_igual,A16AA01,,carnitina,carnitina
642,Carteolol,643,Carteolol Hidrocloruro,1,canonico_igual,C07AA15,C07AA15,carteolol,carteolol
650,Caspofungina,651,Caspofungina Acetato,1,canonico_igual,J02AX04,J02AX04,caspofungina,caspofungina
664,Cefaclor,665,Cefaclor Monohidrato,1,canonico_igual,J01DC04,J01DC04,cefaclor,cefaclor
666,Cefadroxilo,667,Cefadroxilo Monohidrato,1,canonico_igual,J01DB05,J01DB05,cefadroxilo,cefadroxilo
668,Cefalexina,669,Cefalexina Monohidrato,1,canonico_igual,J01DB01,J01DB01,cefalexina,cefalexina
670,Cefazolina,671,Cefazolina Sodica,1,canonico_igual,J01DB04,J01DB04,cefazolina,cefazolina
675,Cefixima,676,Cefixima Trihidrato,1,canonico_igual,J01DD08,J01DD08,cefixima,cefixima
677,Cefotaxima,678,Cefotaxima Sodica,1,canonico_igual,J01DD01,J01DD01,cefotaxima,cefotaxima
679,Cefoxitina,680,Cefoxitina Sodica,1,canonico_igual,J01DC01,J01DC01,cefoxitina,cefoxitina
685,Ceftolozano,686,Ceftolozano Sulfato,1,canonico_igual,J01DI54,,ceftolozano,ceftolozano
687,Ceftriaxona,688,Ceftriaxona Sodica,1,canonico_igual,J01DD04,J01DD04,ceftriaxona,ceftriaxona
689,Cefuroxima,691,Cefuroxima Sodica,1,canonico_igual,J01DC02,J01DC02,cefuroxima,cefuroxima
705,Cerio Nitrato,3924,Cerio,1,canonico_igual,,A04AD02,cerio,cerio
710,Cetirizina,712,Cetirizina Hidrocloruro,1,canonico_igual,S01GX12,S01GX12,cetirizina,cetirizina
714,Ceto Isoleucina,715,Ceto Isoleucina Calcica,1,canonico_igual,,,ceto isoleucina,ceto isoleucina
716,Ceto Leucina,717,Ceto Leucina Calcica,1,canonico_igual,,,ceto leucina,ceto leucina
718,Ceto Valina,719,Ceto Valina Calcica,1,canonico_igual,,,ceto valina,ceto valina
726,Ciclobenzaprina,727,Ciclobenzaprina Hidrocloruro,1,canonico_igual,M03BX08,M03BX08,ciclobenzaprina,ciclobenzaprina
728,Ciclofosfamida,729,Ciclofosfamida Monohidrato,1,canonico_igual,L01AA01,L01AA01,ciclofosfamida,ciclofosfamida
732,Ciclopentolato,733,Ciclopentolato Hidrocloruro,1,canonico_igual,S01FA04,S01FA04,ciclopentolato,ciclopentolato
738,Cidofovir Dihidrato,3933,Cidofovir,1,canonico_igual,J05AB12,J05AB12,cidofovir,cidofovir
741,Cilastatina,742,Cilastatina Sodica,1,canonico_igual,J01DH51,,cilastatina,cilastatina
743,Cilazapril,744,Cilazapril Monohidrato,1,canonico_igual,C09AA08,C09AA08,cilazapril,cilazapril
751,Cinacalcet,752,Cinacalcet Hidrocloruro,1,canonico_igual,H05BX01,H05BX01,cinacalcet,cinacalcet
756,Cincocaina,757,Cincocaina Hidrocloruro,1,canonico_igual,C05AD04,C05AD04,cincocaina,cincocaina
758,Cinitaprida,760,Cinitaprida Tartrato Acido,1,canonico_igual,A03FA08,A03FA08,cinitaprida,cinitaprida
764,Ciprofloxacino,765,Ciprofloxacino Hidrocloruro,1,canonico_igual,S01AE03,S01AE01,ciprofloxacino,ciprofloxacino
766,Ciproheptadina,768,Ciproheptadina Hidrocloruro,1,canonico_igual,R06AX02,R06AX02,ciproheptadina,ciproheptadina
769,Ciproterona,770,Ciproterona Acetato,1,canonico_igual,G03HA01,G03HA01,ciproterona,ciproterona
771,Cisatracurio,772,Cisatracurio Besilato,1,canonico_igual,M03AC11,M03AC11,cisatracurio,cisatracurio
777,Citalopram,778,Citalopram Hidrobromuro,1,canonico_igual,N06AB04,N06AB04,citalopram,citalopram
780,Citicolina,781,Citicolina Sodica,1,canonico_igual,N06BX06,N06BX06,citicolina,citicolina
788,Citrato Magnesio,1965,Lactato Magnesio,1,canonico_igual,,,magnesio,magnesio
788,Citrato Magnesio,2157,Magnesio,1,canonico_igual,,A02AD91,magnesio,magnesio
788,Citrato Magnesio,2158,Magnesio Bromuro,1,canonico_igual,,,magnesio,magnesio
788,Citrato Magnesio,2159,Magnesio Carbonato,1,canonico_igual,,A06AD01,magnesio,magnesio
788,Citrato Magnesio,2161,Magnesio Cloruro,1,canonico_igual,,,magnesio,magnesio
788,Citrato Magnesio,2163,Magnesio Fluoruro,1,canonico_igual,,,magnesio,magnesio
788,Citrato Magnesio,2169,Magnesio Sulfato,1,canonico_igual,,A06AD04,magnesio,magnesio
1965,Lactato Magnesio,2157,Magnesio,1,canonico_igual,,A02AD91,magnesio,magnesio
1965,Lactato Magnesio,2158,Magnesio Bromuro,1,canonico_igual,,,magnesio,magnesio
1965,Lactato Magnesio,2159,Magnesio Carbonato,1,canonico_igual,,A06AD01,magnesio,magnesio
1965,Lactato Magnesio,2161,Magnesio Cloruro,1,canonico_igual,,,magnesio,magnesio
1965,Lactato Magnesio,2163,Magnesio Fluoruro,1,canonico_igual,,,magnesio,magnesio
1965,Lactato Magnesio,2169,Magnesio Sulfato,1,canonico_igual,,A06AD04,magnesio,magnesio
2157,Magnesio,2158,Magnesio Bromuro,1,canonico_igual,A02AD91,,magnesio,magnesio
2157,Magnesio,2159,Magnesio Carbonato,1,canonico_igual,A02AD91,A06AD01,magnesio,magnesio
2157,Magnesio,2161,Magnesio Cloruro,1,canonico_igual,A02AD91,,magnesio,magnesio
2157,Magnesio,2163,Magnesio Fluoruro,1,canonico_igual,A02AD91,,magnesio,magnesio
2157,Magnesio,2169,Magnesio Sulfato,1,canonico_igual,A02AD91,A06AD04,magnesio,magnesio
2158,Magnesio Bromuro,2159,Magnesio Carbonato,1,canonico_igual,,A06AD01,magnesio,magnesio
2158,Magnesio Bromuro,2161,Magnesio Cloruro,1,canonico_igual,,,magnesio,magnesio
2158,Magnesio Bromuro,2163,Magnesio Fluoruro,1,canonico_igual,,,magnesio,magnesio
2158,Magnesio Bromuro,2169,Magnesio Sulfato,1,canonico_igual,,A06AD04,magnesio,magnesio
2159,Magnesio Carbonato,2161,Magnesio Cloruro,1,canonico_igual,A06AD01,,magnesio,magnesio
2159,Magnesio Carbonato,2163,Magnesio Fluoruro,1,canonico_igual,A06AD01,,magnesio,magnesio
2159,Magnesio Carbonato,2169,Magnesio Sulfato,1,canonico_igual,A06AD01,A06AD04,magnesio,magnesio
2161,Magnesio Cloruro,2163,Magnesio Fluoruro,1,canonico_igual,,,magnesio,magnesio
2161,Magnesio Cloruro,2169,Magnesio Sulfato,1,canonico_igual,,A06AD04,magnesio,magnesio
2163,Magnesio Fluoruro,2169,Magnesio Sulfato,1,canonico_igual,,A06AD04,magnesio,magnesio
793,Citrico Acido,794,Citrico Acido Anhidro,1,canonico_igual,G04BC92,,citrico,citrico
793,Citrico Acido,795,Citrico Acido Monohidrato,1,canonico_igual,G04BC92,,citrico,citrico
794,Citrico Acido Anhidro,795,Citrico Acido Monohidrato,1,canonico_igual,,,citrico,citrico
801,Claritromicina,802,Claritromicina Citrato,1,canonico_igual,J01FA09,J01FA09,claritromicina,claritromicina
812,Clindamicina,813,Clindamicina Fosfato,1,canonico_igual,D10AF01,D10AF01,clindamicina,clindamicina
812,Clindamicina,814,Clindamicina Hidrocloruro,1,canonico_igual,D10AF01,D10AF01,clindamicina,clindamicina
813,Clindamicina Fosfato,814,Clindamicina Hidrocloruro,1,canonico_igual,D10AF01,D10AF01,clindamicina,clindamicina
825,Clomifeno Citrato,3938,Clomifeno,1,canonico_igual,G03GB02,G03GB02,clomifeno,clomifeno
826,Clomipramina,827,Clomipramina Hidrocloruro,1,canonico_igual,N06AA04,N06AA04,clomipramina,clomipramina
829,Clonidina,830,Clonidina Hidrocloruro,1,canonico_igual,S01EA04,S01EA04,clonidina,clonidina
832,Cloperastina,834,Cloperastina Hidrocloruro,1,canonico_igual,R05DB21,R05DB21,cloperastina,cloperastina
835,Clopidogrel Besilato,3940,Clopidogrel,1,canonico_igual,B01AC04,B01AC04,clopidogrel,clopidogrel
835,Clopidogrel Besilato,3941,Clopidogrel Hidrocloruro,1,canonico_igual,B01AC04,B01AC04,clopidogrel,clopidogrel
3940,Clopidogrel,3941,Clopidogrel Hidrocloruro,1,canonico_igual,B01AC04,B01AC04,clopidogrel,clopidogrel
842,Clordiazepoxido,843,Clordiazepoxido Hidrocloruro,1,canonico_igual,N05BA02,N05BA02,clordiazepoxido,clordiazepoxido
845,Clorfenamina,846,Clorfenamina Maleato,1,canonico_igual,R06AB04,R06AB04,clorfenamina,clorfenamina
848,Clorhexidina,849,Clorhexidina Acetato,1,canonico_igual,S02AA09,S02AA09,clorhexidina,clorhexidina
848,Clorhexidina,852,Clorhexidina Hidrocloruro,1,canonico_igual,S02AA09,S02AA09,clorhexidina,clorhexidina
849,Clorhexidina Acetato,852,Clorhexidina Hidrocloruro,1,canonico_igual,S02AA09,S02AA09,clorhexidina,clorhexidina
854,Clormadinona,855,Clormadinona Acetato,1,canonico_igual,G03DB06,G03DB06,clormadinona,clormadinona
857,Clorobutanol,858,Clorobutanol Hemihidrato,1,canonico_igual,A04AD04,A04AD04,clorobutanol,clorobutanol
859,Cloroprocaina,860,Cloroprocaina Hidrocloruro,1,canonico_igual,N01BA04,C05AD05,cloroprocaina,cloroprocaina
862,Cloroquina,863,Cloroquina Fosfato,1,canonico_igual,P01BA01,P01BA01,cloroquina,cloroquina
866,Clorpromazina,867,Clorpromazina Hidrocloruro,1,canonico_igual,N05AA01,N05AA01,clorpromazina,clorpromazina
870,Clortetraciclina,871,Clortetraciclina Hidrocloruro,1,canonico_igual,A01AB21,S02AA08,clortetraciclina,clortetraciclina
879,Cloxacilina,880,Cloxacilina Sodica,1,canonico_igual,J01CF02,J01CF02,cloxacilina,cloxacilina
883,Cobalto,884,Cobalto Cloruro,1,canonico_igual,V09XX01,,cobalto,cobalto
887,Cobre Carbonato,888,Cobre Cloruro Dihidrato,1,canonico_igual,,,cobre,cobre
887,Cobre Carbonato,3857,Cobre,1,canonico_igual,,V03AB20,cobre,cobre
888,Cobre Cloruro Dihidrato,3857,Cobre,1,canonico_igual,,V03AB20,cobre,cobre
893,Codeina,894,Codeina Fosfato,1,canonico_igual,R05DA04,R05DA04,codeina,codeina
893,Codeina,895,Codeina Fosfato Hemihidrato,1,canonico_igual,R05DA04,R05DA04,codeina,codeina
894,Codeina Fosfato,895,Codeina Fosfato Hemihidrato,1,canonico_igual,R05DA04,R05DA04,codeina,codeina
902,Colesevelam,903,Colesevelam Hidrocloruro,1,canonico_igual,C10AC04,C10AC04,colesevelam,colesevelam
916,Condroitina,917,Condroitina Sulfato Sodio,1,canonico_igual,,,condroitina,condroitina
932,Crecimiento Hormona,1797,Hormona Crecimiento,1,canonico_igual,,,crecimiento hormona,crecimiento hormona
937,Cromoglicato De Sodio,3196,Sodio Cromoglicato,1,canonico_igual,R03AK04,,cromoglicato,cromoglicato
946,Dabigatran Etexilato,947,Dabigatran Etexilato Mesilato,1,canonico_igual,B01AE07,B01AE07,dabigatran etexilato,dabigatran etexilato
948,Dabrafenib,949,Dabrafenib Mesilato,1,canonico_igual,L01EC02,L01EC02,dabrafenib,dabrafenib
951,Dacomitinib,952,Dacomitinib Monohidrato,1,canonico_igual,L01EB07,L01EB07,dacomitinib,dacomitinib
953,Dalbavancina,954,Dalbavancina Hidrocloruro,1,canonico_igual,J01XA04,J01XA04,dalbavancina,dalbavancina
956,Dalteparina,957,Dalteparina Sodica,1,canonico_igual,B01AB04,B01AB04,dalteparina,dalteparina
965,Dapagliflozina Propanodiol,966,Dapagliflozina Propanodiol Monohidrato,1,canonico_igual,A10BK01,A10BK01,dapagliflozina propanodiol,dapagliflozina propanodiol
972,Daridorexant,973,Daridorexant Hidrocloruro,1,canonico_igual,N05CJ03,N05CJ03,daridorexant,daridorexant
974,Darifenacina,975,Darifenacina Hidrobromuro,1,canonico_igual,G04BD10,G04BD10,darifenacina,darifenacina
982,Dasatinib,983,Dasatinib Monohidrato,1,canonico_igual,L01XE06,L01XE06,dasatinib,dasatinib
