ef,mol_inhrr,mol_cima,score
E.F.44.641,CLORURO DE POTASIO,Calcio Cloruro,1.0
E.F.44.641,GLUCONATO DE ZINC,Zinc,1.0
E.F.44.642,DEXTROSA ANHIDRA,Dextrosa,1.0
E.F.44.642,GLUCONATO DE ZINC,Zinc,1.0
E.F.44.642,CLORURO DE POTASIO,Calcio Cloruro,1.0
E.F.44.642,CLORURO DE SODIO,Calcio Cloruro,1.0
E.F.44.642,CLORURO DE SODIO,Calcio Cloruro,1.0
E.F.44.642,GLUCONATO DE ZINC,Zinc,1.0
E.F.44.642,CLORURO DE POTASIO,Calcio Cloruro,1.0
E.F.44.642,GLUCONATO DE ZINC,Zinc,1.0
E.F.44.642,DEXTROSA ANHIDRA,Dextrosa,1.0
E.F.44.642,CLORURO DE SODIO,Calcio Cloruro,1.0
E.F.44.642,CLORURO DE POTASIO,Calcio Cloruro,1.0
E.F.44.643,CLORURO DE POTASIO,Calcio Cloruro,1.0
E.F.44.643,DEXTROSA ANHIDRA,Dextrosa,1.0
E.F.44.643,CLORURO DE POTASIO,Calcio Cloruro,1.0
E.F.44.643,DEXTROSA ANHIDRA,Dextrosa,1.0
E.F.44.643,CLORURO DE SODIO,Calcio Cloruro,1.0
E.F.44.643,GLUCONATO DE ZINC,Zinc,1.0
E.F.44.643,CLORURO DE SODIO,Calcio Cloruro,1.0
E.F.44.643,GLUCONATO DE ZINC,Zinc,1.0
E.F.44.644,CABOZANTINIB,Cabozantinib,1.0
E.F.44.645,CABOZANTINIB,Cabozantinib,1.0
E.F.44.646,PARACETAMOL,Paracetamol,1.0
E.F.44.648,VALSARTAN,Valsartan,1.0
E.F.44.650,SULFATO DE HIDROXICLOROQUINA,Hidroxicloroquina,1.0
E.F.44.651,ARIPIPRAZOL,Aripiprazol,1.0
E.F.44.652,PARACETAMOL,Paracetamol,1.0
E.F.44.653,PARACETAMOL,Paracetamol,1.0
E.F.44.658,CEFTRIAXONA SODICA,Ceftriaxona,1.0
E.F.44.659,MEROPENEM,Meropenem,1.0
E.F.44.663,FUMARATO DE BISOPROLOL,Bisoprolol,1.0
E.F.44.664,EMPAGLIFLOZINA,Empagliflozina,1.0
E.F.44.665,EMPAGLIFLOZINA,Empagliflozina,1.0
E.F.44.666,MEROPENEM,Meropenem,1.0
E.F.44.670,CARFILZOMIB,Carfilzomib,1.0
E.F.44.674,AMOXICILINA TRIHIDRATO,Amoxicilina,1.0
E.F.44.674,CLAVULANATO DE POTASIO,Clavulanato Potasio,1.0
E.F.44.675,AZELASTINA CLORHIDRATO,Azelastina,1.0
E.F.44.676,DORZOLAMIDA CLORHIDRATO,Dorzolamida,1.0
E.F.44.677,PARACETAMOL,Paracetamol,1.0
E.F.44.678,MOXIFLOXACINO CLORHIDRATO,Moxifloxacino,1.0
E.F.44.680,ACETAMINOFEN,Acetaminofen,1.0
E.F.44.681,ACETAMINOFEN,Acetaminofen,1.0
E.F.44.682,CLORURO DE CETILPIRIDINIO,Cetilpiridinio Cloruro,1.0
E.F.44.682,BENCIDAMINA CLORHIDRATO,Bencidamina,1.0
E.F.44.683,ALPRAZOLAM,Alprazolam,1.0
E.F.44.687,FENTANILO,Fentanilo,1.0
E.F.44.689,DORZOLAMIDA CLORHIDRATO,Dorzolamida,1.0
E.F.44.689,TIMOLOL MALEATO,Timolol,1.0
E.F.44.689,BRIMONIDINA TARTRATO,Brimonidina,1.0
E.F.44.695,DORZOLAMIDA CLORHIDRATO,Dorzolamida,1.0
E.F.44.695,TIMOLOL MALEATO,Timolol,1.0
E.F.44.696,SITAGLIPTINA FOSFATO MONOHIDRATADO,Sitagliptina,1.0
E.F.44.696,METFORMINA CLORHIDRATO,Metformina,1.0
E.F.44.701,MOMETASONA FUROATO,Mometasona Furoato,1.0
E.F.44.702,AZELASTINA CLORHIDRATO,Azelastina,1.0
E.F.44.702,MOMETASONA FUROATO,Mometasona Furoato,1.0
E.F.44.704,ESOMEPRAZOL MAGNESIO TRIHIDRATO,Esomeprazol Magnesio Trihidrato,1.0
E.F.44.704,ESOMEPRAZOL SODICO,Esomeprazol,1.0
E.F.44.705,CLORFENIRAMINA MALEATO,Clorfeniramina,1.0
E.F.44.705,CAFEINA,Cafeina,1.0
E.F.44.705,ACETAMINOFEN,Acetaminofen,1.0
E.F.44.705,ACETAMINOFEN,Acetaminofen,1.0
E.F.44.706,MOMETASONA FUROATO,Mometasona Furoato,1.0
E.F.44.707,AMIKACINA,Amikacina,1.0
E.F.44.708,AMIKACINA,Amikacina,1.0
E.F.44.709,LEVOFLOXACINA HEMIHIDRATO,Levofloxacino,0.923
E.F.44.711,QUETIAPINA,Quetiapina,1.0
E.F.44.712,NEBIVOLOL CLORHIDRATO,Nebivolol,1.0
E.F.44.714,ACETAMINOFEN DC 90%,(+)-tetrabenazina,nan
E.F.44.714,ACETAMINOFEN DC 90%,(+)-tetrabenazina,nan
E.F.44.715,LEVOFLOXACINA HEMIHIDRATO,Levofloxacino,0.923
E.F.44.716,FLUCONAZOL,Fluconazol,1.0
E.F.44.717,BISOPROLOL FUMARATO,Bisoprolol,1.0
E.F.44.717,PERINDOPRIL,Perindopril,1.0
E.F.44.718,LEVOFLOXACINA HEMIHIDRATO,Levofloxacino,0.923
E.F.44.720,TRAMADOL CLORHIDRATO,Tramadol,1.0
E.F.44.721,PERINDOPRIL,Perindopril,1.0
E.F.44.721,BISOPROLOL FUMARATO,Bisoprolol,1.0
E.F.44.722,SEVOFLURANO,Sevoflurano,1.0
E.F.44.723,NEBIVOLOL CLORHIDRATO,Nebivolol,1.0
E.F.44.724,NEBIVOLOL CLORHIDRATO,Nebivolol,1.0
E.F.44.725,BISACODILO,Bisacodilo,1.0
E.F.44.731,OXCARBAZEPINA,Oxcarbazepina,1.0
E.F.44.732,PERINDOPRIL,Perindopril,1.0
E.F.44.732,BISOPROLOL FUMARATO,Bisoprolol,1.0
E.F.44.733,CLORFENIRAMINA MALEATO,Clorfeniramina,1.0
E.F.44.734,SACUBITRILO SODICO,Sacubitrilo,1.0
E.F.44.734,VALSARTAN,Valsartan,1.0
E.F.44.735,SACUBITRILO SODICO,Sacubitrilo,1.0
E.F.44.735,VALSARTAN,Valsartan,1.0
E.F.44.736,TOBRAMICINA SULFATO,Tobramicina,1.0
E.F.44.737,ACETAMINOFEN,Acetaminofen,1.0
E.F.44.738,GLIBENCLAMIDA,Glibenclamida,1.0
E.F.44.743,DEXAMETASONA FOSFATO SODICO,Dexametasona,1.0
E.F.44.744,ATENOLOL,Atenolol,1.0
E.F.44.746,CIPROFLOXACINO CLORHIDRATO,Ciprofloxacino,1.0
E.F.44.746,HIDROCORTISONA,Hidrocortisona,1.0
E.F.44.748,METFORMINA CLORHIDRATO,Metformina,1.0
E.F.44.748,SITAGLIPTINA CLORHIDRATO,Sitagliptina,1.0
E.F.44.749,METFORMINA CLORHIDRATO,Metformina,1.0
E.F.44.749,SITAGLIPTINA CLORHIDRATO,Sitagliptina,1.0
E.F.44.751,DICLOFENACO POTASICO,Diclofenaco,1.0
E.F.44.752,DEXTROSA ANHIDRA,Dextrosa,1.0
E.F.44.752,CLORURO DE SODIO,Calcio Cloruro,1.0
E.F.44.752,GLUCONATO DE ZINC,Zinc,1.0
E.F.44.753,CITRATO DE TAMOXIFENO,Tamoxifeno,1.0
E.F.44.756,ESOMEPRAZOL MAGNESIO TRIHIDRATO,Esomeprazol Magnesio Trihidrato,1.0
E.F.44.758,EPIRUBICINA CLORHIDRATO,Epirubicina,1.0
E.F.44.759,ISOFLURANO,Isoflurano,1.0
E.F.44.760,DIOSMINA,Diosmina,1.0
E.F.44.760,HESPERIDINA,Hesperidina,1.0
E.F.44.761,GLICERINA,Glicerina,1.0
E.F.44.762,GLICERINA,Glicerina,1.0
E.F.44.763,GLICERINA,Glicerina,1.0
E.F.5.347,VITAMINA E,Vitamina A,1.0
E.F.5.708,TIROTRICINA,Tirotricina,1.0
E.F.537,MENTOL,Mentol,1.0
E.F.6.025,CIANOCOBALAMINA,Cianocobalamina,1.0
E.F.6.362,BROMURO DE PIRIDOSTIGMINA,Piridostigmina Bromuro,1.0
E.F.6.400,OXIDO DE ZINC,Zinc Oxido,1.0
E.F.6.509,NITROFURAZONA,Nitrofurazona,1.0
E.F.8.381,NITROFURAZONA,Nitrofurazona,1.0
E.F.8.516,DIPIRONA,Dipirona,1.0
E.F.8.539,DIPIRONA,Dipirona,1.0
E.F.8.820,DIPIRONA,Dipirona,1.0
E.F.8.936,FENILBUTAZONA,Fenilbutazona,1.0
E.F.8.976,TRIAMCINOLONA,Triamcinolona,1.0
E.F.9.014,ACIDO ACETILSALICILICO,Acetilsalicilico Acido,1.0
E.F.9.014,ACIDO CITRICO,Citrico Acido,1.0
E.F.9.031,DEXTROMETORFANO,Dextrometorfano,1.0
E.F.9.166,HIDROCORTISONA,Hidrocortisona,1.0
E.F.9.191,LIDOCAINA,Lidocaina,1.0
E.F.9.441,CLORPROMAZINA,Clorpromazina,1.0
E.F.9.525,DEXAMETASONA FOSFATO SÓDICO,Dexametasona,1.0
E.F.9.526,DEXAMETASONA FOSFATO SÓDICO,Dexametasona,1.0
E.F.9.571,METILPREDNISOLONA,Metilprednisolona,1.0
E.F.9.675,LEVOMEPROMAZINA,Levomepromazina,1.0
E.F.9.687,CICLOFOSFAMIDA,Ciclofosfamida,1.0
E.F.9.734,COCARBOXILASA,Cocarboxilasa,1.0
E.F.9.764,ACIDO FOLICO,Folico Acido,1.0
E.F.9.779,PREDNISONA,Prednisona,1.0
E.F.9.794,TRIAMCINOLONA,Triamcinolona,1.0
E.F.9.844,CIANOCOBALAMINA,Cianocobalamina,1.0
E.F.9.844,NIACINAMIDA,Niacinamida,1.0
E.F.9.889,TETRACICLINA,Tetraciclina,1.0
E.F.9.926,CIANOCOBALAMINA,Cianocobalamina,1.0
E.F.9.953,ACETAMINOFEN,Acetaminofen,1.0
E.F.9.954,ACETAMINOFEN,Acetaminofen,1.0
E.F.G. 37.435,CLORURO DE SODIO,Calcio Cloruro,1.0
E.F.G. 37.446,ACETAMINOFEN,Acetaminofen,1.0
E.F.G. 37.498,GLIMEPIRIDA,Glimepirida,1.0
E.F.G.1.138,CLORURO DE SODIO,Calcio Cloruro,1.0
E.F.G.1.645,BACITRACINA,Bacitracina,1.0
E.F.G.11.489,CIANOCOBALAMINA,Cianocobalamina,1.0
E.F.G.11.489,CLORHIDRATO DE PIRIDOXINA,Piridoxina,1.0
E.F.G.11.489,CLORHIDRATO DE TIAMINA,Tiamina,1.0
E.F.G.11.489,NICOTINAMIDA,Nicotinamida,1.0
E.F.G.11.992,ACIDO FOLICO,Folico Acido,1.0
E.F.G.12.419,PREDNISONA,Prednisona,1.0
E.F.G.15.879,MANITOL,Manitol,1.0
E.F.G.16.292,MANITOL,Manitol,1.0
E.F.G.16.836,DIAZEPAM,Diazepam,1.0
E.F.G.16.986,AMPICILINA,Ampicilina,1.0
E.F.G.17.005,AMPICILINA,Ampicilina,1.0
E.F.G.17.150,AMPICILINA,Ampicilina,1.0
E.F.G.17.168,AMPICILINA,Ampicilina,1.0
E.F.G.17.246,AMPICILINA,Ampicilina,1.0
E.F.G.18.959,CEFALEXINA,Cefalexina,1.0
E.F.G.19.117,GENTAMICINA,Gentamicina,1.0
E.F.G.19.207,AMPICILINA,Ampicilina,1.0
E.F.G.2.617,ESTRADIOL,Estradiol,1.0
E.F.G.20.104,AMOXICILINA,Amoxicilina,1.0
E.F.G.20.116,BACITRACINA,Bacitracina,1.0
E.F.G.20.140,BACITRACINA,Bacitracina,1.0
E.F.G.20.201,AMOXICILINA,Amoxicilina,1.0
E.F.G.20.272,DIAZEPAM,Diazepam,1.0
E.F.G.20.295,GENTAMICINA,Gentamicina,1.0
E.F.G.20.296,GENTAMICINA,Gentamicina,1.0
E.F.G.20.308,BACITRACINA,Bacitracina,1.0
E.F.G.20.337,DOXICICLINA,Doxiciclina,1.0
E.F.G.20.340,AMOXICILINA,Amoxicilina,1.0
E.F.G.20.435,RIFAMPICINA,Rifampicina,1.0
E.F.G.20.790,RIFAMPICINA,Rifampicina,1.0
E.F.G.20.831,AMPICILINA,Ampicilina,1.0
E.F.G.21.009,GENTAMICINA,Gentamicina,1.0
E.F.G.21.247,GENTAMICINA,Gentamicina,1.0
E.F.G.21.300,FUROSEMIDA,Furosemida,1.0
E.F.G.21.768,ACIDO ASCORBICO,Ascorbico Acido,1.0
E.F.G.21.897,GENTAMICINA,Gentamicina,1.0
E.F.G.22.033,ACIDO FOLICO,Folico Acido,1.0
E.F.G.22.060,TINIDAZOL,Tinidazol,1.0
E.F.G.22.139,AMPICILINA,Ampicilina,1.0
E.F.G.22.452,CLOTRIMAZOL,Clotrimazol,1.0
E.F.G.22.791,CLOTRIMAZOL,Clotrimazol,1.0
E.F.G.22.808,CLORURO DE SODIO,Calcio Cloruro,1.0
E.F.G.22.867,AMPICILINA,Ampicilina,1.0
E.F.G.22.884,AMPICILINA,Ampicilina,1.0
E.F.G.23.139,AMPICILINA,Ampicilina,1.0
E.F.G.23.140,DIPIRIDAMOL,Dipiridamol,1.0
E.F.G.23.247,AMIKACINA,Amikacina,1.0
E.F.G.23.275,ACETAMINOFEN,Acetaminofen,1.0
E.F.G.23.290,AMIKACINA,Amikacina,1.0
E.F.G.23.405,INDOMETACINA,Indometacina,1.0
E.F.G.23.618,FUROSEMIDA,Furosemida,1.0
E.F.G.23.692,AMOXICILINA,Amoxicilina,1.0
E.F.G.23.715,PROPRANOLOL,Propranolol,1.0
E.F.G.23.716,PROPRANOLOL,Propranolol,1.0
E.F.G.23.717,AMOXICILINA,Amoxicilina,1.0
E.F.G.23.808,PIROXICAM,Piroxicam,1.0
E.F.G.23.844,GENTAMICINA,Gentamicina,1.0
E.F.G.23.852,PIROXICAM,Piroxicam,1.0
E.F.G.23.862,CEFALEXINA,Cefalexina,1.0
E.F.G.23.998,AMPICILINA,Ampicilina,1.0
E.F.G.23.999,AMPICILINA,Ampicilina,1.0
E.F.G.24.030,CLORURO DE SODIO,Calcio Cloruro,1.0
E.F.G.24.173,AMOXICILINA,Amoxicilina,1.0
E.F.G.24.209,CLORURO DE SODIO,Calcio Cloruro,1.0
E.F.G.24.809,AMPICILINA,Ampicilina,1.0
E.F.G.24.815,CARBAMAZEPINA,Carbamazepina,1.0
E.F.G.24.946,AMIKACINA,Amikacina,1.0
E.F.G.24.970,AMPICILINA,Ampicilina,1.0
E.F.G.25.230,KETOCONAZOL,Ketoconazol,1.0
E.F.G.25.466,ACETAMINOFEN,Acetaminofen,1.0
E.F.G.25.475,MEBENDAZOL,Mebendazol,1.0
E.F.G.25.476,MEBENDAZOL,Mebendazol,1.0
E.F.G.25.529,SALBUTAMOL,Salbutamol,1.0
E.F.G.25.639,AMOXICILINA,Amoxicilina,1.0
E.F.G.25.737,CAPTOPRIL,Captopril,1.0
E.F.G.25.738,CAPTOPRIL,Captopril,1.0
E.F.G.25.816,ATENOLOL,Atenolol,1.0
E.F.G.25.817,ATENOLOL,Atenolol,1.0
E.F.G.25.905,ACIDO ASCORBICO,Ascorbico Acido,1.0
E.F.G.25.922,CAPTOPRIL,Captopril,1.0
E.F.G.25.923,CAPTOPRIL,Captopril,1.0
E.F.G.25.924,ACETAMINOFEN,Acetaminofen,1.0
E.F.G.25.925,ACETAMINOFEN,Acetaminofen,1.0
E.F.G.25.926,ACETAMINOFEN,Acetaminofen,1.0
E.F.G.25.934,ACETAMINOFEN,Acetaminofen,1.0
E.F.G.25.977,CAPTOPRIL,Captopril,1.0
E.F.G.25.978,CAPTOPRIL,Captopril,1.0
E.F.G.25.982,ATENOLOL,Atenolol,1.0
E.F.G.25.984,NIFEDIPINA,Nifedipino,0.9
E.F.G.26.028,METOCLOPRAMIDA,Metoclopramida,1.0
E.F.G.26.036,PROPRANOLOL,Propranolol,1.0
E.F.G.26.037,PROPRANOLOL,Propranolol,1.0
E.F.G.26.047,ATENOLOL,Atenolol,1.0
E.F.G.26.069,CLORHIDRATO DE BROMHEXINA,Bromhexina,1.0
E.F.G.26.070,ACICLOVIR,Aciclovir,1.0
E.F.G.26.131,GENTAMICINA,Gentamicina,1.0
E.F.G.26.178,ACICLOVIR,Aciclovir,1.0
E.F.G.26.204,ACETAMINOFEN,Acetaminofen,1.0
E.F.G.26.240,DICLOFENAC SODICO,Diclofenaco,0.909
E.F.G.26.275,GLIBENCLAMIDA,Glibenclamida,1.0
E.F.G.26.276,KETOCONAZOL,Ketoconazol,1.0
E.F.G.26.290,DEXAMETASONA FOSFATO SÓDICO,Dexametasona,1.0
E.F.G.26.296,ACICLOVIR,Aciclovir,1.0
E.F.G.26.314,CEFOTAXIMA,Cefotaxima,1.0
E.F.G.26.315,AMIKACINA,Amikacina,1.0
E.F.G.26.316,AMIKACINA,Amikacina,1.0
E.F.G.26.349,CARBAMAZEPINA,Carbamazepina,1.0
E.F.G.26.356,DEXAMETASONA FOSFATO SÓDICO,Dexametasona,1.0
E.F.G.26.403,METOCLOPRAMIDA,Metoclopramida,1.0
E.F.G.26.416,ENALAPRIL,Enalapril,1.0
E.F.G.26.537,CEFALEXINA,Cefalexina,1.0
E.F.G.26.538,RANITIDINA,Ranitidina,1.0
E.F.G.26.555,ATENOLOL,Atenolol,1.0
E.F.G.26.557,GEMFIBROZILO,Gemfibrozilo,1.0
E.F.G.26.577,RANITIDINA,Ranitidina,1.0
E.F.G.26.619,CEFAZOLINA,Cefazolina,1.0
E.F.G.26.620,CEFAZOLINA,Cefazolina,1.0
E.F.G.26.646,PIROXICAM,Piroxicam,1.0
E.F.G.26.688,ENALAPRIL,Enalapril,1.0
E.F.G.26.689,ENALAPRIL,Enalapril,1.0
E.F.G.26.690,ENALAPRIL,Enalapril,1.0
E.F.G.26.698,IBUPROFENO,Ibuprofeno,1.0
E.F.G.26.712,FENOBARBITAL,Fenobarbital,1.0
E.F.G.26.751,AMIKACINA,Amikacina,1.0
E.F.G.26.752,AMIKACINA,Amikacina,1.0
E.F.G.26.800,IBUPROFENO,Ibuprofeno,1.0
E.F.G.26.803,AMPICILINA,Ampicilina,1.0
E.F.G.26.806,TIOCOLCHICOSIDO,Tiocolchicosido,1.0
E.F.G.26.811,GENTAMICINA,Gentamicina,1.0
E.F.G.26.813,CLOTRIMAZOL,Clotrimazol,1.0
E.F.G.26.817,AMOXICILINA,Amoxicilina,1.0
E.F.G.26.818,DICLOFENAC SODICO,Diclofenaco,0.909
E.F.G.26.824,AMOXICILINA,Amoxicilina,1.0
E.F.G.26.890,IBUPROFENO,Ibuprofeno,1.0
E.F.G.26.891,IBUPROFENO,Ibuprofeno,1.0
E.F.G.26.894,BROMAZEPAM,Bromazepam,1.0
E.F.G.26.948,GENTAMICINA,Gentamicina,1.0
E.F.G.27.020,PENTOXIFILINA,Pentoxifilina,1.0
E.F.G.27.075,CARBAMAZEPINA,Carbamazepina,1.0
E.F.G.27.081,ALBENDAZOL,Albendazol,1.0
E.F.G.27.127,DIGOXINA,Digoxina,1.0
E.F.G.27.150,PREDNISONA,Prednisona,1.0
E.F.G.27.241,CLOTRIMAZOL,Clotrimazol,1.0
E.F.G.27.287,CINNARIZINA,Cinnarizina,1.0
E.F.G.27.356,AMBROXOL,Ambroxol,1.0
E.F.G.27.527,FLUCONAZOL,Fluconazol,1.0
E.F.G.27.529,LORATADINA,Loratadina,1.0
E.F.G.27.532,CEFADROXILO,Cefadroxilo,1.0
E.F.G.27.588,ENALAPRIL,Enalapril,1.0
E.F.G.27.589,ENALAPRIL,Enalapril,1.0
E.F.G.27.590,ENALAPRIL,Enalapril,1.0
E.F.G.27.598,CAPTOPRIL,Captopril,1.0
E.F.G.27.599,CAPTOPRIL,Captopril,1.0
E.F.G.27.624,ALBENDAZOL,Albendazol,1.0
E.F.G.27.688,IBUPROFENO,Ibuprofeno,1.0
E.F.G.27.704,CLINDAMICINA,Clindamicina,1.0
E.F.G.27.734,BROMAZEPAM,Bromazepam,1.0
E.F.G.27.746,BROMAZEPAM,Bromazepam,1.0
E.F.G.27.761,CETIRIZINA,Cetirizina,1.0
E.F.G.27.849,TIOCOLCHICOSIDO,Tiocolchicosido,1.0
E.F.G.27.910,ATENOLOL,Atenolol,1.0
E.F.G.28.103,CEFADROXILO,Cefadroxilo,1.0
E.F.G.28.127,LORATADINA,Loratadina,1.0
E.F.G.28.130,TOBRAMICINA SULFATO,Tobramicina,1.0
E.F.G.28.153,DICLOFENACO POTASICO,Diclofenaco,1.0
E.F.G.28.201,LORATADINA,Loratadina,1.0
E.F.G.28.276,CAPTOPRIL,Captopril,1.0
E.F.G.28.310,CLOTRIMAZOL,Clotrimazol,1.0
E.F.G.28.315,CEFADROXILO,Cefadroxilo,1.0
E.F.G.28.320,FAMOTIDINA,Famotidina,1.0
E.F.G.28.339,FLUCONAZOL,Fluconazol,1.0
E.F.G.28.340,RANITIDINA,Ranitidina,1.0
E.F.G.28.493,AMBROXOL CLORHIDRATO,Ambroxol,1.0
E.F.G.28.507,AMBROXOL,Ambroxol,1.0
E.F.G.28.529,METRONIDAZOL,Metronidazol,1.0
E.F.G.28.549,METRONIDAZOL,Metronidazol,1.0
E.F.G.28.574,CLORURO DE SODIO,Calcio Cloruro,1.0
E.F.G.28.575,FLUCONAZOL,Fluconazol,1.0
E.F.G.28.641,TINIDAZOL,Tinidazol,1.0
E.F.G.28.656,AMOXICILINA,Amoxicilina,1.0
E.F.G.28.668,CLORURO DE SODIO,Calcio Cloruro,1.0
E.F.G.28.705,AMLODIPINA,Amlodipino,0.9
E.F.G.28.740,AZITROMICINA,Azitromicina,1.0
E.F.G.28.751,ALBENDAZOL,Albendazol,1.0
E.F.G.28.772,ISOFLURANO,Isoflurano,1.0
E.F.G.28.779,NIFEDIPINA,Nifedipino,0.9
E.F.G.28.805,AZITROMICINA,Azitromicina,1.0
E.F.G.28.828,KETOPROFENO,Ketoprofeno,1.0
E.F.G.28.860,ALPRAZOLAM,Alprazolam,1.0
E.F.G.28.861,ALPRAZOLAM,Alprazolam,1.0
E.F.G.28.874,LANSOPRAZOL,Lansoprazol,1.0
E.F.G.28.914,DICLOFENACO POTASICO,Diclofenaco,1.0
E.F.G.28.948,FLUOXETINA,Fluoxetina,1.0
E.F.G.28.953,CAPTOPRIL,Captopril,1.0
E.F.G.28.954,CAPTOPRIL,Captopril,1.0
E.F.G.28.957,CARBAMAZEPINA,Carbamazepina,1.0
E.F.G.28.981,FLUOXETINA,Fluoxetina,1.0
E.F.G.28.983,ENALAPRIL,Enalapril,1.0
E.F.G.28091,PIPERACILINA,Piperacilina,1.0
E.F.G.29.017,ALBENDAZOL,Albendazol,1.0
E.F.G.29.122,CLORURO DE SODIO,Calcio Cloruro,1.0
E.F.G.29.141,LORATADINA,Loratadina,1.0
E.F.G.29.144,ENALAPRIL,Enalapril,1.0
E.F.G.29.181,AMBROXOL CLORHIDRATO,Ambroxol,1.0
E.F.G.29.182,AMBROXOL,Ambroxol,1.0
E.F.G.29.193,CETIRIZINA,Cetirizina,1.0
E.F.G.29.236,KETOPROFENO,Ketoprofeno,1.0
E.F.G.29.268,CAPTOPRIL,Captopril,1.0
E.F.G.29.283,DICLOFENAC SODICO,Diclofenaco,0.909
E.F.G.29.387,CAPTOPRIL,Captopril,1.0
E.F.G.29.402,LORATADINA,Loratadina,1.0
E.F.G.29.420,CEFTRIAXONA SODICA,Ceftriaxona,1.0
E.F.G.29.426,CEFTAZIDIMA,Ceftazidima,1.0
E.F.G.29.427,SALBUTAMOL,Salbutamol,1.0
E.F.G.29.458,SIMVASTATINA,Simvastatina,1.0
E.F.G.29.460,CEFOTAXIMA,Cefotaxima,1.0
E.F.G.29.469,LOSARTAN POTASICO,Losartan,1.0
E.F.G.29.486,ATENOLOL,Atenolol,1.0
E.F.G.29.487,VERAPAMIL,Verapamilo,0.9
E.F.G.29.496,VERAPAMIL,Verapamilo,0.9
E.F.G.29.498,ATENOLOL,Atenolol,1.0
E.F.G.29.516,DICLOFENAC SODICO,Diclofenaco,0.909
E.F.G.29.554,FLUCONAZOL,Fluconazol,1.0
E.F.G.29.601,SULFAMETOXAZOL,Sulfametoxazol,1.0
E.F.G.29.601,TRIMETOPRIM,Trimetoprima,0.917
E.F.G.29.634,IBUPROFENO,Ibuprofeno,1.0
E.F.G.29.727,ACETAMINOFEN,Acetaminofen,1.0
E.F.G.29.800,AMBROXOL CLORHIDRATO,Ambroxol,1.0
E.F.G.29.812,LORATADINA,Loratadina,1.0
E.F.G.29.886,METRONIDAZOL,Metronidazol,1.0
E.F.G.29.898,BENCIDAMINA CLORHIDRATO,Bencidamina,1.0
E.F.G.29.911,ACIDO FOLICO,Folico Acido,1.0
E.F.G.29.912,ACIDO FOLICO,Folico Acido,1.0
E.F.G.29.933,ACICLOVIR,Aciclovir,1.0
E.F.G.29.941,ACICLOVIR,Aciclovir,1.0
E.F.G.29.985,PREDNISONA,Prednisona,1.0
E.F.G.3.187,ACIDO FOLICO,Folico Acido,1.0
E.F.G.30.009,AMLODIPINA,Amlodipino,0.9
E.F.G.30.034,LORATADINA,Loratadina,1.0
E.F.G.30.069,IBUPROFENO,Ibuprofeno,1.0
E.F.G.30.098,PENICILINA G,Penicilina G,1.0
E.F.G.30.166,ISOFLURANO,Isoflurano,1.0
E.F.G.30.173,DICLOFENACO POTASICO,Diclofenaco,1.0
E.F.G.30.174,DICLOFENACO POTASICO,Diclofenaco,1.0
E.F.G.30.182,AZITROMICINA,Azitromicina,1.0
E.F.G.30.199,IBUPROFENO,Ibuprofeno,1.0
E.F.G.30.206,AMLODIPINA,Amlodipino,0.9
E.F.G.30.228,ONDANSETRON,Ondansetron,1.0
E.F.G.30.238,FLUCONAZOL,Fluconazol,1.0
E.F.G.30.269,AMLODIPINA,Amlodipino,0.9
E.F.G.30.270,AMLODIPINA,Amlodipino,0.9
E.F.G.30.273,KETOPROFENO,Ketoprofeno,1.0
E.F.G.30.286,IBUPROFENO,Ibuprofeno,1.0
E.F.G.30.289,CAPTOPRIL,Captopril,1.0
E.F.G.30.291,FENOBARBITAL,Fenobarbital,1.0
E.F.G.30.342,ONDANSETRON,Ondansetron,1.0
E.F.G.30.344,ONDANSETRON,Ondansetron,1.0
E.F.G.30.347,ACIDO ASCORBICO,Ascorbico Acido,1.0
E.F.G.30.352,KETOPROFENO,Ketoprofeno,1.0
E.F.G.30.363,KETOTIFENO,Ketotifeno,1.0
E.F.G.30.452,LORATADINA,Loratadina,1.0
E.F.G.30.454,LISINOPRIL,Lisinopril,1.0
E.F.G.30.509,IBUPROFENO,Ibuprofeno,1.0
E.F.G.30.530,MELOXICAM,Meloxicam,1.0
E.F.G.30.557,SIMVASTATINA,Simvastatina,1.0
E.F.G.30.560,LORATADINA,Loratadina,1.0
E.F.G.30.615,AZITROMICINA,Azitromicina,1.0
E.F.G.30.629,BACITRACINA,Bacitracina,1.0
E.F.G.30.644,AMPICILINA,Ampicilina,1.0
E.F.G.30.655,SIMVASTATINA,Simvastatina,1.0
E.F.G.30.706,CEFTRIAXONA,Ceftriaxona,1.0
E.F.G.30.734,BROMAZEPAM,Bromazepam,1.0
E.F.G.30.742,CLORHIDRATO DE VANCOMICINA,Vancomicina,1.0
E.F.G.30.743,SULFATO DE MAGNESIO,Citrato Magnesio,1.0
E.F.G.30.759,BROMAZEPAM,Bromazepam,1.0
E.F.G.30.800,AZITROMICINA,Azitromicina,1.0
E.F.G.30.862,ALBENDAZOL,Albendazol,1.0
E.F.G.30.877,METRONIDAZOL,Metronidazol,1.0
E.F.G.30.893,LORATADINA,Loratadina,1.0
E.F.G.30.896,BROMAZEPAM,Bromazepam,1.0
E.F.G.30.897,BROMAZEPAM,Bromazepam,1.0
E.F.G.30.905,CETIRIZINA DICLORHIDRATO,Cetirizina,1.0
